groupA_gene	groupB_gene	groupA_expr_rank	groupB_expr_rank
KLC4	CIB1	0.837235	0.829668
HNRNPH1	TRABD2B	0.837243	0.829745
LETM1	NCSTN	0.837243	0.830538
MAPK3	GNA12	0.838045	0.831414
ACTR1A	CYFIP2	0.838154	0.831454
TMED10	AKT1	0.838473	0.831496
GAA	MGAT1	0.838656	0.831808
PSME3	DNAJC12	0.838747	0.83203
ACMSD	RXRA	0.840049	0.832031
ANP32B	UBXN1	0.840734	0.83212
SEC31A	MICU2	0.840924	0.832274
RALY	PAFAH2	0.841478	0.832385
NQO1	KIF1C	0.84149	0.832798
AHSA1	CHMP1A	0.841593	0.833108
SAR1B	POLR2M	0.841759	0.833315
SNX2	ARL1	0.841884	0.834507
ACLY	NPNT	0.842106	0.834773
CISD1	SGK1	0.842142	0.834848
COASY	SFRP1	0.842158	0.835103
CHCHD3	TMEM9	0.842178	0.835117
AP1B1	SLC6A13	0.842239	0.835397
RBM47	PNPLA2	0.842758	0.835971
CORO1B	SLC38A10	0.842979	0.836157
ATOX1	SNX17	0.843045	0.836462
NAGA	BNIP3L	0.84305	0.836835
PSMA2	TMEM213	0.843338	0.836933
SPAG9	SETD3	0.843363	0.837916
PSMA1	SLC16A2	0.843585	0.838768
HNRNPA3	KDELR2	0.844348	0.838783
NDUFA5	PCBP4	0.844436	0.838902
ACSL5	ERICH4	0.844939	0.839174
MPDU1	MAP2K2	0.845014	0.839329
IK	METTL9	0.845049	0.839795
FKBP9	MAP7	0.845191	0.840188
UBE2M	PNRC2	0.845334	0.840312
MTCH2	CYP24A1	0.845369	0.840551
SEC61A1	MBD3	0.845695	0.841627
FABP3	ITPR1	0.845848	0.841809
SUMO1	PPARA	0.846052	0.842533
ACE2	GOLPH3	0.846102	0.843326
ADD1	STARD10	0.8464	0.843414
SERPINH1	ACTR1B	0.846478	0.843486
H6PD	GUCD1	0.846581	0.843553
PSMD13	FBXW5	0.846935	0.843572
ARPC5	SRP14	0.846938	0.843637
GLS	CDIPT	0.847037	0.843766
ADD3	EMC3	0.847189	0.844081
PEX5	NR2F6	0.847227	0.844348
MME	THNSL2	0.84771	0.84462
ARCN1	FURIN	0.847863	0.844948
RTN4	REN	0.847961	0.844963
MCCC1	PKD2	0.848175	0.845159
LAMTOR5	OAZ2	0.848298	0.845806
ATP6V1F	UBE2R2	0.848418	0.845893
VPS35	ABHD2	0.84853	0.84605
RBBP7	GRAMD1B	0.84888	0.846415
EIF3M	BAG6	0.84902	0.84643
NDUFA11	DDR1	0.849257	0.846453
ETF1	PAPOLA	0.849461	0.846573
LPGAT1	YIPF3	0.849725	0.846683
GCLC	BHLHE40	0.849737	0.84682
DAG1	GPR137B	0.849784	0.846873
COBLL1	GINM1	0.849893	0.847193
SDF4	DCAF8	0.850269	0.847267
EPS8L2	UCK1	0.850566	0.847305
RENBP	NISCH	0.850789	0.847707
AMDHD2	JAK1	0.851176	0.847801
HSD17B10	DEF8	0.85124	0.847912
ACSS1	PTPRF	0.851443	0.848487
RPS15A	GJB1	0.851733	0.848754
FAHD1	NDUFB3	0.85243	0.848942
FKBP2	TMEM252	0.852497	0.848951
PLIN2	UBE2D3	0.852548	0.849006
PSMB6	MSRB1	0.853359	0.849551
OCIAD1	DNAJC22	0.853686	0.849949
AUP1	PIGQ	0.854087	0.850267
CSRP1	NCOA4	0.854122	0.851339
POR	SRSF6	0.855035	0.851659
SF3B1	TMEM106A	0.855066	0.85216
APEH	USP8	0.855684	0.853157
ACAT2	RSRP1	0.856367	0.853206
SNX9	ABHD17A	0.856779	0.853406
GSPT1	MPC2	0.857129	0.854144
ENG	MAPKAPK2	0.857137	0.854172
VAPA	EPS8	0.857233	0.854325
MTOR	SLC44A4	0.857562	0.855596
GFM1	HOXD8	0.857743	0.857088
SCPEP1	AAMP	0.857768	0.857695
DCTN2	GRB7	0.858022	0.85801
C1QBP	OSBPL9	0.857961	0.858012
MSN	PDK2	0.858124	0.85802
GDI1	GLYR1	0.859423	0.859675
NDRG2	CMTM6	0.860212	0.859788
NAP1L1	F11R	0.860291	0.85984
PDCD6IP	TFCP2L1	0.860314	0.859966
NDUFA6	TOMM22	0.860328	0.860143
STX7	STARD7	0.861004	0.8605
NUDC	RAB11A	0.861403	0.861128
GPS1	ENPP5	0.861946	0.861191
PSMA7	PGPEP1	0.861957	0.861202
CRYAB	RHOB	0.861994	0.861767
GSR	GALNS	0.863001	0.862867
MTPN	TMBIM4	0.863133	0.863001
ARPC1A	MGRN1	0.863476	0.863683
JUP	CXXC5	0.863927	0.863832
HNRNPL	PANK1	0.864413	0.864414
COL18A1	ID2	0.864931	0.865158
EIF3I	PAIP2	0.86569	0.865545
IDH3A	ATXN10	0.865749	0.865551
RAB5B	SLC25A30	0.866343	0.866493
SEC13	EVC	0.86706	0.86665
COPB1	SLC16A4	0.867278	0.86669
COL4A2	SHISA5	0.867767	0.866914
CCT7	ADTRP	0.868047	0.867159
SNX5	TMX2	0.868569	0.867555
SCAMP2	PI4KA	0.868632	0.867842
EIF3A	BRK1	0.869582	0.869762
GIPC2	NFE2L2	0.870692	0.870718
SPR	WNK4	0.871517	0.871604
PTBP1	TEX264	0.871742	0.87179
GCAT	LAPTM4B	0.872063	0.87208
ASPDH	ESRRA	0.87247	0.872527
SF3B2	ITM2C	0.872838	0.872578
TPM3	EPAS1	0.873233	0.873111
GNB2	TMPRSS2	0.873912	0.87334
ALAD	SDC2	0.874034	0.87364
KMO	RGL1	0.874311	0.873758
TLN1	SSR3	0.874654	0.874091
MYL9	TEF	0.874674	0.874492
DDX17	ITFG1	0.87629	0.876234
TXN2	AGPAT3	0.877266	0.877086
PYROXD2	TOMM20	0.877269	0.877465
CSRP2	WLS	0.878026	0.877591
SLC25A10	TMEM259	0.878218	0.877929
HMGB1	MCL1	0.878264	0.877952
DHRS1	WWP1	0.878664	0.878791
GSS	SCNN1A	0.879021	0.878944
NDUFV3	MAF	0.879229	0.878969
GPRC5C	MPC1	0.880435	0.88045
HSDL2	CREG1	0.880498	0.880469
EWSR1	KIDINS220	0.881933	0.882014
PSMC1	EMC10	0.882778	0.882383
EIF3F	GPAM	0.882821	0.882744
TMED2	LY6E	0.883019	0.883008
PRPF8	TBC1D13	0.882989	0.883085
EIF3B	KL	0.883391	0.883414
PFDN5	ERRFI1	0.884439	0.884291
VWA8	KXD1	0.885393	0.885437
TXNRD1	ATF4	0.885599	0.885464
DYNLRB1	WNK1	0.88566	0.885609
GUK1	NFE2L1	0.885985	0.885809
AASS	SLC7A7	0.886086	0.88601
UPB1	FGF1	0.886523	0.886297
GRHPR	UNC119B	0.886612	0.88663
ACSS2	TMEM37	0.887799	0.887965
DNAJA2	SRSF5	0.888555	0.888213
SRSF2	HNF1B	0.888593	0.888261
CD151	CTDSP2	0.88866	0.88872
TXNDC17	GLIS2	0.888816	0.888811
ECHDC2	PLEKHB2	0.888993	0.889172
QPRT	ARF3	0.889612	0.889623
RAN	SLC7A8	0.889697	0.889839
HPD	DDRGK1	0.891738	0.89162
ACSM5	ADI1	0.891977	0.892197
ADK	CLDN10	0.892769	0.892269
WFDC2	XBP1	0.893106	0.893244
M6PR	SERP1	0.893707	0.893827
UGP2	GHR	0.894167	0.894246
KIF12	RAD21	0.894769	0.894714
SLC25A13	TCF25	0.894535	0.895008
FKBP1A	CTDSP1	0.895797	0.895132
SUCLA2	ERGIC3	0.896195	0.896184
PSMB1	CLPTM1L	0.89659	0.896847
ATP6V1B1	TM7SF3	0.897878	0.897783
AHCYL1	SLC67A1	0.898058	0.897916
ERLIN2	RABAC1	0.89906	0.898916
NDUFB10	CDKL1	0.90008	0.900136
PACSIN2	SARAF	0.900284	0.90016
CAP1	SGK2	0.900453	0.900232
HNRNPA1	ENPP2	0.90142	0.901196
GNAI2	RER1	0.901838	0.901776
BCAM	SLC7A9	0.901958	0.901933
DPEP1	COL4A1	0.90259	0.902618
TM9SF3	SLC16A9	0.903551	0.903432
LONP1	VEGFA	0.904284	0.904655
ATP6V0D1	LRP10	0.905317	0.905062
SPTAN1	ADIPOR1	0.905417	0.905147
CLUH	TAX1BP1	0.906356	0.906423
NUCB1	AQP3	0.906505	0.906501
TALDO1	NBR1	0.9081	0.907974
PDHB	KCNJ15	0.908295	0.908147
SURF4	CHP1	0.909119	0.908753
HNRNPF	FUCA2	0.909654	0.909593
ST13	ATP6V0B	0.910046	0.910227
CCT8	SLC31A1	0.911033	0.910753
NDUFB8	EIF4EBP2	0.911411	0.911563
RHOA	SAMM50	0.912102	0.912367
ENPEP	MTCH1	0.912724	0.912397
PHB2	PSMB7	0.912923	0.912443
RPS20	POLDIP2	0.913395	0.913454
RAC1	VDR	0.913382	0.91347
TUBA4A	CCND1	0.914986	0.914825
PSMA4	OS9	0.915006	0.914916
HYKK	MKNK2	0.915276	0.915221
DDOST	MLF2	0.915905	0.915758
AIFM1	CALM3	0.91624	0.916091
ASL	PPDPF	0.91641	0.916456
HSBP1	TMEM52B	0.918228	0.918222
SLC23A1	ATP6AP2	0.918233	0.91833
PICALM	NDFIP1	0.919285	0.919325
NDUFA9	SSR2	0.919202	0.919326
COMT	CYSTM1	0.9195	0.919508
PCYT2	SPARC	0.920928	0.920936
PPP2R1A	PPP1CA	0.921759	0.921721
CCT5	MGAT4B	0.922721	0.922622
NDUFS3	TSPAN3	0.924827	0.924799
ESD	TPP1	0.925085	0.925214
ECHS1	EEF1B2	0.925487	0.925469
SLC25A1	GLUL	0.925946	0.925897
RTN3	MAL	0.92782	0.927735
SLC22A13	RNF10	0.927623	0.927753
TUFM	WWC1	0.928526	0.928588
RPL21	SEC62	0.928791	0.92929
RPL18	CDHR5	0.930379	0.930317
FIS1	TINAG	0.930688	0.930766
COQ9	KCNK5	0.930871	0.930831
GSTK1	TSC22D1	0.93095	0.930856
SOD2	FKBP8	0.9312	0.93132
EIF3L	NADK	0.931934	0.931896
RPL35A	IGFBP3	0.932605	0.932545
CNN3	SPINT2	0.934233	0.934217
XYLB	CHD3	0.934978	0.935036
RPS12	AQP2	0.935154	0.935143
CISD3	SERINC1	0.935441	0.93546
HSD11B1	NOX4	0.935508	0.936169
GRN	HERPUD1	0.937239	0.937222
HAAO	SMIM24	0.938393	0.938331
TUBB4B	RAB11FIP3	0.938421	0.938517
PROC	ATP6AP1	0.939586	0.939364
HSD11B2	ODC1	0.939105	0.939623
NPM1	CCNG1	0.941507	0.94148
NUDT19	CTSA	0.941869	0.941961
AP2M1	PKP4	0.942089	0.942098
EIF3H	PRELID1	0.943414	0.943194
FH	PRNP	0.944322	0.944273
CTH	BNIP3	0.944366	0.944436
IDH3G	PRSS8	0.945609	0.945479
HAGH	ABCA3	0.945718	0.945791
SUCLG1	IGFBP5	0.945255	0.945866
EDF1	ENTPD5	0.947046	0.946303
GSTP1	ATP6V1G1	0.949604	0.949577
DDAH1	CERS2	0.951701	0.951814
CYB5A	GABARAPL1	0.954356	0.954354
RPL10A	ATP6V0C	0.955891	0.955881
CRYL1	SERINC3	0.956557	0.956482
CPT1A	PLAU	0.956998	0.956875
RPL27	OAZ1	0.958263	0.958396
RPS27A	CD164	0.958769	0.95872
SLC25A4	RPL37	0.958976	0.959063
CYC1	FAH	0.959802	0.959973
SUCLG2	SLC6A19	0.96102	0.961133
RPS10	KCNJ16	0.961861	0.961896
CALB1	GALNT11	0.96486	0.964827
SELENBP1	SLC25A39	0.965216	0.964901
DSTN	GAS6	0.965469	0.965295
IDH1	PINK1	0.965829	0.96593
ALDH8A1	APLP2	0.966669	0.966874
RPS9	C11ORF54	0.967136	0.966935
EPHX2	CCNI	0.967284	0.96732
RPS18	SLC12A3	0.967693	0.967735
VDAC1	TMEM174	0.96859	0.968577
COX5B	CLDN2	0.969328	0.969348
HIBADH	EIF1	0.970488	0.97058
MDH2	TXNIP	0.970978	0.97099
SLC12A1	PTH1R	0.971074	0.971083
SLC6A18	HPN	0.971344	0.971153
IDH2	SEPHS2	0.971611	0.971684
UQCRC2	ACAA2	0.97263	0.972545
GCDH	IGFBP4	0.972833	0.972839
UQCRC1	ATP11A	0.973293	0.973289
PC	SLC17A1	0.973365	0.973408
CHCHD10	RPS14	0.974995	0.975061
RPL6	GRINA	0.975367	0.975274
TPI1	CHCHD2	0.976753	0.976776
LRPAP1	FAU	0.976907	0.976852
BCKDHA	SLC13A3	0.977867	0.977855
EHHADH	EGF	0.97837	0.978326
RPS6	SLC22A1	0.978409	0.978674
RPSA	ACTB	0.9811	0.981235
ALDH2	KIAA1191	0.981835	0.981738
FBP1	B2M	0.981573	0.981915
AKR1A1	SQSTM1	0.982312	0.982265
RPL7	HNF4A	0.983104	0.982854
MDH1	APP	0.985229	0.985225
NDRG1	TCN2	0.989262	0.989484
CTSD	SLC22A6	0.990353	0.99039
AQP1	PDZK1IP1	0.993275	0.993171
ACADM	UBB	0.993632	0.993697
LDHB	ITM2B	0.995567	0.995778
PSAP	TMBIM6	0.997888	0.997853
ATP1A1	SLC34A1	0.99898	0.999331
