a_cortex	a_med	c_cortex	c_med	n_cortex	n_med
0.50926	1.10009	0.83563	0.73372	0.60943	1.49934
0.3257	0.83215	0.77574	0.83206	0.41986	1.00011
0.59168	0.9722	0.90433	0.86467	0.65428	1.12436
0.96401	0.89427	0.95356	0.84814	1.01096	1.05439
0.56771	0.66721	0.87499	0.78686	0.64882	0.84793
0.2724	0.71816	0.64006	0.77839	0.42559	0.92261
0.6967	1.23631	0.87793	0.72544	0.79358	1.70422
0.88469	1.07392	0.93127	0.76547	0.94998	1.40295
0.17488	1.08143	0.57732	0.73061	0.30291	1.48018
0.45062	1.39498	0.76409	0.71109	0.58975	1.96174
0.34422	0.63678	0.79015	0.84046	0.43564	0.75766
0.50963	1.27811	0.80952	0.72278	0.62955	1.76832
0.41939	0.96281	0.90742	0.7448	0.46218	1.29271
0.40319	0.6764	0.72617	0.75127	0.55524	0.90034
0.69299	1.26781	0.9075	0.76332	0.76362	1.66092
0.51544	0.62707	0.89443	0.76758	0.57628	0.81694
0.54834	1.12967	0.903	0.77647	0.60724	1.45488
0.4628	0.94317	0.91931	0.78205	0.50342	1.20603
0.61794	1.0267	0.91645	0.76962	0.67428	1.33404
0.95575	0.53913	0.91036	0.64796	1.04986	0.83203
0.58995	0.7269	0.91636	0.84729	0.6438	0.85792
0.2969	0.73446	0.70057	0.71564	0.4238	1.0263
0.52092	1.23518	0.88754	0.77513	0.58692	1.5935
0.723	1.07975	0.94204	0.78593	0.76748	1.37385
0.37427	0.81318	0.81383	0.79613	0.45989	1.02142
0.61642	1.16309	0.84573	0.7752	0.72886	1.50039
0.62711	0.96637	0.90093	0.76336	0.69607	1.26595
0.44574	0.97206	0.82807	0.83287	0.53829	1.16711
0.61557	0.93131	0.93246	0.81781	0.66015	1.13878
0.53424	0.9712	0.90943	0.75215	0.58744	1.29123
0.56486	0.70761	0.89092	0.82311	0.63402	0.85968
0.7701	1.17199	0.90735	0.76947	0.84873	1.52311
0.26698	0.91021	0.67228	0.71493	0.39713	1.27315
0.63112	0.98946	0.92926	0.80973	0.67917	1.22197
0.62577	1.06405	0.81633	0.72723	0.76657	1.46317
0.6904	0.78681	0.90632	0.83089	0.76176	0.94695
0.24334	0.96439	0.61727	0.72925	0.39422	1.32244
1.40173	1.44603	0.80084	0.62471	1.75031	2.31472
0.56543	0.86089	0.87097	0.7946	0.64919	1.08343
0.25453	0.83365	0.65787	0.84207	0.3869	0.99
0.83892	0.93286	0.94642	0.77617	0.88642	1.20187
0.5976	0.96175	0.92012	0.74421	0.64948	1.29231
0.43102	0.9329	0.74643	0.76461	0.57744	1.2201
0.53536	0.95437	0.92922	0.77743	0.57614	1.22759
0.54674	1.01152	0.90756	0.76786	0.60243	1.31732
0.57228	1.27099	0.86978	0.74887	0.65796	1.6972
0.57863	1.43246	0.85012	0.69522	0.68065	2.06044
0.70283	1.20008	0.85062	0.69942	0.82625	1.71583
0.53365	0.25854	0.91729	0.57969	0.58177	0.446
0.455	0.82498	0.82771	0.77226	0.54971	1.06827
0.44539	1.01316	0.87278	0.76696	0.51031	1.32101
0.28938	0.99273	0.67084	0.77795	0.43136	1.27608
0.53627	1.02672	0.87149	0.77712	0.61535	1.32118
0.30587	0.70585	0.7472	0.83103	0.40935	0.84937
0.71834	0.85909	0.90006	0.742	0.7981	1.15781
0.30733	1.1172	0.70726	0.78992	0.43453	1.41432
0.7041	0.92762	0.9185	0.78599	0.76657	1.18019
0.62455	1.27435	0.83998	0.60755	0.74352	2.09751
0.62162	1.00371	0.81919	0.72983	0.75881	1.37527
0.39028	0.82858	0.81521	0.79111	0.47874	1.04737
0.48666	0.48526	0.90957	0.85914	0.53505	0.56482
0.58009	0.58963	0.89332	0.7507	0.64936	0.78544
0.71652	1.53813	0.92037	0.75167	0.77851	2.04629
0.49137	1.03821	0.92872	0.7783	0.52908	1.33394
0.4858	0.64988	0.81125	0.76315	0.59883	0.85158
0.38166	1.16261	0.7736	0.71295	0.49336	1.63069
0.48241	0.91948	0.84831	0.81062	0.56867	1.1343
0.24883	0.65978	0.61371	0.76391	0.40546	0.86369
0.59936	0.95743	0.88652	0.82295	0.67608	1.16341
0.40281	0.66468	0.83934	0.81365	0.47992	0.81691
0.85323	0.95484	0.85336	0.7495	0.99985	1.27398
0.30728	0.83465	0.79073	0.84106	0.38861	0.99238
0.3987	0.76259	0.86225	0.76641	0.46239	0.99501
0.51238	1.13731	0.93516	0.78657	0.54791	1.4459
0.91763	0.56872	0.89808	0.8354	1.02177	0.68077
0.30514	1.004	0.70268	0.74207	0.43424	1.35297
0.39526	1.15663	0.82419	0.76397	0.47957	1.51396
0.24078	1.21582	0.56997	0.71833	0.42245	1.69255
0.52146	1.19527	0.87593	0.65132	0.59532	1.83515
0.52405	0.83325	0.79157	0.74138	0.66204	1.12392
0.83526	1.21676	0.8109	0.67958	1.03004	1.79046
0.76874	1.21407	0.86385	0.70217	0.88991	1.72904
0.71118	0.6628	0.93821	0.87398	0.75802	0.75836
0.48216	0.98062	0.86234	0.73517	0.55913	1.33386
0.69066	1.00005	0.95596	0.88259	0.72248	1.13309
0.5984	0.75545	0.91374	0.83575	0.65489	0.90392
0.3006	0.23535	0.72701	0.53258	0.41347	0.44191
0.57147	0.92968	0.88007	0.7601	0.64935	1.22311
0.69132	1.16921	0.90297	0.77572	0.76561	1.50726
0.81283	1.11407	0.85397	0.73645	0.95183	1.51275
0.53715	1.37576	0.84714	0.76073	0.63407	1.80847
0.18912	1.07788	0.43762	0.68415	0.43216	1.5755
0.2995	1.13459	0.73765	0.73871	0.40602	1.53591
0.78975	0.86108	0.8302	0.75857	0.95128	1.13515
0.45422	0.81107	0.75501	0.76135	0.60161	1.0653
0.75007	1.28086	0.75497	0.60179	0.99351	2.12844
0.60528	0.8035	0.89165	0.83623	0.67883	0.96087
0.55689	0.70937	0.84334	0.67374	0.66034	1.05289
0.75793	0.98593	0.92589	0.80581	0.8186	1.22352
0.54549	0.76605	0.90062	0.83306	0.60568	0.91956
0.37356	0.8734	0.80976	0.71872	0.46132	1.21522
0.48664	0.89168	0.86024	0.82313	0.5657	1.08328
0.59918	0.82438	0.91085	0.81552	0.65782	1.01086
0.50158	0.45329	0.8995	0.74655	0.55762	0.60718
0.28223	1.17026	0.6595	0.59152	0.42794	1.97839
0.57647	1.27008	0.58976	0.58533	0.97746	2.16987
0.36082	0.76102	0.87284	0.77327	0.41339	0.98416
0.36583	1.01542	0.83352	0.82817	0.4389	1.22609
0.89637	0.85357	0.76897	0.70013	1.16567	1.21916
0.9885	1.66486	0.85965	0.68385	1.14988	2.43453
0.25725	0.60038	0.76513	0.79546	0.33621	0.75475
0.58241	1.46712	0.83745	0.71274	0.69545	2.05841
0.8307	1.34299	0.88881	0.68439	0.93461	1.96232
0.45781	0.89442	0.8871	0.76346	0.51608	1.17154
0.52787	1.0776	0.77662	0.7228	0.67971	1.49087
0.41942	1.24301	0.79734	0.70664	0.52602	1.75905
0.39264	1.25946	0.74958	0.66291	0.52382	1.89991
0.46983	0.75801	0.82812	0.83551	0.56735	0.90725
0.30109	0.59641	0.56976	0.69577	0.52844	0.85719
0.55834	0.88828	0.85856	0.82546	0.65031	1.07609
0.26081	0.75835	0.6185	0.82925	0.42168	0.9145
0.60931	1.03786	0.90399	0.78734	0.67403	1.31818
0.43526	0.87191	0.80144	0.81558	0.5431	1.06908
0.60714	0.96906	0.91971	0.81752	0.66015	1.18537
0.82655	0.67305	0.80619	0.63756	1.02525	1.05567
0.56304	1.37614	0.74731	0.65273	0.75342	2.10829
0.66596	0.69617	0.89051	0.77601	0.74784	0.89712
0.79438	1.02265	0.88231	0.7481	0.90035	1.36699
0.79823	1.14021	0.90169	0.7778	0.88526	1.46594
0.70633	0.67179	0.9143	0.88005	0.77253	0.76336
0.75993	1.2017	0.91924	0.79675	0.82669	1.50826
0.35582	0.86948	0.63882	0.63136	0.557	1.37715
0.36223	0.9192	0.7558	0.73738	0.47927	1.24658
0.45622	0.75593	0.8136	0.71123	0.56074	1.06284
0.97732	1.02137	0.93222	0.76216	1.04838	1.3401
0.38181	0.77954	0.89435	0.85892	0.42692	0.90758
0.56729	1.02718	0.88988	0.75076	0.63749	1.36818
0.73165	0.93742	0.95471	0.81641	0.76635	1.14822
0.39771	0.66799	0.82231	0.79488	0.48365	0.84037
0.42774	0.51881	0.77039	0.71297	0.55522	0.72768
0.44256	0.70594	0.83574	0.84785	0.52955	0.83262
0.90164	1.13059	0.86933	0.69952	1.03717	1.61622
0.07337	0.73838	0.26407	0.73973	0.27784	0.99817
0.50799	1.19989	0.86539	0.75026	0.58701	1.5993
0.56087	1.05208	0.88297	0.68882	0.6352	1.52737
0.70513	1.17056	0.90311	0.74781	0.78078	1.56532
0.5805	0.95161	0.91903	0.82226	0.63164	1.15732
0.67204	1.14439	0.91429	0.77846	0.73504	1.47007
0.85635	1.27667	0.80494	0.67202	1.06387	1.89974
0.49978	0.66993	0.92169	0.83368	0.54224	0.80359
0.46583	0.871	0.91686	0.82932	0.50807	1.05026
0.67475	1.33787	0.82416	0.67473	0.81871	1.98282
0.42613	0.79138	0.86825	0.83096	0.49079	0.95236
0.46206	1.16094	0.85693	0.73091	0.5392	1.58835
0.21447	0.70056	0.62307	0.84612	0.34421	0.82797
0.57888	1.00489	0.9097	0.77494	0.63634	1.29673
0.45713	1.06632	0.83445	0.66916	0.54783	1.59353
0.59391	0.94729	0.87383	0.8251	0.67966	1.1481
0.31542	0.65255	0.78206	0.86469	0.40331	0.75466
0.37875	1.00657	0.83982	0.76162	0.45098	1.32162
0.46462	1.02615	0.8322	0.74671	0.55831	1.37423
0.55471	0.63938	0.85176	0.81214	0.65125	0.78728
0.4152	0.95852	0.86456	0.77855	0.48024	1.23116
0.88886	1.55068	0.87014	0.65757	1.02151	2.35821
0.53009	0.6632	0.94033	0.82883	0.56372	0.80017
0.72225	1.23288	0.88875	0.71061	0.81266	1.73496
0.5852	1.10763	0.84965	0.74255	0.68875	1.49166
0.36542	0.90959	0.61849	0.75431	0.59082	1.20586
0.98928	1.35868	0.69879	0.54399	1.41569	2.49761
0.87255	1.12609	0.91983	0.82259	0.9486	1.36896
0.38016	1.04746	0.77436	0.76959	0.49093	1.36105
0.77121	1.23691	0.96745	0.77362	0.79716	1.59887
0.42435	1.20934	0.7298	0.63186	0.58146	1.91393
0.40795	0.71092	0.91009	0.82348	0.44826	0.86331
0.3963	0.598	0.82891	0.75601	0.4781	0.791
0.4497	1.14802	0.80148	0.73317	0.56108	1.56582
0.5452	0.90566	0.92165	0.80787	0.59155	1.12104
0.36853	1.14929	0.75205	0.67805	0.49004	1.69499
0.33438	0.78567	0.66221	0.72125	0.50495	1.08932
0.44836	1.25308	0.79879	0.68752	0.5613	1.82261
0.61684	1.29154	0.82707	0.68269	0.74582	1.89185
0.46309	1.04705	0.87488	0.74644	0.52932	1.40273
0.26303	0.89328	0.65082	0.76983	0.40415	1.16036
0.58649	1.11681	0.90004	0.81449	0.65162	1.37118
0.63114	0.78149	0.83853	0.61383	0.75267	1.27315
1.0391	0.76805	0.91166	0.81737	1.13979	0.93966
0.89356	1.47549	0.74494	0.65684	1.1995	2.24634
0.94205	1.3892	0.87721	0.70098	1.07392	1.98179
0.77665	0.78924	0.97589	0.85351	0.79583	0.92469
0.35102	1.06623	0.70146	0.7379	0.50041	1.44496
0.51927	1.23104	0.79639	0.58977	0.65203	2.08732
0.54539	0.73468	0.87537	0.85371	0.62304	0.86057
0.85001	1.16807	0.91628	0.73858	0.92768	1.5815
0.10233	1.15943	0.23633	0.66249	0.43301	1.75012
0.80606	1.09865	0.90042	0.76654	0.89521	1.43326
0.76099	1.18727	0.83814	0.72635	0.90796	1.63456
0.26036	1.13781	0.52054	0.72266	0.50017	1.57447
0.7348	1.34471	0.81982	0.69294	0.89629	1.94057
0.53693	1.03758	0.81282	0.77425	0.66057	1.34011
0.72868	1.17103	0.9295	0.82036	0.78395	1.42747
0.57674	0.97014	0.90247	0.80931	0.63907	1.19872
0.42729	0.52948	0.78462	0.73106	0.54458	0.72427
0.77348	1.16421	0.92801	0.7496	0.83349	1.55311
0.49312	0.81782	0.87788	0.8171	0.56172	1.00088
0.66734	0.85706	0.8554	0.79578	0.78015	1.077
0.47812	0.92602	0.88038	0.76206	0.54309	1.21514
1.14562	1.68666	0.87792	0.58391	1.30492	2.88856
0.20047	0.61941	0.52515	0.80841	0.38174	0.76622
0.63527	0.72484	0.84519	0.76749	0.75163	0.94443
0.28417	0.83413	0.6582	0.70675	0.43174	1.18023
0.68297	0.85803	0.8798	0.78516	0.77628	1.09281
0.48085	0.98557	0.89312	0.75734	0.53839	1.30135
0.5885	0.8769	0.90159	0.84008	0.65273	1.04383
0.55002	0.99885	0.91811	0.81849	0.59908	1.22036
0.48091	0.98942	0.79866	0.75533	0.60215	1.30993
0.63801	0.87106	0.94606	0.79791	0.67438	1.09167
0.83245	0.6113	0.88928	0.84487	0.93609	0.72354
0.5263	0.97858	0.84936	0.84509	0.61965	1.15796
0.53919	0.59809	0.90939	0.77363	0.59292	0.77309
0.45726	0.74574	0.86375	0.7887	0.52939	0.94554
0.56835	1.16787	0.79698	0.68224	0.71313	1.71182
0.43954	1.02829	0.90709	0.75689	0.48456	1.35857
0.56687	0.91154	0.73892	0.74828	0.76717	1.21819
0.68206	0.98963	0.9076	0.80067	0.7515	1.23601
0.33586	0.52151	0.63962	0.75745	0.5251	0.68851
0.45986	1.13099	0.87595	0.76196	0.52499	1.48433
0.65397	1.16304	0.87467	0.69244	0.74767	1.67962
0.62145	0.99645	0.92606	0.84836	0.67108	1.17456
0.77141	0.81259	0.86311	0.78022	0.89376	1.04149
0.48418	0.97791	0.83466	0.76418	0.58009	1.27969
0.8473	1.28754	0.80791	0.62713	1.04876	2.05307
0.62444	0.93346	0.74693	0.63347	0.836	1.47356
0.57138	0.87731	0.94287	0.8316	0.606	1.05497
0.48944	0.71737	0.8628	0.71213	0.56727	1.00735
0.89142	1.35324	0.85807	0.69956	1.03886	1.9344
0.33238	0.80066	0.73545	0.77383	0.45193	1.03468
0.70888	0.83424	0.87623	0.75359	0.80901	1.10703
0.64785	0.99766	0.87994	0.72481	0.73625	1.37644
0.34212	0.78247	0.70909	0.67896	0.48248	1.15244
0.40022	0.87809	0.83278	0.84898	0.48059	1.03429
0.43928	1.00106	0.87194	0.81921	0.5038	1.22199
0.42994	0.92671	0.8475	0.76315	0.5073	1.21431
0.34622	0.70584	0.7219	0.79838	0.47959	0.88409
0.37192	0.422	0.85006	0.80532	0.43752	0.52402
0.19537	1.23861	0.56251	0.70742	0.34732	1.75089
0.48263	1.09433	0.8259	0.77297	0.58437	1.41575
0.93682	1.07495	0.88834	0.68149	1.05457	1.57735
0.78285	0.92158	0.87772	0.76142	0.89191	1.21035
0.40835	0.99097	0.75759	0.67457	0.53901	1.46903
0.62006	1.18229	0.74663	0.63695	0.83048	1.85618
0.37175	0.56517	0.74193	0.703	0.50105	0.80395
0.84869	1.30698	0.91685	0.77447	0.92566	1.68759
0.51038	1.12608	0.72794	0.52893	0.70113	2.12897
0.43784	0.81047	0.84719	0.74246	0.51682	1.0916
0.37827	1.18539	0.7837	0.74447	0.48268	1.59225
0.54569	1.09451	0.88531	0.72916	0.61639	1.50105
0.48985	0.94547	0.83864	0.76533	0.5841	1.23537
0.60073	0.95897	0.8996	0.74625	0.66777	1.28505
0.22709	0.94515	0.51257	0.7688	0.44304	1.22937
0.52902	1.31807	0.84457	0.77133	0.62638	1.70882
0.4495	0.72333	0.85579	0.77362	0.52525	0.93499
0.88338	1.21845	0.78242	0.68847	1.12904	1.76979
0.57125	1.02721	0.88045	0.77872	0.64882	1.31909
0.55987	0.7868	0.91075	0.79708	0.61473	0.9871
0.835	0.59115	0.80975	0.66429	1.03118	0.88989
0.58922	1.09835	0.89353	0.70999	0.65943	1.54701
0.25689	1.10522	0.65585	0.72884	0.39169	1.51641
0.4183	0.96435	0.85661	0.68573	0.48833	1.40632
0.47116	0.75801	0.90654	0.86159	0.51974	0.87978
0.55356	1.27323	0.91419	0.76594	0.60552	1.6623
0.55529	1.16707	0.86339	0.80287	0.64314	1.45361
0.23981	0.97153	0.59539	0.74462	0.40278	1.30472
0.61635	1.30374	0.91934	0.77339	0.67043	1.68575
0.3323	0.51705	0.44886	0.33541	0.74031	1.54156
0.54394	0.89055	0.90039	0.84087	0.60412	1.05908
0.60047	0.72391	0.88426	0.81133	0.67907	0.89225
0.42975	0.67439	0.79886	0.82259	0.53796	0.81984
0.3465	0.89798	0.71958	0.78171	0.48153	1.14875
0.20996	0.78769	0.47776	0.83638	0.43946	0.94179
0.30135	1.08738	0.76331	0.70012	0.39479	1.55313
0.6688	1.00487	0.9171	0.83953	0.72925	1.19694
0.645	1.19736	0.73397	0.54415	0.87879	2.20043
0.48631	0.88187	0.89987	0.84371	0.54042	1.04523
0.335	0.95332	0.70572	0.74433	0.4747	1.28078
0.79852	0.89277	0.90101	0.84107	0.88625	1.06147
0.89977	1.41557	0.86944	0.64146	1.03488	2.20681
0.92985	1.23523	0.92849	0.78519	1.00147	1.57317
0.22172	1.00224	0.4412	0.68511	0.50255	1.46288
0.33733	1.04618	0.83526	0.79416	0.40386	1.31735
0.43434	0.92671	0.88186	0.79634	0.49252	1.16371
0.34763	0.80193	0.68352	0.58147	0.50859	1.37914
0.8956	1.06316	0.84258	0.70518	1.06293	1.50765
0.53437	1.22305	0.89464	0.76285	0.5973	1.60327
0.54321	1.01555	0.85743	0.79695	0.63353	1.2743
0.41037	0.79478	0.85237	0.83758	0.48144	0.94891
0.45905	1.06999	0.75657	0.76529	0.60676	1.39815
0.81398	1.32084	0.87914	0.73332	0.92588	1.80117
0.2439	1.09688	0.52971	0.72192	0.46043	1.51939
1.06341	1.27871	0.89637	0.73257	1.18636	1.74552
0.6853	1.02555	0.89686	0.84729	0.76412	1.21039
0.40231	1.07921	0.875	0.79851	0.45979	1.35153
0.31007	0.24712	0.7317	0.49612	0.42377	0.4981
0.68573	1.03087	0.86189	0.81889	0.79561	1.25886
0.43712	0.75314	0.56308	0.56235	0.77631	1.33926
0.28095	0.83593	0.76739	0.75032	0.36611	1.11411
0.37167	0.62235	0.62899	0.58001	0.5909	1.07299
0.47185	0.61614	0.91471	0.86366	0.51585	0.7134
0.15779	1.0707	0.40625	0.71284	0.38841	1.50201
0.36645	0.79742	0.82992	0.79434	0.44155	1.00388
0.52091	0.89197	0.78238	0.73045	0.6658	1.22113
0.33984	0.90324	0.6272	0.79951	0.54183	1.12974
0.43764	0.74675	0.79158	0.76809	0.55287	0.97221
0.42464	1.03021	0.7241	0.78148	0.58645	1.31827
0.50824	1.03763	0.7024	0.70302	0.72357	1.47596
0.4819	1.08521	0.86655	0.79888	0.55611	1.35841
0.71006	1.09661	0.92435	0.76885	0.76817	1.4263
0.8637	0.97283	0.76544	0.50662	1.12836	1.92025
0.49011	0.80634	0.89447	0.86918	0.54793	0.9277
0.57276	0.83277	0.92391	0.8103	0.61992	1.02773
0.37775	0.92889	0.76638	0.71045	0.4929	1.30745
0.63329	0.63265	0.89046	0.82161	0.71119	0.77001
0.35344	1.01753	0.81149	0.75033	0.43554	1.35611
0.52446	1.00763	0.82462	0.80352	0.63601	1.25402
0.49108	0.51727	0.88574	0.79906	0.55443	0.64735
0.26244	1.15173	0.57965	0.66346	0.45275	1.73594
0.07577	0.95351	0.14041	0.6647	0.53966	1.4345
0.63857	1.16768	0.92404	0.79333	0.69106	1.47187
0.8364	1.29739	0.81177	0.60228	1.03034	2.15411
0.32978	0.74781	0.70931	0.68291	0.46493	1.09503
0.72669	0.64093	0.95275	0.80986	0.76273	0.7914
0.48251	0.62338	0.87975	0.8084	0.54846	0.77112
0.39791	0.92988	0.90556	0.80608	0.4394	1.15358
0.69054	1.19678	0.86706	0.74253	0.79641	1.61175
0.13265	0.82702	0.32116	0.75011	0.41305	1.10254
0.27214	1.20107	0.45968	0.55689	0.59203	2.15676
0.60281	1.30786	0.91355	0.74685	0.65986	1.75116
0.63248	1.12413	0.91089	0.794	0.69435	1.41579
0.72498	1.045	0.92739	0.78378	0.78174	1.33328
0.24512	1.11453	0.66167	0.71566	0.37045	1.55735
0.54038	1.12927	0.87967	0.78616	0.61429	1.43645
0.29836	0.71005	0.77031	0.78692	0.38732	0.90231
0.25804	1.11103	0.70258	0.71335	0.36727	1.55747
0.67362	1.19332	0.85902	0.71653	0.78416	1.66542
0.3829	1.21669	0.73147	0.61956	0.52346	1.9638
0.6181	1.30827	0.78028	0.65997	0.79215	1.9823
0.87173	0.55078	0.93621	0.82763	0.93112	0.6655
0.18979	1.02872	0.37038	0.71295	0.51243	1.44292
0.47873	0.87491	0.89394	0.77733	0.53553	1.12554
0.58483	0.87662	0.81795	0.62408	0.71499	1.40467
0.62453	0.52661	0.90775	0.82897	0.688	0.63526
0.65885	1.10723	0.89958	0.75387	0.7324	1.46873
0.42327	0.61544	0.87919	0.8462	0.48143	0.7273
0.49752	1.21728	0.87688	0.74652	0.56738	1.63059
0.36749	0.98139	0.79113	0.79967	0.46452	1.22725
0.79391	1.26252	0.91832	0.69753	0.86452	1.80999
0.60225	1.36061	0.81025	0.67675	0.74329	2.01049
0.31972	1.00817	0.7219	0.75887	0.44289	1.32851
0.38912	0.86219	0.84807	0.74001	0.45883	1.16511
0.44985	1.13197	0.75437	0.77035	0.59632	1.46943
0.45047	1.26359	0.71854	0.61964	0.62692	2.03924
0.4805	0.95474	0.79428	0.74702	0.60495	1.27806
0.61689	1.25241	0.86753	0.83082	0.71109	1.50743
0.36332	0.14992	0.70837	0.25775	0.51289	0.58164
0.24306	1.13257	0.52652	0.63063	0.46163	1.79592
0.42976	1.47334	0.75812	0.66046	0.56687	2.23077
0.53741	0.9594	0.9329	0.80376	0.57607	1.19364
0.36294	1.23294	0.62257	0.65558	0.58297	1.8807
0.49666	0.61679	0.83596	0.77029	0.59412	0.80072
0.64449	1.34673	0.86754	0.64963	0.7429	2.07309
0.92443	0.6407	0.81676	0.65688	1.13183	0.97537
0.77528	1.09955	0.85034	0.7603	0.91173	1.44622
0.33923	0.73824	0.76937	0.7851	0.44092	0.94031
0.31323	0.77108	0.73913	0.82264	0.42378	0.93733
0.15476	0.5418	0.34016	0.70358	0.45495	0.77007
0.53605	0.75609	0.87556	0.81155	0.61223	0.93166
0.4212	0.59059	0.80972	0.83302	0.52018	0.70897
0.59367	0.92568	0.92159	0.85008	0.64418	1.08893
0.59983	1.45169	0.74409	0.68102	0.80612	2.13163
0.81429	1.14458	0.93718	0.78198	0.86888	1.46369
0.36634	1.06652	0.76786	0.75689	0.47709	1.40907
0.64946	1.10772	0.92489	0.82931	0.70221	1.33571
0.7448	0.71916	0.82135	0.71749	0.9068	1.00234
0.63345	1.14416	0.8772	0.75293	0.72213	1.5196
0.69423	0.71036	0.91954	0.84599	0.75498	0.83968
0.5025	1.2022	0.81408	0.70214	0.61726	1.71218
0.02517	0.48887	0.06923	0.67268	0.36352	0.72675
0.15737	0.83774	0.46479	0.77434	0.33858	1.08187
0.34515	1.12886	0.70882	0.71549	0.48694	1.57774
0.3567	0.93949	0.80938	0.76214	0.44071	1.23269
0.78418	1.21455	0.88166	0.76204	0.88944	1.59381
0.53497	1.18808	0.88323	0.82214	0.6057	1.4451
0.41417	0.82889	0.77627	0.71952	0.53353	1.15201
0.20318	1.04317	0.45718	0.76549	0.44443	1.36275
0.49077	0.90399	0.86363	0.81315	0.56826	1.11171
0.70894	1.34524	0.8141	0.6764	0.87082	1.98881
0.70768	0.80366	0.86819	0.803	0.81513	1.00083
0.64953	1.07433	0.86621	0.77844	0.74985	1.3801
0.1781	0.87718	0.49294	0.77267	0.36129	1.13526
0.61746	0.72104	0.92029	0.79678	0.67094	0.90493
0.51918	0.81076	0.82816	0.75802	0.6269	1.06958
0.31094	0.95687	0.76178	0.78841	0.40818	1.21367
0.51066	0.87889	0.93201	0.79341	0.54792	1.10774
0.23872	0.93329	0.6831	0.71956	0.34946	1.29702
0.56768	1.19672	0.91996	0.77804	0.61707	1.53812
0.49889	1.04221	0.79263	0.77811	0.62942	1.33941
0.63204	1.01256	0.85016	0.73507	0.74343	1.37751
0.65656	0.68357	0.90669	0.82692	0.72413	0.82665
0.52847	1.2279	0.78388	0.66875	0.67417	1.83611
0.36035	0.67281	0.84494	0.76102	0.42648	0.8841
0.3223	0.81679	0.6569	0.7525	0.49064	1.08544
0.4114	1.13095	0.6508	0.63443	0.63215	1.78264
0.85705	1.22823	0.88198	0.81008	0.97173	1.51619
0.69265	1.26252	0.90159	0.72193	0.76825	1.74882
0.44062	0.88509	0.79748	0.8183	0.55251	1.08162
0.53862	0.6017	0.89646	0.81693	0.60083	0.73654
0.64381	0.8758	0.89799	0.76692	0.71694	1.14198
0.70095	0.50024	0.87899	0.65962	0.79745	0.75837
0.64281	0.93537	0.84547	0.75468	0.76029	1.23943
0.43571	0.89095	0.85644	0.76902	0.50875	1.15856
0.59458	1.09775	0.77008	0.72566	0.77209	1.51277
0.54726	0.839	0.87254	0.75262	0.6272	1.11477
0.95319	1.50109	0.7925	0.63564	1.20276	2.36153
0.83861	0.64628	0.94784	0.86358	0.88477	0.74837
0.95578	1.36163	0.86003	0.69166	1.11132	1.96866
0.47324	0.78909	0.87319	0.83168	0.54196	0.94879
0.71237	1.35639	0.84474	0.69618	0.8433	1.94833
0.89608	1.22802	0.90942	0.716	0.98534	1.71511
0.59862	1.22268	0.82371	0.73598	0.72673	1.66129
0.62981	0.6883	0.88849	0.7676	0.70885	0.89669
0.59983	1.14755	0.89255	0.76599	0.67205	1.49812
0.33918	0.97106	0.69247	0.8375	0.4898	1.15948
0.53007	0.81393	0.88667	0.75353	0.59782	1.08016
0.27441	1.05328	0.66965	0.54587	0.40978	1.92953
0.67949	1.0622	0.82827	0.70763	0.82037	1.50106
0.89514	0.58044	0.87643	0.76972	1.02135	0.7541
0.8963	0.92804	0.83695	0.72157	1.07091	1.28613
0.53255	1.29891	0.7823	0.6992	0.68075	1.8577
0.60703	1.04519	0.79633	0.73576	0.76228	1.42055
0.55296	1.09235	0.81452	0.69675	0.67888	1.56778
0.56251	1.31365	0.73097	0.58461	0.76954	2.24703
0.61657	1.1345	0.87414	0.70398	0.70534	1.61154
0.82976	1.12908	0.93314	0.80857	0.88921	1.39639
0.27321	0.96674	0.52267	0.71916	0.52272	1.34427
0.74222	0.6861	0.94878	0.72613	0.78229	0.94488
0.20435	1.2324	0.52997	0.66867	0.3856	1.84306
0.39495	0.93313	0.67024	0.56115	0.58927	1.6629
0.79286	1.09886	0.95262	0.799	0.8323	1.37529
0.45545	1.05886	0.79115	0.69863	0.57568	1.51562
0.82734	0.77709	0.89794	0.77869	0.92138	0.99794
0.61745	1.28149	0.8969	0.73105	0.68843	1.75295
0.1402	1.06295	0.4452	0.7218	0.31492	1.47265
0.21226	1.30222	0.5306	0.70545	0.40003	1.84595
0.38229	0.79883	0.6511	0.55226	0.58714	1.44647
0.707	1.17221	0.81439	0.65565	0.86814	1.78787
0.91838	1.12666	0.84126	0.76948	1.09168	1.46418
0.32559	0.75853	0.74961	0.77509	0.43435	0.97862
0.93451	1.38337	0.93365	0.7835	1.00092	1.76564
0.71603	0.92429	0.85035	0.73663	0.84204	1.25475
0.30535	1.02814	0.76271	0.77921	0.40035	1.31945
0.23375	1.03036	0.56508	0.67664	0.41366	1.52275
0.72883	0.87244	0.90275	0.82605	0.80734	1.05615
0.68209	1.18638	0.91681	0.72249	0.74398	1.64207
0.72547	0.82168	0.90967	0.82648	0.79751	0.9942
0.56428	0.98605	0.95934	0.79563	0.58819	1.23932
0.16708	0.58865	0.48014	0.78064	0.34799	0.75407
0.58073	0.69361	0.82665	0.69512	0.70251	0.99782
