a_cortex	a_med	c_cortex	c_med	n_cortex	n_med
0.60878	1.37848	0.88815	0.75261	0.68545	1.83161
0.39945	1.1289	0.77154	0.75018	0.51773	1.50483
0.52217	0.74452	0.89623	0.8401	0.58263	0.88622
0.5466	0.69681	0.90661	0.7645	0.60291	0.91146
0.64755	1.36447	0.91344	0.69058	0.70891	1.97584
0.31375	0.85016	0.76938	0.76858	0.4078	1.10614
0.61698	0.68118	0.8647	0.8018	0.71352	0.84956
0.39593	0.88381	0.82334	0.74836	0.48089	1.18099
0.63566	1.32614	0.78974	0.64306	0.80489	2.06223
0.37192	1.01046	0.73176	0.70445	0.50826	1.43439
0.51893	0.91202	0.86339	0.73122	0.60104	1.24727
0.42886	1.01535	0.69353	0.75541	0.61838	1.34411
1.11544	0.99309	0.88847	0.74653	1.25546	1.33028
0.72701	0.93929	0.91911	0.74334	0.79099	1.26362
0.66176	1.02617	0.86279	0.75356	0.767	1.36176
0.49258	1.17208	0.8446	0.79223	0.58321	1.47947
0.1951	0.94828	0.50417	0.76851	0.38696	1.23392
0.68021	1.33186	0.86297	0.73797	0.78822	1.80476
0.68951	1.54812	0.73599	0.49657	0.93684	3.1176
0.77063	1.15943	0.95275	0.77611	0.80885	1.4939
0.52515	0.78341	0.90676	0.81971	0.57915	0.95572
0.5372	0.81102	0.92042	0.80742	0.58365	1.00445
0.38034	0.62375	0.83957	0.81942	0.45302	0.76122
0.3871	0.96304	0.82338	0.81755	0.47014	1.17795
0.73183	0.99692	0.90052	0.83445	0.81268	1.1947
0.6169	0.68332	0.8574	0.71326	0.7195	0.95803
0.82507	0.67997	0.93125	0.84141	0.88599	0.80814
0.83258	0.61436	0.89338	0.69307	0.93195	0.88643
0.13888	1.04543	0.40211	0.6844	0.34538	1.5275
0.38767	1.02047	0.83722	0.78937	0.46304	1.29276
0.68552	1.20683	0.89188	0.70783	0.76862	1.70498
0.51276	0.86015	0.9116	0.77154	0.56249	1.11485
0.56585	1.08442	0.87782	0.73021	0.64461	1.48507
0.71119	1.17352	0.83711	0.74403	0.84958	1.57726
0.38661	0.81223	0.80131	0.77311	0.48247	1.0506
0.44963	1.03191	0.89221	0.80207	0.50394	1.28655
0.45941	1.03831	0.80103	0.61868	0.57353	1.67826
0.26443	1.15947	0.60524	0.73556	0.4369	1.57631
0.5072	0.94848	0.9074	0.79778	0.55896	1.18891
0.30772	0.75822	0.73774	0.8273	0.41711	0.9165
0.7844	1.01834	0.88125	0.73834	0.8901	1.37924
0.46416	0.84972	0.85945	0.77333	0.54006	1.09878
0.62479	1.07733	0.90455	0.72328	0.69072	1.4895
0.66537	1.01549	0.935	0.87286	0.71163	1.16341
0.29473	0.71306	0.56757	0.66158	0.51928	1.07781
0.3112	0.58041	0.57029	0.77251	0.54568	0.75132
0.45004	0.76705	0.88306	0.8528	0.50964	0.89944
0.18898	0.7682	0.25916	0.66084	0.7292	1.16245
0.3487	0.81401	0.73125	0.82059	0.47686	0.99197
0.51676	1.41625	0.84825	0.72432	0.60921	1.95527
0.37125	0.83732	0.77262	0.67268	0.4805	1.24475
0.48073	1.17465	0.90402	0.76505	0.53177	1.5354
0.81756	1.28076	0.84476	0.76328	0.96781	1.67796
0.68963	1.09758	0.90264	0.80031	0.76402	1.37144
0.50237	1.103	0.83832	0.72245	0.59926	1.52675
0.53071	0.77502	0.90807	0.8269	0.58443	0.93727
0.28713	0.78033	0.47796	0.76937	0.60073	1.01425
0.3915	0.76401	0.82576	0.75035	0.47411	1.01821
0.35545	1.05348	0.79968	0.78996	0.44448	1.33359
0.56092	0.93719	0.8425	0.76998	0.66577	1.21717
1.08158	1.19071	0.91378	0.71635	1.18364	1.66218
0.53139	0.91766	0.89131	0.76128	0.59619	1.20541
0.63329	0.92491	0.93999	0.79161	0.67372	1.16839
0.55353	0.90645	0.83617	0.73573	0.66198	1.23204
0.7368	0.8293	0.91105	0.83185	0.80873	0.99693
0.46536	1.09617	0.87595	0.75614	0.53126	1.44968
0.90347	0.99857	0.9038	0.79032	0.99963	1.2635
0.60444	0.96528	0.87877	0.82982	0.68783	1.16324
0.56569	0.8944	0.84976	0.69647	0.66571	1.28419
0.51133	1.06115	0.91413	0.79085	0.55937	1.34179
0.4474	0.47734	0.9039	0.79067	0.49496	0.60372
0.57186	1.19209	0.79221	0.64911	0.72186	1.83649
0.76011	1.20276	0.96333	0.80635	0.78904	1.49161
0.47894	1.15885	0.81781	0.70788	0.58563	1.63707
0.60562	0.88024	0.94262	0.78295	0.64248	1.12425
0.90317	1.03375	0.84583	0.58663	1.06779	1.76219
0.37251	1.1493	0.75226	0.71407	0.49518	1.60949
0.63912	1.21663	0.81719	0.61673	0.7821	1.97269
0.36932	1.02892	0.82531	0.75838	0.4475	1.35673
0.19718	0.56001	0.63589	0.73647	0.31008	0.7604
0.32573	1.15185	0.73817	0.66915	0.44127	1.72136
0.5321	0.75255	0.89888	0.82121	0.59196	0.9164
0.42909	1.06053	0.85265	0.78214	0.50325	1.35593
0.38435	0.91643	0.87751	0.79028	0.43801	1.15962
0.19316	0.65184	0.64791	0.79211	0.29813	0.82291
0.51094	0.9808	0.84462	0.74919	0.60494	1.30915
0.30303	0.96581	0.77519	0.67611	0.39091	1.42847
0.57507	0.84146	0.9062	0.81992	0.63459	1.02627
0.39858	0.96498	0.82168	0.80683	0.48508	1.19602
0.46127	0.90373	0.82461	0.7634	0.55938	1.18382
0.71852	1.22793	0.96327	0.81571	0.74592	1.50534
0.53622	0.86374	0.88448	0.78935	0.60626	1.09424
0.64996	1.09565	0.79808	0.68425	0.8144	1.60123
0.60617	1.02348	0.93534	0.82524	0.64807	1.24022
0.34683	0.8223	0.79134	0.79908	0.43828	1.02906
0.57896	1.12739	0.84337	0.73506	0.68648	1.53373
0.38357	0.81773	0.80242	0.79103	0.47801	1.03376
0.44405	0.77201	0.87143	0.84799	0.50956	0.9104
0.74599	1.43302	0.81115	0.6932	0.91966	2.06724
0.56433	1.07437	0.82381	0.74383	0.68503	1.44438
0.58184	1.06708	0.91746	0.79587	0.63419	1.34077
0.67898	0.70663	0.87872	0.74337	0.7727	0.95058
0.74026	0.98627	0.88982	0.81151	0.83192	1.21535
0.4253	1.20942	0.73393	0.72317	0.57948	1.67238
0.28056	0.92456	0.58355	0.76876	0.48078	1.20266
0.5718	1.11404	0.84008	0.80544	0.68065	1.38315
0.54976	0.80899	0.89456	0.82143	0.61456	0.98486
0.39661	0.74967	0.84268	0.8432	0.47065	0.88909
0.91958	0.694	0.88603	0.6373	1.03787	1.08896
0.84337	1.1003	0.91044	0.72362	0.92633	1.52054
0.70925	1.30333	0.73917	0.65875	0.95953	1.97849
0.45713	0.84426	0.84967	0.75991	0.53801	1.111
0.46286	1.22728	0.87144	0.73224	0.53114	1.67607
0.73724	0.86625	0.92663	0.8188	0.79561	1.05795
0.60313	0.89395	0.92082	0.81698	0.65499	1.09422
0.50206	0.80276	0.85553	0.8008	0.58683	1.00245
0.46026	0.86209	0.88202	0.75743	0.52182	1.13818
0.22391	0.90319	0.59524	0.72628	0.37617	1.24358
0.52096	0.65791	0.84516	0.78446	0.61641	0.83869
0.15647	0.91485	0.31776	0.73184	0.49242	1.25006
0.71371	0.84437	0.92076	0.84189	0.77513	1.00295
0.22259	0.97667	0.5486	0.73779	0.40575	1.32378
0.71791	1.09247	0.81408	0.70208	0.88187	1.55605
0.39707	1.16233	0.8933	0.77592	0.4445	1.498
0.63909	0.47321	0.85817	0.7219	0.74471	0.65551
0.44655	0.54131	0.83884	0.71906	0.53234	0.75279
0.46211	0.73089	0.83596	0.67069	0.55279	1.08975
0.50118	0.91796	0.89427	0.83529	0.56043	1.09897
0.63417	0.83772	0.79635	0.73263	0.79635	1.14345
0.70635	1.05675	0.93933	0.81704	0.75197	1.29338
0.53478	1.18668	0.74598	0.63175	0.71688	1.87841
0.34149	0.92646	0.80153	0.75865	0.42605	1.2212
0.44271	1.05912	0.74225	0.61529	0.59644	1.72133
0.80552	0.85855	0.87576	0.80486	0.91979	1.06671
0.24744	1.05887	0.72589	0.72719	0.34088	1.45612
0.17609	0.81637	0.50096	0.75577	0.35151	1.08018
0.43248	1.44238	0.84418	0.66799	0.5123	2.15928
0.49838	1.16711	0.84542	0.72704	0.58951	1.60528
0.57446	0.48455	0.91212	0.8529	0.62981	0.56813
0.58187	0.7405	0.81966	0.82779	0.70988	0.89455
0.52728	1.21732	0.87315	0.72579	0.60388	1.67723
0.6991	0.86377	0.84121	0.74191	0.83106	1.16426
0.1612	0.53466	0.29309	0.70769	0.55	0.7555
