a	b	cos	spearman_rho	class	dataset_a	dataset_b	shared_control	cat_subclass	ceiling_median	ceiling_lo95	ceiling_hi95	cos_corrected	cos_corrected_lo95	cos_corrected_hi95	cos_exceeds_ceiling
mouse_3W	IRI_12mo	0.7178	0.7057	same_species_diff_dataset	podtreck	iri	False		0.9197	0.8533	0.953	0.7805	0.7532	0.8413	False
IRI_2h	IRI_4h	0.5438	0.4607	within_dataset	iri	iri	True		0.837	0.7056	0.8983	0.6497	0.6053	0.7707	False
IRI_2h	IRI_24h	0.1531	0.1998	within_dataset	iri	iri	True		0.8832	0.7688	0.9366	0.1733	0.1634	0.1991	False
IRI_2h	IRI_48h	0.1811	0.1971	within_dataset	iri	iri	True		0.8809	0.7631	0.9355	0.2056	0.1936	0.2373	False
IRI_2h	IRI_72h	0.1971	0.1992	within_dataset	iri	iri	True		0.85	0.7342	0.922	0.2319	0.2138	0.2685	False
IRI_2h	IRI_7d	0.3206	0.3642	within_dataset	iri	iri	True		0.8848	0.7701	0.9376	0.3623	0.3419	0.4163	False
IRI_2h	IRI_14d	0.6014	0.6721	within_dataset	iri	iri	True		0.8699	0.757	0.9277	0.6913	0.6483	0.7944	False
IRI_2h	IRI_28d	0.2571	0.2532	within_dataset	iri	iri	True		0.8681	0.7436	0.9289	0.2962	0.2768	0.3458	False
IRI_2h	IRI_12mo	0.2556	0.3605	within_dataset	iri	iri	False		0.8518	0.7401	0.9122	0.3001	0.2802	0.3453	False
IRI_4h	IRI_24h	0.4216	0.4663	within_dataset	iri	iri	True		0.9217	0.7969	0.9493	0.4574	0.4441	0.529	False
IRI_4h	IRI_48h	0.4132	0.4344	within_dataset	iri	iri	True		0.9194	0.7905	0.9466	0.4495	0.4365	0.5227	False
IRI_4h	IRI_72h	0.4467	0.4676	within_dataset	iri	iri	True		0.8862	0.7642	0.9319	0.504	0.4793	0.5845	False
IRI_4h	IRI_7d	0.4737	0.5081	within_dataset	iri	iri	True		0.9231	0.7961	0.9519	0.5132	0.4976	0.5951	False
IRI_4h	IRI_14d	0.4002	0.4265	within_dataset	iri	iri	True		0.9071	0.7828	0.9372	0.4412	0.427	0.5113	False
IRI_4h	IRI_28d	0.3957	0.3761	within_dataset	iri	iri	True		0.9054	0.7841	0.9377	0.437	0.422	0.5047	False
IRI_4h	IRI_12mo	0.3444	0.4043	within_dataset	iri	iri	False		0.8864	0.7657	0.9224	0.3885	0.3734	0.4498	False
IRI_24h	IRI_48h	0.8899	0.8425	within_dataset	iri	iri	True		0.9672	0.9393	0.9839	0.9201	0.9045	0.9475	False
IRI_24h	IRI_72h	0.8544	0.8163	within_dataset	iri	iri	True		0.9339	0.8904	0.9704	0.9149	0.8805	0.9596	False
IRI_24h	IRI_7d	0.8251	0.8137	within_dataset	iri	iri	True		0.9733	0.9463	0.9836	0.8477	0.8389	0.8719	False
IRI_24h	IRI_14d	0.6438	0.6375	within_dataset	iri	iri	True		0.9565	0.9226	0.9754	0.6731	0.6601	0.6979	False
IRI_24h	IRI_28d	0.7173	0.7479	within_dataset	iri	iri	True		0.9547	0.8675	0.9753	0.7513	0.7355	0.8269	False
IRI_24h	IRI_12mo	0.6075	0.611	within_dataset	iri	iri	False		0.9353	0.9041	0.9579	0.6495	0.6342	0.6719	False
IRI_48h	IRI_72h	0.9503	0.9275	within_dataset	iri	iri	True		0.9283	0.883	0.9709	1.0237	0.9787	1.0762	True
IRI_48h	IRI_7d	0.8656	0.8314	within_dataset	iri	iri	True		0.9685	0.9411	0.9834	0.8938	0.8802	0.9197	False
IRI_48h	IRI_14d	0.6882	0.6178	within_dataset	iri	iri	True		0.9514	0.9183	0.9741	0.7233	0.7064	0.7494	False
IRI_48h	IRI_28d	0.755	0.7002	within_dataset	iri	iri	True		0.9507	0.8664	0.9756	0.7941	0.7739	0.8714	False
IRI_48h	IRI_12mo	0.7242	0.7211	within_dataset	iri	iri	False		0.9313	0.8947	0.9588	0.7777	0.7553	0.8094	False
IRI_72h	IRI_7d	0.8943	0.8681	within_dataset	iri	iri	True		0.9351	0.8932	0.9714	0.9564	0.9207	1.0013	False
IRI_72h	IRI_14d	0.7174	0.6605	within_dataset	iri	iri	True		0.9173	0.876	0.9624	0.782	0.7454	0.8189	False
IRI_72h	IRI_28d	0.8046	0.7786	within_dataset	iri	iri	True		0.9162	0.8451	0.9639	0.8782	0.8348	0.9521	False
IRI_72h	IRI_12mo	0.7253	0.6939	within_dataset	iri	iri	False		0.8989	0.8538	0.9448	0.807	0.7677	0.8496	False
IRI_7d	IRI_14d	0.8525	0.8044	within_dataset	iri	iri	True		0.9582	0.925	0.975	0.8898	0.8744	0.9217	False
IRI_7d	IRI_28d	0.9049	0.845	within_dataset	iri	iri	True		0.9563	0.8676	0.9756	0.9463	0.9276	1.0431	False
IRI_7d	IRI_12mo	0.8084	0.774	within_dataset	iri	iri	False		0.9361	0.909	0.9589	0.8637	0.8431	0.8894	False
IRI_14d	IRI_28d	0.8471	0.767	within_dataset	iri	iri	True		0.939	0.8583	0.9662	0.9021	0.8767	0.9869	False
IRI_14d	IRI_12mo	0.7578	0.651	within_dataset	iri	iri	False		0.9203	0.8844	0.9497	0.8234	0.7979	0.8569	False
IRI_28d	IRI_12mo	0.7901	0.5892	within_dataset	iri	iri	False		0.919	0.8466	0.9505	0.8598	0.8313	0.9333	False
