a	b	cos	spearman_rho	class	dataset_a	dataset_b	shared_control	cat_subclass	ceiling_median	ceiling_lo95	ceiling_hi95	cos_corrected	cos_corrected_lo95	cos_corrected_hi95	cos_exceeds_ceiling	ceiling_raw	ceiling_SB	ceiling_sat	shared_cohort
cat_med_CKD12	IRI_4h	0.2598	0.3556	cross_species	cat	iri	False		0.8947	0.7548	0.9317	0.2904	0.2788	0.3442	False	0.8132	0.8967		False
cat_med_CKD12	IRI_24h	0.4576	0.5853	cross_species	cat	iri	False		0.9439	0.826	0.9694	0.4848	0.472	0.554	False	0.8979	0.9458		False
cat_med_CKD12	IRI_48h	0.4251	0.5882	cross_species	cat	iri	False		0.9397	0.8203	0.9685	0.4523	0.4389	0.5182	False	0.8888	0.9409		False
cat_med_CKD12	IRI_72h	0.4459	0.6	cross_species	cat	iri	False		0.9053	0.7853	0.9566	0.4925	0.4661	0.5678	False	0.832	0.9082		False
cat_med_CKD12	IRI_7d	0.3996	0.6487	cross_species	cat	iri	False		0.9458	0.8262	0.9697	0.4225	0.4121	0.4837	False	0.9005	0.9472		False
cat_med_CKD12	IRI_14d	0.3721	0.5678	cross_species	cat	iri	False		0.9278	0.8094	0.955	0.401	0.3896	0.4597	False	0.8712	0.9311		False
cat_med_CKD12	IRI_28d	0.3712	0.6308	cross_species	cat	iri	False		0.9256	0.8049	0.9587	0.4011	0.3872	0.4612	False	0.8711	0.931		False
cat_med_CKD12	IRI_12mo	0.2948	0.5515	cross_species	cat	iri	False		0.9062	0.8007	0.9453	0.3253	0.3119	0.3682	False	0.8322	0.9083		False
cat_med_CKD34	mouse_5D	0.3255	0.4509	cross_species	cat	podtreck	False		0.8464	0.2586	0.9256	0.3832	0.3516	0.7327	False	0.7445	0.8498		False
cat_med_CKD34	mouse_2W	0.4725	0.5778	cross_species	cat	podtreck	False		0.8679	0.2643	0.9487	0.5425	0.4979	1.0287	False	0.779	0.8698		False
cat_med_CKD34	mouse_3W	0.4939	0.608	cross_species	cat	podtreck	False		0.8337	0.2539	0.9276	0.5903	0.5324	1.1353	False	0.7477	0.8516		False
cat_med_CKD34	IRI_2h	0.2137	0.2557	cross_species	cat	iri	False		0.7669	0.236	0.8702	0.278	0.2455	0.5221	False	0.6458	0.7845		False
cat_med_CKD34	IRI_4h	0.2648	0.3317	cross_species	cat	iri	False		0.8018	0.248	0.8937	0.3295	0.2962	0.6253	False	0.6917	0.8164		False
cat_med_CKD34	IRI_24h	0.506	0.5393	cross_species	cat	iri	False		0.8575	0.2621	0.9367	0.588	0.5399	1.1154	False	0.7638	0.8611		False
cat_med_CKD34	IRI_48h	0.5163	0.5951	cross_species	cat	iri	False		0.8555	0.2597	0.9309	0.6017	0.5545	1.1507	False	0.7561	0.8566		False
cat_med_CKD34	IRI_72h	0.5275	0.5839	cross_species	cat	iri	False		0.827	0.2571	0.9143	0.6371	0.5769	1.218	False	0.7078	0.8269		False
cat_med_CKD34	IRI_7d	0.4946	0.6415	cross_species	cat	iri	False		0.8612	0.2606	0.9392	0.5733	0.5266	1.0926	False	0.766	0.8624		False
cat_med_CKD34	IRI_14d	0.4321	0.5333	cross_species	cat	iri	False		0.8432	0.2589	0.9255	0.5103	0.4666	0.9783	False	0.741	0.8477		False
cat_med_CKD34	IRI_28d	0.3836	0.4953	cross_species	cat	iri	False		0.838	0.2526	0.9231	0.4563	0.4154	0.8528	False	0.741	0.8476		False
cat_med_CKD34	IRI_12mo	0.421	0.6454	cross_species	cat	iri	False		0.8274	0.2552	0.9071	0.5081	0.4641	0.973	False	0.7079	0.827		False
mouse_5D	mouse_2W	0.7683	0.7358	within_dataset	podtreck	podtreck	True		0.9694	0.9435	0.9855	0.7926	0.7797	0.8143	False	0.942	0.9699		True
mouse_5D	mouse_3W	0.7757	0.736	within_dataset	podtreck	podtreck	True		0.9421	0.8764	0.9734	0.8233	0.7969	0.8851	False	0.9041	0.9496		True
mouse_5D	IRI_2h	-0.0332	-0.0052	same_species_diff_dataset	podtreck	iri	False		0.8738	0.7416	0.9291	-0.038	-0.0447	-0.0357	False	0.7809	0.8748		False
mouse_5D	IRI_4h	0.3414	0.3908	same_species_diff_dataset	podtreck	iri	False		0.9075	0.7857	0.9424	0.3762	0.3622	0.4345	False	0.8364	0.9103		False
mouse_5D	IRI_24h	0.7145	0.693	same_species_diff_dataset	podtreck	iri	False		0.9576	0.9277	0.9785	0.7462	0.7303	0.7703	False	0.9235	0.9602		False
mouse_5D	IRI_48h	0.7021	0.6678	same_species_diff_dataset	podtreck	iri	False		0.9536	0.9182	0.9763	0.7363	0.7192	0.7647	False	0.9142	0.9552		False
mouse_5D	IRI_72h	0.7273	0.7163	same_species_diff_dataset	podtreck	iri	False		0.9209	0.8771	0.9644	0.7898	0.7542	0.8293	False	0.8559	0.922		False
mouse_5D	IRI_7d	0.6827	0.6414	same_species_diff_dataset	podtreck	iri	False		0.9604	0.9287	0.9789	0.7108	0.6974	0.7351	False	0.9262	0.9616		False
mouse_5D	IRI_14d	0.4543	0.3891	same_species_diff_dataset	podtreck	iri	False		0.9423	0.9052	0.9664	0.4821	0.4702	0.5019	False	0.8961	0.9452		False
mouse_5D	IRI_28d	0.595	0.5792	same_species_diff_dataset	podtreck	iri	False		0.9403	0.8574	0.9701	0.6327	0.6133	0.694	False	0.896	0.9451		False
mouse_5D	IRI_12mo	0.5505	0.4812	same_species_diff_dataset	podtreck	iri	False		0.921	0.8837	0.9538	0.5977	0.5771	0.623	False	0.8561	0.9221		False
mouse_2W	mouse_3W	0.9581	0.9396	within_dataset	podtreck	podtreck	True		0.9726	0.91	0.9845	0.985	0.9731	1.0528	False	0.946	0.972		True
mouse_2W	IRI_2h	0.1023	0.1786	same_species_diff_dataset	podtreck	iri	False		0.8941	0.778	0.9432	0.1144	0.1085	0.1315	False	0.8171	0.8954		False
mouse_2W	IRI_4h	0.3785	0.4374	same_species_diff_dataset	podtreck	iri	False		0.9315	0.8049	0.9598	0.4063	0.3943	0.4702	False	0.8752	0.9318		False
mouse_2W	IRI_24h	0.8677	0.8382	same_species_diff_dataset	podtreck	iri	False		0.9816	0.9599	0.9895	0.8839	0.8769	0.904	False	0.9664	0.9829		False
mouse_2W	IRI_48h	0.8379	0.7938	same_species_diff_dataset	podtreck	iri	False		0.9777	0.9529	0.9899	0.8571	0.8465	0.8793	False	0.9566	0.9777		False
mouse_2W	IRI_72h	0.8577	0.8598	same_species_diff_dataset	podtreck	iri	False		0.9439	0.899	0.9781	0.9087	0.8769	0.9541	False	0.8955	0.9438		False
mouse_2W	IRI_7d	0.8841	0.8741	same_species_diff_dataset	podtreck	iri	False		0.9838	0.9591	0.99	0.8987	0.8931	0.9218	False	0.9692	0.9843		False
mouse_2W	IRI_14d	0.7066	0.701	same_species_diff_dataset	podtreck	iri	False		0.9669	0.9337	0.9818	0.7307	0.7197	0.7567	False	0.9376	0.9675		False
mouse_2W	IRI_28d	0.8365	0.874	same_species_diff_dataset	podtreck	iri	False		0.9656	0.8741	0.9822	0.8663	0.8517	0.9571	False	0.9375	0.9675		False
mouse_2W	IRI_12mo	0.7041	0.6634	same_species_diff_dataset	podtreck	iri	False		0.9446	0.9193	0.9648	0.7454	0.7298	0.7659	False	0.8957	0.9439		False
mouse_3W	IRI_2h	0.0839	0.15	same_species_diff_dataset	podtreck	iri	False		0.8602	0.7414	0.9305	0.0975	0.0901	0.1131	False	0.7842	0.8767		False
mouse_3W	IRI_4h	0.3577	0.419	same_species_diff_dataset	podtreck	iri	False		0.9047	0.7647	0.9429	0.3954	0.3794	0.4678	False	0.84	0.9123		False
mouse_3W	IRI_24h	0.8416	0.7988	same_species_diff_dataset	podtreck	iri	False		0.9619	0.8977	0.9789	0.8749	0.8597	0.9375	False	0.9274	0.9623		False
mouse_3W	IRI_48h	0.8669	0.8411	same_species_diff_dataset	podtreck	iri	False		0.9531	0.8903	0.9785	0.9095	0.8859	0.9737	False	0.9181	0.9573		False
mouse_3W	IRI_72h	0.8739	0.8732	same_species_diff_dataset	podtreck	iri	False		0.916	0.8557	0.9664	0.954	0.9042	1.0212	False	0.8595	0.924		False
mouse_3W	IRI_7d	0.861	0.8516	same_species_diff_dataset	podtreck	iri	False		0.9646	0.899	0.9785	0.8925	0.8798	0.9576	False	0.9301	0.9637		False
mouse_3W	IRI_14d	0.6647	0.6434	same_species_diff_dataset	podtreck	iri	False		0.9434	0.8797	0.9691	0.7045	0.6859	0.7556	False	0.8999	0.9473		False
mouse_3W	IRI_28d	0.7863	0.7992	same_species_diff_dataset	podtreck	iri	False		0.9358	0.8573	0.9689	0.8402	0.8115	0.9171	False	0.8998	0.9472		False
mouse_3W	IRI_12mo	0.7178	0.7057	same_species_diff_dataset	podtreck	iri	False		0.9197	0.8533	0.953	0.7805	0.7532	0.8413	False	0.8597	0.9242		False
IRI_2h	IRI_4h	0.5438	0.4607	within_dataset	iri	iri	True		0.837	0.7056	0.8983	0.6497	0.6053	0.7707	False	0.7255	0.8404		True
IRI_2h	IRI_24h	0.1531	0.1998	within_dataset	iri	iri	True		0.8832	0.7688	0.9366	0.1733	0.1634	0.1991	False	0.801	0.8865		True
IRI_2h	IRI_48h	0.1811	0.1971	within_dataset	iri	iri	True		0.8809	0.7631	0.9355	0.2056	0.1936	0.2373	False	0.793	0.8818		True
IRI_2h	IRI_72h	0.1971	0.1992	within_dataset	iri	iri	True		0.85	0.7342	0.922	0.2319	0.2138	0.2685	False	0.7423	0.8512		True
IRI_2h	IRI_7d	0.3206	0.3642	within_dataset	iri	iri	True		0.8848	0.7701	0.9376	0.3623	0.3419	0.4163	False	0.8034	0.8878		True
IRI_2h	IRI_14d	0.6014	0.6721	within_dataset	iri	iri	True		0.8699	0.757	0.9277	0.6913	0.6483	0.7944	False	0.7772	0.8726		True
IRI_2h	IRI_28d	0.2571	0.2532	within_dataset	iri	iri	True		0.8681	0.7436	0.9289	0.2962	0.2768	0.3458	False	0.7771	0.8726		True
IRI_2h	IRI_12mo	0.2556	0.3605	within_dataset	iri	iri	False		0.8518	0.7401	0.9122	0.3001	0.2802	0.3453	False	0.7425	0.8513		False
IRI_4h	IRI_24h	0.4216	0.4663	within_dataset	iri	iri	True		0.9217	0.7969	0.9493	0.4574	0.4441	0.529	False	0.858	0.9224		True
IRI_4h	IRI_48h	0.4132	0.4344	within_dataset	iri	iri	True		0.9194	0.7905	0.9466	0.4495	0.4365	0.5227	False	0.8494	0.9176		True
IRI_4h	IRI_72h	0.4467	0.4676	within_dataset	iri	iri	True		0.8862	0.7642	0.9319	0.504	0.4793	0.5845	False	0.7951	0.8858		True
IRI_4h	IRI_7d	0.4737	0.5081	within_dataset	iri	iri	True		0.9231	0.7961	0.9519	0.5132	0.4976	0.5951	False	0.8605	0.9238		True
IRI_4h	IRI_14d	0.4002	0.4265	within_dataset	iri	iri	True		0.9071	0.7828	0.9372	0.4412	0.427	0.5113	False	0.8325	0.9081		True
IRI_4h	IRI_28d	0.3957	0.3761	within_dataset	iri	iri	True		0.9054	0.7841	0.9377	0.437	0.422	0.5047	False	0.8324	0.908		True
IRI_4h	IRI_12mo	0.3444	0.4043	within_dataset	iri	iri	False		0.8864	0.7657	0.9224	0.3885	0.3734	0.4498	False	0.7953	0.8859		False
IRI_24h	IRI_48h	0.8899	0.8425	within_dataset	iri	iri	True		0.9672	0.9393	0.9839	0.9201	0.9045	0.9475	False	0.9379	0.9679		True
IRI_24h	IRI_72h	0.8544	0.8163	within_dataset	iri	iri	True		0.9339	0.8904	0.9704	0.9149	0.8805	0.9596	False	0.878	0.9343		True
IRI_24h	IRI_7d	0.8251	0.8137	within_dataset	iri	iri	True		0.9733	0.9463	0.9836	0.8477	0.8389	0.8719	False	0.9501	0.9744		True
IRI_24h	IRI_14d	0.6438	0.6375	within_dataset	iri	iri	True		0.9565	0.9226	0.9754	0.6731	0.6601	0.6979	False	0.9192	0.9578		True
IRI_24h	IRI_28d	0.7173	0.7479	within_dataset	iri	iri	True		0.9547	0.8675	0.9753	0.7513	0.7355	0.8269	False	0.9191	0.9578		True
IRI_24h	IRI_12mo	0.6075	0.611	within_dataset	iri	iri	False		0.9353	0.9041	0.9579	0.6495	0.6342	0.6719	False	0.8782	0.9344		False
IRI_48h	IRI_72h	0.9503	0.9275	within_dataset	iri	iri	True		0.9283	0.883	0.9709	1.0237	0.9787	1.0762	True	0.8691	0.9295		True
IRI_48h	IRI_7d	0.8656	0.8314	within_dataset	iri	iri	True		0.9685	0.9411	0.9834	0.8938	0.8802	0.9197	False	0.9406	0.9694		True
IRI_48h	IRI_14d	0.6882	0.6178	within_dataset	iri	iri	True		0.9514	0.9183	0.9741	0.7233	0.7064	0.7494	False	0.91	0.9528		True
IRI_48h	IRI_28d	0.755	0.7002	within_dataset	iri	iri	True		0.9507	0.8664	0.9756	0.7941	0.7739	0.8714	False	0.9099	0.9528		True
IRI_48h	IRI_12mo	0.7242	0.7211	within_dataset	iri	iri	False		0.9313	0.8947	0.9588	0.7777	0.7553	0.8094	False	0.8693	0.9296		False
IRI_72h	IRI_7d	0.8943	0.8681	within_dataset	iri	iri	True		0.9351	0.8932	0.9714	0.9564	0.9207	1.0013	False	0.8805	0.9357		True
IRI_72h	IRI_14d	0.7174	0.6605	within_dataset	iri	iri	True		0.9173	0.876	0.9624	0.782	0.7454	0.8189	False	0.8519	0.9198		True
IRI_72h	IRI_28d	0.8046	0.7786	within_dataset	iri	iri	True		0.9162	0.8451	0.9639	0.8782	0.8348	0.9521	False	0.8518	0.9197		True
IRI_72h	IRI_12mo	0.7253	0.6939	within_dataset	iri	iri	False		0.8989	0.8538	0.9448	0.807	0.7677	0.8496	False	0.8138	0.8973		False
IRI_7d	IRI_14d	0.8525	0.8044	within_dataset	iri	iri	True		0.9582	0.925	0.975	0.8898	0.8744	0.9217	False	0.9219	0.9593		True
IRI_7d	IRI_28d	0.9049	0.845	within_dataset	iri	iri	True		0.9563	0.8676	0.9756	0.9463	0.9276	1.0431	False	0.9218	0.9592		True
IRI_7d	IRI_12mo	0.8084	0.774	within_dataset	iri	iri	False		0.9361	0.909	0.9589	0.8637	0.8431	0.8894	False	0.8807	0.9358		False
IRI_14d	IRI_28d	0.8471	0.767	within_dataset	iri	iri	True		0.939	0.8583	0.9662	0.9021	0.8767	0.9869	False	0.8918	0.9428		True
IRI_14d	IRI_12mo	0.7578	0.651	within_dataset	iri	iri	False		0.9203	0.8844	0.9497	0.8234	0.7979	0.8569	False	0.8521	0.9199		False
IRI_28d	IRI_12mo	0.7901	0.5892	within_dataset	iri	iri	False		0.919	0.8466	0.9505	0.8598	0.8313	0.9333	False	0.852	0.9198		False
