dataset,module,z,mean_lfc,n_genes
m_prot_d14,Osteoclast_like_Mac,2.3433287917489007,1.6765539003232597,8
m_prot_d14,Tubular_injury,5.908442939342066,3.178105371898835,15
m_prot_d14,OXPHOS,-7.566965489233752,-1.8394831049864788,24
m_prot_d14,FAO_PPARA,-5.348968021256695,-1.409705583010838,18
m_prot_d14,Glycolysis,-2.460720139681613,-0.2550141741340034,14
m_prot_d14,Hypoxia,-0.9756794458745027,-0.3420838135888044,9
m_prot_d14,PT_transport,-7.057790433850917,-2.919268428547684,18
m_prot_d14,Podocyte,-1.8798114745296266,-0.9272183788854441,11
m_prot_d14,TAL,-2.837576097116549,-0.7937843510656681,9
m_prot_d14,CD_principal,-0.5775324886165424,-0.16232725007491158,7
m_prot_d14,CD_intercalated,-2.835643867299984,-0.887248589038626,9
m_prot_d14,Osmotic_TonEBP,-1.106626867355652,-0.14174014066391968,10
m_prot_d14,Urea_concentration,-3.096257745063419,-0.7901426766864645,11
m_prot_d14,MR_downstream,0.7067417404488521,0.31261848337258014,10
m_prot_d14,MR_regulators,,,3
m_prot_d14,Cell_cycle,3.4514605721395166,1.3652902672539151,8
m_prot_d14,ER_proteostasis,-1.8781273817011919,-0.3078483897686913,9
m_prot_d14,Lysosome,2.2068264088408918,0.6810433097066991,13
m_prot_d14,Redox_ferroptosis,-2.5134646288141473,-0.6742681573667917,11
m_prot_d14,Ciliogenesis,,,4
m_prot_d14,Matrix_integrin,3.5817875926988885,1.1754352949319964,11
m_prot_d21,ECM_fibrosis,8.181439572515965,1.793063741608145,31
m_prot_d21,Complement,6.954141070738669,2.254872787657684,23
m_prot_d21,Innate_immune,5.817742329681065,2.0750034415765715,15
m_prot_d21,Lymphocyte,,,4
m_prot_d21,B_plasma,,,3
m_prot_d21,T_cell,,,1
m_prot_d21,Osteoclast_like_Mac,2.440576173784427,1.7766093267163705,8
m_prot_d21,Tubular_injury,6.078423635808198,3.2297233656698476,15
m_prot_d21,OXPHOS,-7.574749779558586,-1.9753387761775336,24
m_prot_d21,FAO_PPARA,-5.1244483841477875,-1.3087214174236934,18
m_prot_d21,Glycolysis,-2.1145780645884202,-0.14640830597820148,14
m_prot_d21,Hypoxia,-1.3224866212941553,-0.5004156784907813,9
m_prot_d21,PT_transport,-7.047456978713556,-3.1713839897605673,18
m_prot_d21,Podocyte,-1.8855257564952115,-0.8887527859556982,11
m_prot_d21,TAL,-1.8052700653981784,-0.23791052227121373,9
m_prot_d21,CD_principal,1.524750501911619,0.6268449924765446,7
m_prot_d21,CD_intercalated,-1.8346350447914614,-0.4768561254599726,9
m_prot_d21,Osmotic_TonEBP,-0.9908857310194676,-0.13123341078542694,10
m_prot_d21,Urea_concentration,-1.993257603471977,-0.2806194331756748,11
m_prot_d21,MR_downstream,2.201337004582416,0.7906144022155577,10
m_prot_d21,MR_regulators,,,3
m_prot_d21,Cell_cycle,1.2777140113037064,0.4806201025791361,8
m_prot_d21,ER_proteostasis,-2.358085121542102,-0.4729485280568202,9
m_prot_d21,Lysosome,2.408995058055821,0.7724636339688933,13
m_prot_d21,Redox_ferroptosis,-2.424534486421948,-0.6093280870531941,11
m_prot_d21,Ciliogenesis,,,4
m_prot_d21,Matrix_integrin,3.706220182530765,1.1665523740941526,11
