library,term,n_set,n_hit,expected,fold,p,q,n_tested_in_library
gobp,Positive Regulation Of Leukocyte Degranulation (GO:0043302),11,3,0.7,4.04,0.033709710107840796,0.09573557670626787,1065.0
gobp,Positive Regulation Of Interferon-Alpha Production (GO:0032727),19,4,1.3,3.12,0.03554417072368124,0.09961721531768558,1065.0
gobp,Positive Regulation Of Interleukin-10 Production (GO:0032733),19,4,1.3,3.12,0.03554417072368124,0.09961721531768558,1065.0
gobp,Regulation Of Interleukin-17 Production (GO:0032660),19,4,1.3,3.12,0.03554417072368124,0.09961721531768558,1065.0
gobp,Myeloid Cell Development (GO:0061515),19,4,1.3,3.12,0.03554417072368124,0.09961721531768558,1065.0
gobp,Regulation Of Neutrophil Chemotaxis (GO:0090022),19,4,1.3,3.12,0.03554417072368124,0.09961721531768558,1065.0
gobp,Positive Regulation Of Smooth Muscle Cell Proliferation (GO:0048661),37,6,2.5,2.4,0.036071926172788996,0.10056701930371802,1065.0
gobp,Regulation Of Tyrosine Phosphorylation Of STAT Protein (GO:0042509),37,6,2.5,2.4,0.036071926172788996,0.10056701930371802,1065.0
gobp,Actin Filament Organization (GO:0007015),111,13,7.5,1.73,0.03648445028475602,0.10145153930356439,1065.0
gobp,Organic Substance Transport (GO:0071702),134,15,9.1,1.66,0.036930549587101395,0.10242457112047652,1065.0
gobp,Cell-Matrix Adhesion (GO:0007160),89,11,6.0,1.83,0.037044413290703515,0.10244778499857433,1065.0
gobp,Cellular Response To BMP Stimulus (GO:0071773),47,7,3.2,2.2,0.03713130986802788,0.10244778499857433,1065.0
gobp,Regulation Of Type I Interferon-Mediated Signaling Pathway (GO:0060338),28,5,1.9,2.64,0.037394280309800874,0.10264151682973693,1065.0
gobp,Negative Regulation Of Proteolysis (GO:0045861),28,5,1.9,2.64,0.037394280309800874,0.10264151682973693,1065.0
kegg,Ras signaling pathway,170,18,11.5,1.57,0.03872054001672475,0.12450142866916111,209.0
gobp,Response To Lipopolysaccharide (GO:0032496),112,13,7.6,1.72,0.038832185445638406,0.1063143380452568,1065.0
gobp,Positive Regulation Of Hydrolase Activity (GO:0051345),135,15,9.1,1.64,0.039064203735835655,0.10667532558632045,1065.0
gobp,Positive Regulation Of Proteolysis (GO:0045862),48,7,3.2,2.16,0.041037238025109744,0.10973776127779444,1065.0
gobp,Negative Regulation Of Cell Death (GO:0060548),48,7,3.2,2.16,0.041037238025109744,0.10973776127779444,1065.0
gobp,Peptidyl-Tyrosine Modification (GO:0018212),48,7,3.2,2.16,0.041037238025109744,0.10973776127779444,1065.0
kegg,Aldosterone synthesis and secretion,69,9,4.7,1.93,0.04187400427497204,0.13260101353741147,209.0
gobp,Regulation Of Protein Secretion (GO:0050708),69,9,4.7,1.93,0.04187400427497204,0.10973776127779444,1065.0
gobp,Osteoclast Differentiation (GO:0030316),20,4,1.4,2.96,0.04212802168263064,0.10973776127779444,1065.0
gobp,Regulation Of Immunoglobulin Production (GO:0002637),20,4,1.4,2.96,0.04212802168263064,0.10973776127779444,1065.0
gobp,Positive Regulation Of Protein Autophosphorylation (GO:0031954),20,4,1.4,2.96,0.04212802168263064,0.10973776127779444,1065.0
gobp,Regulation Of Neurotransmitter Secretion (GO:0046928),20,4,1.4,2.96,0.04212802168263064,0.10973776127779444,1065.0
gobp,Cellular Response To Xenobiotic Stimulus (GO:0071466),20,4,1.4,2.96,0.04212802168263064,0.10973776127779444,1065.0
gobp,Type I Interferon-Mediated Signaling Pathway (GO:0060337),20,4,1.4,2.96,0.04212802168263064,0.10973776127779444,1065.0
gobp,Fc-epsilon Receptor Signaling Pathway (GO:0038095),20,4,1.4,2.96,0.04212802168263064,0.10973776127779444,1065.0
hallmark,Apical Junction,160,17,10.8,1.57,0.04244582138033552,0.14856037483117432,35.0
gobp,Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043122),184,19,12.4,1.53,0.04272179449880598,0.10973776127779444,1065.0
gobp,Natural Killer Cell Mediated Immunity (GO:0002228),12,3,0.8,3.7,0.04274097960728513,0.10973776127779444,1065.0
gobp,Positive Regulation Of Stem Cell Differentiation (GO:2000738),12,3,0.8,3.7,0.04274097960728513,0.10973776127779444,1065.0
gobp,Response To Organophosphorus (GO:0046683),12,3,0.8,3.7,0.04274097960728513,0.10973776127779444,1065.0
gobp,Regulation Of Behavior (GO:0050795),12,3,0.8,3.7,0.04274097960728513,0.10973776127779444,1065.0
gobp,Negative Regulation Of ATP-dependent Activity (GO:0032780),12,3,0.8,3.7,0.04274097960728513,0.10973776127779444,1065.0
gobp,Mesoderm Development (GO:0007498),12,3,0.8,3.7,0.04274097960728513,0.10973776127779444,1065.0
gobp,Positive Regulation Of Nervous System Process (GO:0031646),12,3,0.8,3.7,0.04274097960728513,0.10973776127779444,1065.0
gobp,Adipose Tissue Development (GO:0060612),12,3,0.8,3.7,0.04274097960728513,0.10973776127779444,1065.0
gobp,Positive Regulation Of Macrophage Chemotaxis (GO:0010759),12,3,0.8,3.7,0.04274097960728513,0.10973776127779444,1065.0
gobp,Mature B Cell Differentiation Involved In Immune Response (GO:0002313),12,3,0.8,3.7,0.04274097960728513,0.10973776127779444,1065.0
gobp,Platelet Aggregation (GO:0070527),29,5,2.0,2.55,0.04276166284533774,0.10973776127779444,1065.0
kegg,Ether lipid metabolism,29,5,2.0,2.55,0.04276166284533774,0.13339085872650133,209.0
gobp,Negative Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050732),29,5,2.0,2.55,0.04276166284533774,0.10973776127779444,1065.0
gobp,Positive Regulation Of Neuron Death (GO:1901216),29,5,2.0,2.55,0.04276166284533774,0.10973776127779444,1065.0
gobp,Protein Transport (GO:0015031),270,26,18.2,1.43,0.043154149940647105,0.11047877328555088,1065.0
gobp,Negative Regulation Of Cell Adhesion (GO:0007162),59,8,4.0,2.01,0.0438809177439591,0.11206996977773728,1065.0
gobp,Memory (GO:0007613),39,6,2.6,2.28,0.04521378031379429,0.11519778955548067,1065.0
gobp,Response To Interleukin-1 (GO:0070555),60,8,4.1,1.97,0.047763957025142946,0.12140480723574519,1065.0
gobp,Blood Circulation (GO:0008015),30,5,2.0,2.47,0.04856840068169526,0.12199374227831475,1065.0
gobp,Antimicrobial Humoral Response (GO:0019730),30,5,2.0,2.47,0.04856840068169526,0.12199374227831475,1065.0
gobp,Regulation Of Erythrocyte Differentiation (GO:0045646),30,5,2.0,2.47,0.04856840068169526,0.12199374227831475,1065.0
gobp,Negative Regulation Of Endopeptidase Activity (GO:0010951),30,5,2.0,2.47,0.04856840068169526,0.12199374227831475,1065.0
gobp,Negative Regulation Of Peptidase Activity (GO:0010466),30,5,2.0,2.47,0.04856840068169526,0.12199374227831475,1065.0
gobp,Positive Regulation Of MAP Kinase Activity (GO:0043406),71,9,4.8,1.88,0.0489015412005908,0.12254150912618636,1065.0
kegg,Taste transduction,21,4,1.4,2.82,0.049351727222297984,0.1494856665139171,209.0
kegg,African trypanosomiasis,21,4,1.4,2.82,0.049351727222297984,0.1494856665139171,209.0
gobp,Cardiac Muscle Cell Action Potential (GO:0086001),21,4,1.4,2.82,0.049351727222297984,0.12337931805574497,1065.0
gobp,Negative Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001960),40,6,2.7,2.22,0.05027823643069833,0.12540122201099232,1065.0
kegg,Pancreatic secretion,61,8,4.1,1.94,0.05186399955100865,0.15485108437372583,209.0
gobp,Negative Regulation Of DNA-binding Transcription Factor Activity (GO:0043433),117,13,7.9,1.64,0.052184315590756855,0.12762561683414902,1065.0
gobp,Cellular Response To Metal Ion (GO:0071248),83,10,5.6,1.78,0.05258437633866257,0.12762561683414902,1065.0
gobp,Negative Regulation Of Type I Interferon-Mediated Signaling Pathway (GO:0060339),13,3,0.9,3.41,0.05284779063273213,0.12762561683414902,1065.0
gobp,Regulation Of Osteoblast Proliferation (GO:0033688),13,3,0.9,3.41,0.05284779063273213,0.12762561683414902,1065.0
gobp,T-helper Cell Differentiation (GO:0042093),13,3,0.9,3.41,0.05284779063273213,0.12762561683414902,1065.0
gobp,Regulation Of Tissue Remodeling (GO:0034103),13,3,0.9,3.41,0.05284779063273213,0.12762561683414902,1065.0
gobp,Embryo Development Ending In Birth Or Egg Hatching (GO:0009792),13,3,0.9,3.41,0.05284779063273213,0.12762561683414902,1065.0
gobp,Natural Killer Cell Mediated Cytotoxicity (GO:0042267),13,3,0.9,3.41,0.05284779063273213,0.12762561683414902,1065.0
gobp,Positive Regulation Of Cation Transmembrane Transport (GO:1904064),13,3,0.9,3.41,0.05284779063273213,0.12762561683414902,1065.0
gobp,Negative Regulation Of Phagocytosis (GO:0050765),13,3,0.9,3.41,0.05284779063273213,0.12762561683414902,1065.0
gobp,Negative Regulation Of Interleukin-8 Production (GO:0032717),13,3,0.9,3.41,0.05284779063273213,0.12762561683414902,1065.0
gobp,Regulation Of Lipopolysaccharide-Mediated Signaling Pathway (GO:0031664),13,3,0.9,3.41,0.05284779063273213,0.12762561683414902,1065.0
gobp,Regulation Of Cholesterol Storage (GO:0010885),13,3,0.9,3.41,0.05284779063273213,0.12762561683414902,1065.0
gobp,Negative Regulation Of Cytokine Production Involved In Inflammatory Response (GO:1900016),13,3,0.9,3.41,0.05284779063273213,0.12762561683414902,1065.0
kegg,Adrenergic signaling in cardiomyocytes,106,12,7.2,1.68,0.05383486978155142,0.15847165893442602,209.0
kegg,ABC transporters,31,5,2.1,2.39,0.054817100039351904,0.15912185983645205,209.0
gobp,Establishment Of Protein Localization To Extracellular Region (GO:0035592),31,5,2.1,2.39,0.054817100039351904,0.13119148661103322,1065.0
gobp,Negative Regulation Of Smooth Muscle Cell Proliferation (GO:0048662),31,5,2.1,2.39,0.054817100039351904,0.13119148661103322,1065.0
gobp,Substrate Adhesion-Dependent Cell Spreading (GO:0034446),31,5,2.1,2.39,0.054817100039351904,0.13119148661103322,1065.0
gobp,Negative Regulation Of Tumor Necrosis Factor Production (GO:0032720),31,5,2.1,2.39,0.054817100039351904,0.13119148661103322,1065.0
gobp,Positive Regulation Of Secretion By Cell (GO:1903532),62,8,4.2,1.91,0.056183797700135034,0.1335619298005442,1065.0
gobp,Calcium Ion Transport (GO:0006816),62,8,4.2,1.91,0.056183797700135034,0.1335619298005442,1065.0
gobp,Positive Regulation Of Cell Adhesion (GO:0045785),62,8,4.2,1.91,0.056183797700135034,0.1335619298005442,1065.0
kegg,Amoebiasis,73,9,4.9,1.82,0.056666338986058364,0.1622365047683041,209.0
gobp,Heterophilic Cell-Cell Adhesion Via Plasma Membrane Cell Adhesion Molecules (GO:0007157),22,4,1.5,2.69,0.05721138465029781,0.1345035864295081,1065.0
gobp,Carboxylic Acid Metabolic Process (GO:0019752),22,4,1.5,2.69,0.05721138465029781,0.1345035864295081,1065.0
gobp,Positive Regulation Of Cell Development (GO:0010720),22,4,1.5,2.69,0.05721138465029781,0.1345035864295081,1065.0
gobp,Response To Steroid Hormone (GO:0048545),22,4,1.5,2.69,0.05721138465029781,0.1345035864295081,1065.0
gobp,Regulation Of Defense Response To Virus By Host (GO:0050691),22,4,1.5,2.69,0.05721138465029781,0.1345035864295081,1065.0
gobp,Cellular Response To Mechanical Stimulus (GO:0071260),42,6,2.8,2.11,0.061410204632184676,0.143026615362435,1065.0
gobp,Negative Regulation Of Viral Genome Replication (GO:0045071),32,5,2.2,2.31,0.06150815947041806,0.143026615362435,1065.0
gobp,Negative Regulation Of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903556),32,5,2.2,2.31,0.06150815947041806,0.143026615362435,1065.0
gobp,Tumor Necrosis Factor-Mediated Signaling Pathway (GO:0033209),32,5,2.2,2.31,0.06150815947041806,0.143026615362435,1065.0
gobp,Regulation Of Tumor Necrosis Factor-Mediated Signaling Pathway (GO:0010803),32,5,2.2,2.31,0.06150815947041806,0.143026615362435,1065.0
gobp,Regulation Of Intracellular Signal Transduction (GO:1902531),243,23,16.4,1.4,0.06374718769379925,0.14623593669594365,1065.0
gobp,Negative Regulation Of Interleukin-1 Beta Production (GO:0032691),14,3,0.9,3.17,0.06398680422564294,0.14623593669594365,1065.0
gobp,Regulation Of Regulatory T Cell Differentiation (GO:0045589),14,3,0.9,3.17,0.06398680422564294,0.14623593669594365,1065.0
gobp,Calcium-Mediated Signaling Using Intracellular Calcium Source (GO:0035584),14,3,0.9,3.17,0.06398680422564294,0.14623593669594365,1065.0
gobp,Negative Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0045744),14,3,0.9,3.17,0.06398680422564294,0.14623593669594365,1065.0
gobp,Regulation Of Dendritic Spine Development (GO:0060998),14,3,0.9,3.17,0.06398680422564294,0.14623593669594365,1065.0
gobp,Regulation Of Potassium Ion Transport (GO:0043266),14,3,0.9,3.17,0.06398680422564294,0.14623593669594365,1065.0
gobp,Positive Regulation Of Glial Cell Differentiation (GO:0045687),14,3,0.9,3.17,0.06398680422564294,0.14623593669594365,1065.0
kegg,Salivary secretion,53,7,3.6,1.95,0.06449938901115505,0.18086441674744888,209.0
gobp,Inorganic Cation Import Across Plasma Membrane (GO:0098659),53,7,3.6,1.95,0.06449938901115505,0.14709175438304098,1065.0
kegg,cGMP-PKG signaling pathway,121,13,8.2,1.59,0.06490349883281658,0.18086441674744888,209.0
gobp,Positive Regulation Of Protein Kinase B Signaling (GO:0051897),64,8,4.3,1.85,0.0654911989334756,0.14823951809387237,1065.0
gobp,Learning (GO:0007612),23,4,1.6,2.57,0.06569864088291809,0.14823951809387237,1065.0
gobp,Regulation Of Actin Polymerization Or Depolymerization (GO:0008064),23,4,1.6,2.57,0.06569864088291809,0.14823951809387237,1065.0
gobp,Regulation Of Osteoclast Differentiation (GO:0045670),23,4,1.6,2.57,0.06569864088291809,0.14823951809387237,1065.0
gobp,Positive Regulation Of Immunoglobulin Production (GO:0002639),23,4,1.6,2.57,0.06569864088291809,0.14823951809387237,1065.0
gobp,Negative Regulation Of MAP Kinase Activity (GO:0043407),43,6,2.9,2.06,0.06748046488190647,0.1519380446072524,1065.0
gobp,Calcium Ion Transmembrane Import Into Cytosol (GO:0097553),33,5,2.2,2.24,0.06863984171739433,0.15389775037689468,1065.0
kegg,Aldosterone-regulated sodium reabsorption,33,5,2.2,2.24,0.06863984171739433,0.18875956472283442,209.0
gobp,Regulated Exocytosis (GO:0045055),33,5,2.2,2.24,0.06863984171739433,0.15389775037689468,1065.0
gobp,Positive Regulation Of Signal Transduction (GO:0009967),196,19,13.2,1.43,0.07146712723870619,0.15990019014542456,1065.0
hallmark,Epithelial Mesenchymal Transition,172,17,11.6,1.46,0.07366817364792239,0.23439873433429848,35.0
gobp,Positive Regulation Of NIK/NF-kappaB Signaling (GO:1901224),44,6,3.0,2.02,0.07388674154786375,0.1649672531414568,1065.0
gobp,Response To Tumor Necrosis Factor (GO:0034612),77,9,5.2,1.73,0.0744733710435687,0.16592916351757464,1065.0
gobp,Regulation Of Potassium Ion Transmembrane Transport (GO:1901379),24,4,1.6,2.47,0.07480107604857128,0.16631136950256453,1065.0
gobp,Negative Regulation Of Amyloid-Beta Formation (GO:1902430),15,3,1.0,2.96,0.07610598513842794,0.1666568871898547,1065.0
gobp,Negative Regulation Of Axonogenesis (GO:0050771),15,3,1.0,2.96,0.07610598513842794,0.1666568871898547,1065.0
gobp,Heart Contraction (GO:0060047),15,3,1.0,2.96,0.07610598513842794,0.1666568871898547,1065.0
gobp,Atrioventricular Valve Morphogenesis (GO:0003181),15,3,1.0,2.96,0.07610598513842794,0.1666568871898547,1065.0
gobp,Positive Regulation Of Defense Response To Virus By Host (GO:0002230),15,3,1.0,2.96,0.07610598513842794,0.1666568871898547,1065.0
gobp,Negative Regulation Of Immune System Process (GO:0002683),34,5,2.3,2.18,0.07620836062108849,0.1666568871898547,1065.0
gobp,Positive Regulation Of Cell Death (GO:0010942),34,5,2.3,2.18,0.07620836062108849,0.1666568871898547,1065.0
gobp,Homotypic Cell-Cell Adhesion (GO:0034109),34,5,2.3,2.18,0.07620836062108849,0.1666568871898547,1065.0
gobp,Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508),444,38,30.0,1.27,0.07843769467823876,0.1711806246564022,1065.0
gobp,Protein Secretion (GO:0009306),45,6,3.0,1.97,0.08062744314800013,0.17524127949514315,1065.0
gobp,Cell Junction Organization (GO:0034330),45,6,3.0,1.97,0.08062744314800013,0.17524127949514315,1065.0
kegg,Influenza A,114,12,7.7,1.56,0.08351188233377717,0.22667510919168088,209.0
gobp,Positive Regulation Of Receptor-Mediated Endocytosis (GO:0048260),35,5,2.4,2.11,0.0842079806246665,0.18217665038456685,1065.0
gobp,Positive Regulation Of Macromolecule Metabolic Process (GO:0010604),251,23,17.0,1.36,0.08426172905874843,0.18217665038456685,1065.0
gobp,Response To Peptide (GO:1901652),25,4,1.7,2.37,0.0845025965164094,0.18217665038456685,1065.0
gobp,Negative Regulation Of Insulin Receptor Signaling Pathway (GO:0046627),25,4,1.7,2.37,0.0845025965164094,0.18217665038456685,1065.0
gobp,Inorganic Cation Transmembrane Transport (GO:0098662),151,15,10.2,1.47,0.08593600717970243,0.1848926215078446,1065.0
gobp,Positive Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043123),139,14,9.4,1.49,0.08690012650164843,0.1865899893634185,1065.0
kegg,Transcriptional misregulation in cancer,139,14,9.4,1.49,0.08690012650164843,0.23284777485698102,209.0
gobp,Cellular Component Assembly (GO:0022607),189,18,12.8,1.41,0.08848604881487374,0.1872606520453819,1065.0
gobp,Positive Regulation Of Phosphoprotein Phosphatase Activity (GO:0032516),16,3,1.1,2.77,0.08914662026949166,0.1872606520453819,1065.0
gobp,Regulation Of Steroid Metabolic Process (GO:0019218),16,3,1.1,2.77,0.08914662026949166,0.1872606520453819,1065.0
gobp,Regulation Of Adaptive Immune Response (GO:0002819),16,3,1.1,2.77,0.08914662026949166,0.1872606520453819,1065.0
gobp,Negative Regulation Of Interleukin-1 Production (GO:0032692),16,3,1.1,2.77,0.08914662026949166,0.1872606520453819,1065.0
gobp,Positive Regulation Of Immune Effector Process (GO:0002699),16,3,1.1,2.77,0.08914662026949166,0.1872606520453819,1065.0
kegg,Glycosaminoglycan degradation,16,3,1.1,2.77,0.08914662026949166,0.23584359033321214,209.0
gobp,Regulation Of Monoatomic Cation Transmembrane Transport (GO:1904062),16,3,1.1,2.77,0.08914662026949166,0.1872606520453819,1065.0
gobp,Regulation Of Transferase Activity (GO:0051338),16,3,1.1,2.77,0.08914662026949166,0.1872606520453819,1065.0
gobp,Acylglycerol Homeostasis (GO:0055090),16,3,1.1,2.77,0.08914662026949166,0.1872606520453819,1065.0
gobp,Amyloid Precursor Protein Metabolic Process (GO:0042982),16,3,1.1,2.77,0.08914662026949166,0.1872606520453819,1065.0
gobp,Positive Regulation Of Epithelial Cell Apoptotic Process (GO:1904037),16,3,1.1,2.77,0.08914662026949166,0.1872606520453819,1065.0
gobp,Positive Regulation Of Protein-Containing Complex Assembly (GO:0031334),80,9,5.4,1.66,0.08985519600348488,0.18837752705454996,1065.0
gobp,Positive Regulation Of Cell Population Proliferation (GO:0008284),344,30,23.2,1.29,0.09037557391213208,0.1890962401108461,1065.0
gobp,Transmembrane Receptor Protein Tyrosine Kinase Signaling Pathway (GO:0007169),215,20,14.5,1.38,0.09096047551422529,0.18994687533852928,1065.0
gobp,Cellular Response To Chemokine (GO:1990869),36,5,2.4,2.06,0.0926311265686374,0.1928269681520843,1065.0
gobp,Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014066),69,8,4.7,1.72,0.0927017912618471,0.1928269681520843,1065.0
kegg,Dilated cardiomyopathy,58,7,3.9,1.79,0.09468270755117844,0.24538178026167212,209.0
gobp,Potassium Ion Transmembrane Transport (GO:0071805),58,7,3.9,1.79,0.09468270755117844,0.19639062032411855,1065.0
gobp,Negative Regulation Of Cellular Response To Insulin Stimulus (GO:1900077),26,4,1.8,2.28,0.09478382990290792,0.19639062032411855,1065.0
kegg,GABAergic synapse,47,6,3.2,1.89,0.09510011579519351,0.24538178026167212,209.0
gobp,Potassium Ion Transport (GO:0006813),47,6,3.2,1.89,0.09510011579519351,0.19666334625607979,1065.0
kegg,Oxytocin signaling pathway,105,11,7.1,1.55,0.09711643655476354,0.2475284785359217,209.0
gobp,Intracellular Iron Ion Homeostasis (GO:0006879),37,5,2.5,2.0,0.10146850163048872,0.2078465720930189,1065.0
gobp,Regulation Of Small Molecule Metabolic Process (GO:0062012),37,5,2.5,2.0,0.10146850163048872,0.2078465720930189,1065.0
gobp,Positive Regulation Of Protein Transport (GO:0051222),59,7,4.0,1.76,0.10152141002522716,0.2078465720930189,1065.0
gobp,Cellular Response To Interleukin-1 (GO:0071347),59,7,4.0,1.76,0.10152141002522716,0.2078465720930189,1065.0
gobp,Adenylate Cyclase-Activating G Protein-Coupled Receptor Signaling Pathway (GO:0007189),48,6,3.2,1.85,0.10282338404806259,0.2078465720930189,1065.0
gobp,Regulation Of Toll-Like Receptor Signaling Pathway (GO:0034121),17,3,1.1,2.61,0.10304506109400374,0.2078465720930189,1065.0
gobp,"Regulation Of Synaptic Transmission, Glutamatergic (GO:0051966)",17,3,1.1,2.61,0.10304506109400374,0.2078465720930189,1065.0
gobp,Cholesterol Efflux (GO:0033344),17,3,1.1,2.61,0.10304506109400374,0.2078465720930189,1065.0
gobp,Cellular Response To Steroid Hormone Stimulus (GO:0071383),17,3,1.1,2.61,0.10304506109400374,0.2078465720930189,1065.0
gobp,Negative Regulation Of Type II Interferon Production (GO:0032689),17,3,1.1,2.61,0.10304506109400374,0.2078465720930189,1065.0
gobp,Cytoskeleton-Dependent Intracellular Transport (GO:0030705),17,3,1.1,2.61,0.10304506109400374,0.2078465720930189,1065.0
gobp,Negative Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902992),17,3,1.1,2.61,0.10304506109400374,0.2078465720930189,1065.0
gobp,Potassium Ion Homeostasis (GO:0055075),17,3,1.1,2.61,0.10304506109400374,0.2078465720930189,1065.0
gobp,Negative Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071901),71,8,4.8,1.67,0.10515721337372053,0.2117059210642956,1065.0
gobp,Actin Filament Bundle Organization (GO:0061572),27,4,1.8,2.19,0.10562251597978678,0.21224147078957156,1065.0
gobp,Regulation Of GTPase Activity (GO:0043087),169,16,11.4,1.4,0.10771946201135023,0.21604750855383803,1065.0
gobp,Positive Regulation Of Multicellular Organismal Process (GO:0051240),285,25,19.3,1.3,0.10852981051617497,0.21726362443557584,1065.0
gobp,Positive Regulation Of Reactive Oxygen Species Metabolic Process (GO:2000379),38,5,2.6,1.95,0.11070921142811288,0.22121071326630434,1065.0
gobp,Positive Regulation Of Metabolic Process (GO:0009893),84,9,5.7,1.59,0.11306060733444018,0.2246446768865276,1065.0
gobp,Positive Regulation Of Vasculature Development (GO:1904018),84,9,5.7,1.59,0.11306060733444018,0.2246446768865276,1065.0
gobp,Positive Regulation Of Stress-Activated MAPK Cascade (GO:0032874),84,9,5.7,1.59,0.11306060733444018,0.2246446768865276,1065.0
gobp,Negative Regulation Of Endothelial Cell Migration (GO:0010596),28,4,1.9,2.11,0.1169938885914511,0.22964642010899308,1065.0
gobp,Icosanoid Metabolic Process (GO:0006690),28,4,1.9,2.11,0.1169938885914511,0.22964642010899308,1065.0
gobp,Regulation Of Amyloid-Beta Formation (GO:1902003),28,4,1.9,2.11,0.1169938885914511,0.22964642010899308,1065.0
gobp,Actin Filament Bundle Assembly (GO:0051017),28,4,1.9,2.11,0.1169938885914511,0.22964642010899308,1065.0
gobp,Negative Regulation Of Endothelial Cell Proliferation (GO:0001937),28,4,1.9,2.11,0.1169938885914511,0.22964642010899308,1065.0
gobp,Monoatomic Cation Transmembrane Transport (GO:0098655),146,14,9.9,1.42,0.11712840357369385,0.22964642010899308,1065.0
gobp,Positive Regulation Of Receptor Internalization (GO:0002092),18,3,1.2,2.47,0.11773422101362463,0.22964642010899308,1065.0
gobp,Regulation Of Neuroinflammatory Response (GO:0150077),18,3,1.2,2.47,0.11773422101362463,0.22964642010899308,1065.0
gobp,Pulmonary Valve Development (GO:0003177),18,3,1.2,2.47,0.11773422101362463,0.22964642010899308,1065.0
gobp,Cortical Actin Cytoskeleton Organization (GO:0030866),18,3,1.2,2.47,0.11773422101362463,0.22964642010899308,1065.0
gobp,Regulation Of miRNA Transcription (GO:1902893),50,6,3.4,1.78,0.119214414955596,0.2321085044382262,1065.0
kegg,Calcium signaling pathway,134,13,9.1,1.44,0.1195600177061059,0.30106076747682087,209.0
gobp,Regulation Of Cellular Metabolic Process (GO:0031323),39,5,2.6,1.9,0.1203408924743363,0.23387417971746013,1065.0
kegg,Wnt signaling pathway,122,12,8.2,1.46,0.12177261341056679,0.30298185955724355,209.0
gobp,Anterograde Trans-Synaptic Signaling (GO:0098916),62,7,4.2,1.67,0.12358918393903909,0.23974950982709767,1065.0
gobp,Protein Processing (GO:0016485),86,9,5.8,1.55,0.12579571898654054,0.24358625585575577,1065.0
gobp,Regulation Of Axon Extension (GO:0030516),29,4,2.0,2.04,0.12887104471082914,0.24908831690931585,1065.0
gobp,Positive Regulation Of Gene Expression (GO:0010628),345,29,23.3,1.24,0.13135356494578732,0.2523118701900057,1065.0
gobp,Protein Maturation (GO:0051604),87,9,5.9,1.53,0.13243882343122335,0.2523118701900057,1065.0
gobp,Positive Regulation Of Endopeptidase Activity (GO:0010950),19,3,1.3,2.34,0.13314485544298893,0.2523118701900057,1065.0
gobp,Positive Regulation Of Cholesterol Efflux (GO:0010875),19,3,1.3,2.34,0.13314485544298893,0.2523118701900057,1065.0
gobp,Striated Muscle Contraction (GO:0006941),19,3,1.3,2.34,0.13314485544298893,0.2523118701900057,1065.0
gobp,Dendritic Spine Organization (GO:0097061),19,3,1.3,2.34,0.13314485544298893,0.2523118701900057,1065.0
gobp,Regulation Of Vascular Endothelial Growth Factor Receptor Signaling Pathway (GO:0030947),19,3,1.3,2.34,0.13314485544298893,0.2523118701900057,1065.0
gobp,Regulation Of Heterotypic Cell-Cell Adhesion (GO:0034114),19,3,1.3,2.34,0.13314485544298893,0.2523118701900057,1065.0
gobp,Negative Regulation Of Neurogenesis (GO:0050768),19,3,1.3,2.34,0.13314485544298893,0.2523118701900057,1065.0
gobp,Cardiac Muscle Cell Action Potential Involved In Contraction (GO:0086002),19,3,1.3,2.34,0.13314485544298893,0.2523118701900057,1065.0
gobp,Positive Regulation Of Phosphatase Activity (GO:0010922),19,3,1.3,2.34,0.13314485544298893,0.2523118701900057,1065.0
gobp,Proteolysis (GO:0006508),202,18,13.7,1.32,0.13947558438055202,0.2638392493166748,1065.0
gobp,Protein Catabolic Process (GO:0030163),76,8,5.1,1.56,0.1400845421645548,0.26452134291711143,1065.0
gobp,Positive Regulation Of Ras Protein Signal Transduction (GO:0046579),30,4,2.0,1.97,0.14122529763838818,0.26526444794512066,1065.0
hallmark,Notch Signaling,30,4,2.0,1.97,0.14122529763838818,0.4119071181119655,35.0
gobp,Response To Organonitrogen Compound (GO:0010243),30,4,2.0,1.97,0.14122529763838818,0.26526444794512066,1065.0
gobp,Regulation Of DNA Biosynthetic Process (GO:2000278),30,4,2.0,1.97,0.14122529763838818,0.26526444794512066,1065.0
gobp,Negative Regulation Of Canonical Wnt Signaling Pathway (GO:0090090),89,9,6.0,1.5,0.1462616233060514,0.27424054369884643,1065.0
gobp,Vesicle Fusion (GO:0006906),65,7,4.4,1.59,0.14788243307534374,0.27539875539399106,1065.0
gobp,Positive Regulation Of GTPase Activity (GO:0043547),178,16,12.0,1.33,0.14862252354926178,0.27539875539399106,1065.0
gobp,Synaptic Vesicle Exocytosis (GO:0016079),20,3,1.4,2.22,0.14920664963599328,0.27539875539399106,1065.0
