library,term,n_set,n_hit,expected,fold,p,q,n_tested_in_library
gobp,Negative Regulation Of Cell Projection Organization (GO:0031345),32,3,2.2,1.39,0.3686788891683276,0.5193690700585567,1065.0
gobp,Nucleosome Assembly (GO:0006334),32,3,2.2,1.39,0.3686788891683276,0.5193690700585567,1065.0
gobp,Mitochondrion Disassembly (GO:0061726),32,3,2.2,1.39,0.3686788891683276,0.5193690700585567,1065.0
gobp,Positive Regulation Of Developmental Growth (GO:0048639),32,3,2.2,1.39,0.3686788891683276,0.5193690700585567,1065.0
gobp,Regulation Of Nucleic Acid-Templated Transcription (GO:1903506),299,22,20.2,1.09,0.37049406041504723,0.5212366900158855,1065.0
gobp,Protein Dephosphorylation (GO:0006470),101,8,6.8,1.17,0.3741366136576419,0.5256668780282172,1065.0
gobp,Regulation Of Viral Genome Replication (GO:0045069),46,4,3.1,1.29,0.37785059791412084,0.5274061425668922,1065.0
gobp,Regulation Of Neuron Differentiation (GO:0045664),46,4,3.1,1.29,0.37785059791412084,0.5274061425668922,1065.0
gobp,Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0008277),46,4,3.1,1.29,0.37785059791412084,0.5274061425668922,1065.0
kegg,Amphetamine addiction,46,4,3.1,1.29,0.37785059791412084,0.621817125701191,209.0
gobp,Regulation Of Protein Localization To Nucleus (GO:1900180),46,4,3.1,1.29,0.37785059791412084,0.5274061425668922,1065.0
gobp,Glycerophospholipid Metabolic Process (GO:0006650),46,4,3.1,1.29,0.37785059791412084,0.5274061425668922,1065.0
gobp,Wound Healing (GO:0042060),60,5,4.1,1.23,0.3821158448420444,0.5319651957604932,1065.0
gobp,Plasma Membrane Organization (GO:0007009),60,5,4.1,1.23,0.3821158448420444,0.5319651957604932,1065.0
kegg,Prion disease,201,15,13.6,1.1,0.38345317607543683,0.6261071390606742,209.0
gobp,Negative Regulation Of Neuron Projection Development (GO:0010977),33,3,2.2,1.35,0.3874623867732737,0.5366026552841827,1065.0
gobp,Bone Development (GO:0060348),33,3,2.2,1.35,0.3874623867732737,0.5366026552841827,1065.0
gobp,Melanosome Organization (GO:0032438),33,3,2.2,1.35,0.3874623867732737,0.5366026552841827,1065.0
gobp,Positive Regulation Of Ossification (GO:0045778),33,3,2.2,1.35,0.3874623867732737,0.5366026552841827,1065.0
gobp,Actin Cytoskeleton Reorganization (GO:0031532),47,4,3.2,1.26,0.3935013581822856,0.5425742758774361,1065.0
gobp,Regulation Of Small GTPase Mediated Signal Transduction (GO:0051056),103,8,7.0,1.15,0.3950435024354011,0.5425742758774361,1065.0
gobp,Negative Regulation Of Response To External Stimulus (GO:0032102),103,8,7.0,1.15,0.3950435024354011,0.5425742758774361,1065.0
kegg,Signaling pathways regulating pluripotency of stem cells,103,8,7.0,1.15,0.3950435024354011,0.6269627145493128,209.0
kegg,Proteoglycans in cancer,174,13,11.8,1.11,0.39515291918408146,0.6269627145493128,209.0
gobp,Wnt Signaling Pathway (GO:0016055),61,5,4.1,1.21,0.3958034103217778,0.5425742758774361,1065.0
kegg,Bacterial invasion of epithelial cells,61,5,4.1,1.21,0.3958034103217778,0.6269627145493128,209.0
gobp,Regulation Of Actin Filament-Based Process (GO:0032970),61,5,4.1,1.21,0.3958034103217778,0.5425742758774361,1065.0
gobp,Monoatomic Ion Transport (GO:0006811),61,5,4.1,1.21,0.3958034103217778,0.5425742758774361,1065.0
kegg,"Parathyroid hormone synthesis, secretion and action",89,7,6.0,1.16,0.3959764512943028,0.6269627145493128,209.0
gobp,Regulation Of JNK Cascade (GO:0046328),89,7,6.0,1.16,0.3959764512943028,0.5425742758774361,1065.0
gobp,Negative Regulation Of Protein Kinase Activity (GO:0006469),75,6,5.1,1.18,0.39635942406821156,0.5425742758774361,1065.0
gobp,Regulation Of Actin Cytoskeleton Organization (GO:0032956),75,6,5.1,1.18,0.39635942406821156,0.5425742758774361,1065.0
gobp,Positive Regulation Of Viral Process (GO:0048524),34,3,2.3,1.31,0.4061075867721152,0.551664004990182,1065.0
gobp,Regulation Of Glycolytic Process (GO:0006110),34,3,2.3,1.31,0.4061075867721152,0.551664004990182,1065.0
gobp,Regulation Of Nitric Oxide Biosynthetic Process (GO:0045428),34,3,2.3,1.31,0.4061075867721152,0.551664004990182,1065.0
gobp,Cellular Response To Ketone (GO:1901655),34,3,2.3,1.31,0.4061075867721152,0.551664004990182,1065.0
gobp,Regulation Of Intracellular Protein Transport (GO:0033157),34,3,2.3,1.31,0.4061075867721152,0.551664004990182,1065.0
gobp,Negative Regulation Of Hydrolase Activity (GO:0051346),34,3,2.3,1.31,0.4061075867721152,0.551664004990182,1065.0
kegg,HIF-1 signaling pathway,90,7,6.1,1.15,0.40725010211228346,0.638058980471209,209.0
gobp,Positive Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071902),90,7,6.1,1.15,0.40725010211228346,0.5525112850313145,1065.0
gobp,Positive Regulation Of Proteasomal Protein Catabolic Process (GO:1901800),76,6,5.1,1.17,0.4086583418421847,0.5537164555495251,1065.0
kegg,Arrhythmogenic right ventricular cardiomyopathy,48,4,3.2,1.23,0.4090904468092919,0.638058980471209,209.0
gobp,Positive Regulation Of JNK Cascade (GO:0046330),62,5,4.2,1.19,0.4094625412280666,0.5541011517254014,1065.0
gobp,Ras Protein Signal Transduction (GO:0007265),119,9,8.0,1.12,0.4133847159981655,0.5586988864696019,1065.0
kegg,Sphingolipid signaling pathway,105,8,7.1,1.13,0.4159710743102692,0.6439848483766389,209.0
gobp,Positive Regulation Of Protein Modification Process (GO:0031401),177,13,12.0,1.09,0.4192835732592843,0.565953112194091,1065.0
hallmark,UV Response Up,134,10,9.1,1.1,0.42005858912808697,0.8741360387866276,35.0
kegg,Renal cell carcinoma,63,5,4.3,1.17,0.42307781739238526,0.6477413488135034,209.0
gobp,Negative Regulation Of Cellular Process (GO:0048523),395,28,26.7,1.05,0.4242495720953042,0.5687774656687113,1065.0
gobp,Phosphatidylcholine Metabolic Process (GO:0046470),35,3,2.4,1.27,0.424580361696362,0.5687774656687113,1065.0
hallmark,Wnt-beta Catenin Signaling,35,3,2.4,1.27,0.424580361696362,0.8741360387866276,35.0
gobp,Regulation Of Cell-Substrate Adhesion (GO:0010810),35,3,2.4,1.27,0.424580361696362,0.5687774656687113,1065.0
gobp,Negative Regulation Of Protein Localization (GO:1903828),35,3,2.4,1.27,0.424580361696362,0.5687774656687113,1065.0
gobp,Regulation Of JUN Kinase Activity (GO:0043506),35,3,2.4,1.27,0.424580361696362,0.5687774656687113,1065.0
gobp,Synapse Assembly (GO:0007416),35,3,2.4,1.27,0.424580361696362,0.5687774656687113,1065.0
kegg,Cardiac muscle contraction,49,4,3.3,1.21,0.4245960037677032,0.6477413488135034,209.0
gobp,Apoptotic Process (GO:0006915),178,13,12.0,1.08,0.4273366914308906,0.5717507240878121,1065.0
kegg,Dopaminergic synapse,92,7,6.2,1.13,0.4297578974177465,0.6508652214515146,209.0
gobp,Positive Regulation Of Cellular Catabolic Process (GO:0031331),121,9,8.2,1.1,0.43298735847623904,0.5778164781036479,1065.0
gobp,Positive Regulation Of Supramolecular Fiber Organization (GO:1902905),78,6,5.3,1.14,0.4331767783013239,0.5778164781036479,1065.0
gobp,Phosphorylation (GO:0016310),353,25,23.9,1.05,0.43349799624865226,0.5778164781036479,1065.0
gobp,Regulation Of Ras Protein Signal Transduction (GO:0046578),64,5,4.3,1.16,0.4366344709360348,0.5805439594842411,1065.0
gobp,Proteolysis Involved In Protein Catabolic Process (GO:0051603),64,5,4.3,1.16,0.4366344709360348,0.5805439594842411,1065.0
gobp,Positive Regulation Of Cysteine-Type Endopeptidase Activity (GO:2001056),50,4,3.4,1.18,0.43999744472029495,0.5829849367720521,1065.0
kegg,VEGF signaling pathway,50,4,3.4,1.18,0.43999744472029495,0.6544880132964176,209.0
kegg,Estrogen signaling pathway,93,7,6.3,1.11,0.44097453794404196,0.6544880132964176,209.0
gobp,Inorganic Anion Transmembrane Transport (GO:0098661),36,3,2.4,1.23,0.44284959046815975,0.5829849367720521,1065.0
gobp,mRNA 3'-End Processing (GO:0031124),36,3,2.4,1.23,0.44284959046815975,0.5829849367720521,1065.0
gobp,Cellular Response To Virus (GO:0098586),36,3,2.4,1.23,0.44284959046815975,0.5829849367720521,1065.0
gobp,Regulation Of Cell Death (GO:0010941),36,3,2.4,1.23,0.44284959046815975,0.5829849367720521,1065.0
kegg,Other types of O-glycan biosynthesis,36,3,2.4,1.23,0.44284959046815975,0.6544880132964176,209.0
gobp,Neurogenesis (GO:0022008),36,3,2.4,1.23,0.44284959046815975,0.5829849367720521,1065.0
gobp,protein-DNA Complex Assembly (GO:0065004),36,3,2.4,1.23,0.44284959046815975,0.5829849367720521,1065.0
gobp,Cholesterol Transport (GO:0030301),36,3,2.4,1.23,0.44284959046815975,0.5829849367720521,1065.0
gobp,Central Nervous System Development (GO:0007417),180,13,12.2,1.07,0.44343724932929496,0.5830378648588879,1065.0
gobp,Positive Regulation Of Binding (GO:0051099),79,6,5.3,1.12,0.4453742534755151,0.5848626139968232,1065.0
kegg,Focal adhesion,166,12,11.2,1.07,0.4476744599814051,0.6544880132964176,209.0
kegg,Cellular senescence,137,10,9.3,1.08,0.44780758804491727,0.6544880132964176,209.0
gobp,Negative Regulation Of Protein Modification Process (GO:0031400),65,5,4.4,1.14,0.45011840246308626,0.5889141260727111,1065.0
gobp,Negative Regulation Of Phosphorylation (GO:0042326),65,5,4.4,1.14,0.45011840246308626,0.5889141260727111,1065.0
gobp,Positive Regulation Of Cytoskeleton Organization (GO:0051495),65,5,4.4,1.14,0.45011840246308626,0.5889141260727111,1065.0
gobp,Positive Regulation Of Apoptotic Signaling Pathway (GO:2001235),51,4,3.4,1.16,0.4552754639572419,0.5949305142508744,1065.0
gobp,Activation Of GTPase Activity (GO:0090630),80,6,5.4,1.11,0.45751653261195024,0.5971263569016263,1065.0
gobp,Regulation Of Monoatomic Ion Transmembrane Transporter Activity (GO:0032412),37,3,2.5,1.2,0.46088705896903476,0.5985911192707585,1065.0
gobp,Homophilic Cell Adhesion Via Plasma Membrane Adhesion Molecules (GO:0007156),37,3,2.5,1.2,0.46088705896903476,0.5985911192707585,1065.0
gobp,Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001959),37,3,2.5,1.2,0.46088705896903476,0.5985911192707585,1065.0
gobp,Positive Regulation Of Cell-Matrix Adhesion (GO:0001954),37,3,2.5,1.2,0.46088705896903476,0.5985911192707585,1065.0
kegg,Non-small cell lung cancer,66,5,4.5,1.12,0.4635161932008785,0.6727422526318306,209.0
gobp,Protein-Containing Complex Assembly (GO:0065003),271,19,18.3,1.04,0.46825969677625595,0.6074257942347291,1065.0
kegg,Renin secretion,52,4,3.5,1.14,0.4704120298823958,0.678042167209798,209.0
gobp,Regulation Of Osteoblast Differentiation (GO:0045667),67,5,4.5,1.1,0.4768151133551973,0.617771405989398,1065.0
gobp,Positive Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043536),38,3,2.6,1.17,0.4786673501805799,0.6179160338694759,1065.0
kegg,Mineral absorption,38,3,2.6,1.17,0.4786673501805799,0.6852155903269945,209.0
gobp,Positive Regulation Of Synaptic Transmission (GO:0050806),38,3,2.6,1.17,0.4786673501805799,0.6179160338694759,1065.0
gobp,Cellular Response To Alcohol (GO:0097306),38,3,2.6,1.17,0.4786673501805799,0.6179160338694759,1065.0
kegg,Endometrial cancer,53,4,3.6,1.12,0.4853903738640813,0.6873198223601436,209.0
gobp,Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001236),53,4,3.6,1.12,0.4853903738640813,0.625836256858652,1065.0
kegg,Salmonella infection,215,15,14.5,1.03,0.4877414925869389,0.6873198223601436,209.0
gobp,Brain Development (GO:0007420),112,8,7.6,1.06,0.4885601038520066,0.6291614396643131,1065.0
hallmark,Hypoxia,171,12,11.6,1.04,0.48938200366960644,0.9515761182464568,35.0
kegg,Inflammatory mediator regulation of TRP channels,68,5,4.6,1.09,0.4900031269457483,0.6873198223601436,209.0
gobp,Positive Regulation Of Apoptotic Process (GO:0043065),216,15,14.6,1.03,0.4951281099876077,0.6343560968251624,1065.0
gobp,Positive Regulation Of Cellular Process (GO:0048522),423,29,28.6,1.01,0.4959445488053383,0.6343560968251624,1065.0
gobp,"Regulation Of Alternative mRNA Splicing, Via Spliceosome (GO:0000381)",39,3,2.6,1.14,0.496167726436958,0.6343560968251624,1065.0
gobp,Protein Homotetramerization (GO:0051289),39,3,2.6,1.14,0.496167726436958,0.6343560968251624,1065.0
gobp,Positive Regulation Of TOR Signaling (GO:0032008),39,3,2.6,1.14,0.496167726436958,0.6343560968251624,1065.0
gobp,Protein Monoubiquitination (GO:0006513),39,3,2.6,1.14,0.496167726436958,0.6343560968251624,1065.0
kegg,Cushing syndrome,113,8,7.6,1.05,0.49875877492214415,0.6949372263915208,209.0
gobp,Positive Regulation Of Organelle Assembly (GO:1902117),54,4,3.6,1.1,0.5001949732191222,0.6372101034430205,1065.0
gobp,Phosphatidylinositol Metabolic Process (GO:0046488),54,4,3.6,1.1,0.5001949732191222,0.6372101034430205,1065.0
gobp,Positive Regulation Of Peptidyl-Serine Phosphorylation (GO:0033138),54,4,3.6,1.1,0.5001949732191222,0.6372101034430205,1065.0
gobp,Regulation Of Peptidyl-Serine Phosphorylation (GO:0033135),69,5,4.7,1.07,0.5030688933842333,0.6401055811878238,1065.0
gobp,Nitrogen Compound Transport (GO:0071705),129,9,8.7,1.03,0.5103716374794571,0.6486226657704318,1065.0
gobp,Regulation Of Signal Transduction (GO:0009966),144,10,9.7,1.03,0.5117112339748954,0.6495500169049625,1065.0
kegg,Cholesterol metabolism,40,3,2.7,1.11,0.5133680059885782,0.7058810082342951,209.0
gobp,Regulation Of Fibroblast Proliferation (GO:0048145),40,3,2.7,1.11,0.5133680059885782,0.6508772933069474,1065.0
kegg,Long-term depression,40,3,2.7,1.11,0.5133680059885782,0.7058810082342951,209.0
gobp,Negative Regulation Of Kinase Activity (GO:0033673),55,4,3.7,1.08,0.5148115290515523,0.6511571002849206,1065.0
gobp,Regulation Of Rho Protein Signal Transduction (GO:0035023),55,4,3.7,1.08,0.5148115290515523,0.6511571002849206,1065.0
gobp,Negative Regulation Of Defense Response (GO:0031348),85,6,5.7,1.04,0.517064515265711,0.6532309712431579,1065.0
kegg,FoxO signaling pathway,115,8,7.8,1.03,0.5189678231757776,0.7089168303512255,209.0
gobp,Negative Regulation Of Protein Metabolic Process (GO:0051248),115,8,7.8,1.03,0.5189678231757776,0.6548586868272549,1065.0
gobp,Protein Polyubiquitination (GO:0000209),190,13,12.8,1.01,0.5230049312990742,0.6591718956609635,1065.0
gobp,Establishment Of Protein Localization To Organelle (GO:0072594),71,5,4.8,1.04,0.5287917881319714,0.6635919084587999,1065.0
gobp,Regulation Of Phosphorylation (GO:0042325),71,5,4.8,1.04,0.5287917881319714,0.6635919084587999,1065.0
gobp,Regulation Of Epithelial To Mesenchymal Transition (GO:0010717),71,5,4.8,1.04,0.5287917881319714,0.6635919084587999,1065.0
gobp,Positive Regulation Of Protein Polymerization (GO:0032273),56,4,3.8,1.06,0.5292269396202336,0.6635919084587999,1065.0
kegg,Melanoma,56,4,3.8,1.06,0.5292269396202336,0.7149828456554517,209.0
gobp,Negative Regulation Of Protein Catabolic Process (GO:0042177),41,3,2.8,1.08,0.5302504357731819,0.6635919084587999,1065.0
gobp,Autophagy Of Mitochondrion (GO:0000422),41,3,2.8,1.08,0.5302504357731819,0.6635919084587999,1065.0
kegg,Amino sugar and nucleotide sugar metabolism,41,3,2.8,1.08,0.5302504357731819,0.7149828456554517,209.0
gobp,Positive Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043280),87,6,5.9,1.02,0.5401800256923012,0.6736437088551531,1065.0
gobp,Response To Lipid (GO:0033993),87,6,5.9,1.02,0.5401800256923012,0.6736437088551531,1065.0
gobp,Neuron Differentiation (GO:0030182),87,6,5.9,1.02,0.5401800256923012,0.6736437088551531,1065.0
kegg,GnRH signaling pathway,72,5,4.9,1.03,0.5414296859286702,0.725376951019821,209.0
gobp,Positive Regulation Of Canonical Wnt Signaling Pathway (GO:0090263),72,5,4.9,1.03,0.5414296859286702,0.6744124158058875,1065.0
gobp,Fat Cell Differentiation (GO:0045444),57,4,3.9,1.04,0.543429269862836,0.6753234217081917,1065.0
gobp,Positive Regulation Of Cell-Substrate Adhesion (GO:0010811),57,4,3.9,1.04,0.543429269862836,0.6753234217081917,1065.0
kegg,Shigellosis,193,13,13.0,1.0,0.5462848046138795,0.727219899135674,209.0
gobp,Regulation Of Lipid Metabolic Process (GO:0019216),42,3,2.8,1.06,0.5467995620210948,0.6755702245388236,1065.0
gobp,Sprouting Angiogenesis (GO:0002040),42,3,2.8,1.06,0.5467995620210948,0.6755702245388236,1065.0
gobp,Response To Retinoic Acid (GO:0032526),42,3,2.8,1.06,0.5467995620210948,0.6755702245388236,1065.0
gobp,Chordate Embryonic Development (GO:0043009),42,3,2.8,1.06,0.5467995620210948,0.6755702245388236,1065.0
gobp,Positive Regulation Of Transport (GO:0051050),42,3,2.8,1.06,0.5467995620210948,0.6755702245388236,1065.0
kegg,Chronic myeloid leukemia,73,5,4.9,1.01,0.5539068599292675,0.7326995805393475,209.0
gobp,Phosphate-Containing Compound Metabolic Process (GO:0006796),134,9,9.1,0.99,0.5570773981592538,0.6854956343020315,1065.0
gobp,Negative Regulation Of Protein Binding (GO:0032091),58,4,3.9,1.02,0.5574077176578022,0.6854956343020315,1065.0
gobp,Positive Regulation Of Cell Cycle (GO:0045787),58,4,3.9,1.02,0.5574077176578022,0.6854956343020315,1065.0
gobp,Positive Regulation Of Response To Stimulus (GO:0048584),58,4,3.9,1.02,0.5574077176578022,0.6854956343020315,1065.0
gobp,Regulation Of Neuron Projection Development (GO:0010975),119,8,8.0,0.99,0.5584858186749254,0.686029292835981,1065.0
gobp,Protein Localization To Nucleus (GO:0034504),104,7,7.0,1.0,0.5603320433845458,0.6875041776550014,1065.0
gobp,RNA Modification (GO:0009451),43,3,2.9,1.03,0.5630021000823278,0.6884009604910207,1065.0
kegg,Legionellosis,43,3,2.9,1.03,0.5630021000823278,0.7400467856428081,209.0
gobp,Positive Regulation Of T Cell Differentiation (GO:0045582),43,3,2.9,1.03,0.5630021000823278,0.6884009604910207,1065.0
gobp,Membrane Lipid Biosynthetic Process (GO:0046467),43,3,2.9,1.03,0.5630021000823278,0.6884009604910207,1065.0
gobp,Negative Regulation Of Amide Metabolic Process (GO:0034249),74,5,5.0,1.0,0.5662153738155665,0.6915359783412596,1065.0
gobp,Positive Regulation Of Cell Migration (GO:0030335),226,15,15.3,0.98,0.5674400176863403,0.6922378222634048,1065.0
kegg,Apoptosis,120,8,8.1,0.99,0.5681497709196641,0.7407732925819452,209.0
kegg,Apelin signaling pathway,105,7,7.1,0.99,0.5706435411755655,0.7407732925819452,209.0
gobp,Purine Ribonucleotide Metabolic Process (GO:0009150),59,4,4.0,1.0,0.5711525773612625,0.6943807019289321,1065.0
gobp,Regulation Of Cell-Matrix Adhesion (GO:0001952),59,4,4.0,1.0,0.5711525773612625,0.6943807019289321,1065.0
gobp,Regulation Of Hydrolase Activity (GO:0051336),59,4,4.0,1.0,0.5711525773612625,0.6943807019289321,1065.0
gobp,Regulation Of Cold-Induced Thermogenesis (GO:0120161),121,8,8.2,0.98,0.5777187912696412,0.6989476722831345,1065.0
hallmark,TNF-alpha Signaling via NF-kB,182,12,12.3,0.98,0.5781036375499382,0.9700163224013556,35.0
gobp,Calcium Ion Transmembrane Transport (GO:0070588),44,3,3.0,1.01,0.5788468046513846,0.6989476722831345,1065.0
gobp,Insulin Receptor Signaling Pathway (GO:0008286),44,3,3.0,1.01,0.5788468046513846,0.6989476722831345,1065.0
kegg,Hedgehog signaling pathway,44,3,3.0,1.01,0.5788468046513846,0.7467838405687616,209.0
gobp,Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage (GO:0008630),44,3,3.0,1.01,0.5788468046513846,0.6989476722831345,1065.0
gobp,Positive Regulation Of Actin Filament Bundle Assembly (GO:0032233),44,3,3.0,1.01,0.5788468046513846,0.6989476722831345,1065.0
gobp,Endosome Organization (GO:0007032),44,3,3.0,1.01,0.5788468046513846,0.6989476722831345,1065.0
hallmark,Coagulation,106,7,7.2,0.98,0.5808408648564073,0.9700163224013556,35.0
gobp,Protein Autophosphorylation (GO:0046777),137,9,9.3,0.97,0.5842085880695719,0.7030486115978369,1065.0
gobp,Negative Regulation Of Supramolecular Fiber Organization (GO:1902904),60,4,4.1,0.99,0.5846552011126351,0.7030486115978369,1065.0
gobp,Positive Regulation Of Epithelial Cell Proliferation (GO:0050679),91,6,6.1,0.98,0.5848836336860879,0.7030486115978369,1065.0
gobp,Positive Regulation Of Wnt Signaling Pathway (GO:0030177),91,6,6.1,0.98,0.5848836336860879,0.7030486115978369,1065.0
hallmark,KRAS Signaling Dn,91,6,6.1,0.98,0.5848836336860879,0.9700163224013556,35.0
gobp,Positive Regulation Of Cell Differentiation (GO:0045597),214,14,14.5,0.97,0.589875879608746,0.7079586462253964,1065.0
gobp,ERAD Pathway (GO:0036503),76,5,5.1,0.97,0.5902979134724432,0.7079586462253964,1065.0
kegg,Human papillomavirus infection,260,17,17.6,0.97,0.5924672276735452,0.7596665679985948,209.0
gobp,Regulation Of Reactive Oxygen Species Metabolic Process (GO:2000377),45,3,3.0,0.99,0.5943243413783785,0.7104448743985974,1065.0
gobp,protein-DNA Complex Organization (GO:0071824),45,3,3.0,0.99,0.5943243413783785,0.7104448743985974,1065.0
gobp,Small GTPase Mediated Signal Transduction (GO:0007264),92,6,6.2,0.97,0.5957063594722511,0.7104448743985974,1065.0
gobp,Positive Regulation Of DNA Metabolic Process (GO:0051054),92,6,6.2,0.97,0.5957063594722511,0.7104448743985974,1065.0
gobp,Skeletal System Development (GO:0001501),92,6,6.2,0.97,0.5957063594722511,0.7104448743985974,1065.0
gobp,Exocytosis (GO:0006887),61,4,4.1,0.97,0.5979079583611161,0.7122729034167659,1065.0
kegg,Mitophagy,61,4,4.1,0.97,0.5979079583611161,0.7619680688870321,209.0
kegg,Hepatocellular carcinoma,139,9,9.4,0.96,0.6018641043796911,0.762361198880942,209.0
gobp,Vesicle Organization (GO:0016050),77,5,5.2,0.96,0.6020592594077608,0.7164168840997377,1065.0
gobp,Endosome To Lysosome Transport (GO:0008333),46,3,3.1,0.97,0.6094271606898383,0.7235673646986375,1065.0
gobp,RNA Catabolic Process (GO:0006401),46,3,3.1,0.97,0.6094271606898383,0.7235673646986375,1065.0
kegg,Protein digestion and absorption,62,4,4.2,0.95,0.6109041940254648,0.769150461152543,209.0
gobp,Protein K48-linked Ubiquitination (GO:0070936),62,4,4.2,0.95,0.6109041940254648,0.7245133258765257,1065.0
gobp,Positive Regulation Of Protein Catabolic Process (GO:0045732),78,5,5.3,0.95,0.6136265526342293,0.7269324566801492,1065.0
gobp,Negative Regulation Of Growth (GO:0045926),94,6,6.4,0.94,0.6168926853723442,0.7291794782703069,1065.0
gobp,Regulation Of Cytoskeleton Organization (GO:0051493),94,6,6.4,0.94,0.6168926853723442,0.7291794782703069,1065.0
hallmark,Myogenesis,141,9,9.5,0.94,0.619145196283325,0.9700163224013556,35.0
gobp,Regulation Of DNA Metabolic Process (GO:0051052),110,7,7.4,0.94,0.6204018901236377,0.7325144268089514,1065.0
gobp,Import Into Nucleus (GO:0051170),63,4,4.3,0.94,0.6236381856616058,0.7328766084228084,1065.0
gobp,Protein Import Into Nucleus (GO:0006606),63,4,4.3,0.94,0.6236381856616058,0.7328766084228084,1065.0
kegg,Fluid shear stress and atherosclerosis,126,8,8.5,0.94,0.6240089811120065,0.7809453715713135,209.0
gobp,Sensory Perception Of Mechanical Stimulus (GO:0050954),47,3,3.2,0.94,0.6241493744971711,0.7328766084228084,1065.0
gobp,Sodium Ion Transport (GO:0006814),47,3,3.2,0.94,0.6241493744971711,0.7328766084228084,1065.0
gobp,Selective Autophagy (GO:0061912),47,3,3.2,0.94,0.6241493744971711,0.7328766084228084,1065.0
gobp,Response To Endoplasmic Reticulum Stress (GO:0034976),95,6,6.4,0.93,0.6272478257279912,0.7357036722470381,1065.0
kegg,Chemical carcinogenesis,143,9,9.7,0.93,0.6360301959354726,0.7866625200894592,209.0
gobp,Peptidyl-Serine Phosphorylation (GO:0018105),143,9,9.7,0.93,0.6360301959354726,0.7420707456487692,1065.0
gobp,Positive Regulation Of Protein Localization To Membrane (GO:1905477),64,4,4.3,0.92,0.636105099976644,0.7420707456487692,1065.0
gobp,Regulation Of TOR Signaling (GO:0032006),64,4,4.3,0.92,0.636105099976644,0.7420707456487692,1065.0
gobp,Ubiquitin-Dependent ERAD Pathway (GO:0030433),64,4,4.3,0.92,0.636105099976644,0.7420707456487692,1065.0
kegg,ECM-receptor interaction,64,4,4.3,0.92,0.636105099976644,0.7866625200894592,209.0
gobp,Cellular Response To Organonitrogen Compound (GO:0071417),80,5,5.4,0.92,0.6361601791336396,0.7420707456487692,1065.0
gobp,Regulation Of Anatomical Structure Morphogenesis (GO:0022603),96,6,6.5,0.92,0.6374392975780336,0.7427492909415819,1065.0
hallmark,PI3K/AKT/mTOR  Signaling,96,6,6.5,0.92,0.6374392975780336,0.9700163224013556,35.0
gobp,Response To Metal Ion (GO:0010038),48,3,3.2,0.92,0.6384866363430302,0.7431565767271334,1065.0
gobp,Peptidyl-Serine Modification (GO:0018209),144,9,9.7,0.92,0.6443181267328444,0.7491253329372044,1065.0
gobp,Negative Regulation Of Developmental Process (GO:0051093),81,5,5.5,0.91,0.6471185064247897,0.7515607517365334,1065.0
kegg,RNA degradation,65,4,4.4,0.91,0.6483009489939263,0.7927856355443152,209.0
gobp,Regulation Of Protein Localization To Plasma Membrane (GO:1903076),65,4,4.4,0.91,0.6483009489939263,0.7521138460550452,1065.0
kegg,Synaptic vesicle cycle,49,3,3.3,0.91,0.6524360254240298,0.7927856355443152,209.0
gobp,Cholesterol Metabolic Process (GO:0008203),49,3,3.3,0.91,0.6524360254240298,0.7560874505730052,1065.0
kegg,Notch signaling pathway,49,3,3.3,0.91,0.6524360254240298,0.7927856355443152,209.0
gobp,Heart Development (GO:0007507),114,7,7.7,0.91,0.6578249824769186,0.7615039199325199,1065.0
kegg,Gap junction,66,4,4.5,0.9,0.6602225461418647,0.7976098967841024,209.0
gobp,Regulation Of Plasma Membrane Bounded Cell Projection Assembly (GO:0120032),66,4,4.5,0.9,0.6602225461418647,0.763449524040267,1065.0
gobp,Nucleosome Organization (GO:0034728),50,3,3.4,0.89,0.6659959348306514,0.7692712192050916,1065.0
gobp,Proteasomal Protein Catabolic Process (GO:0010498),194,12,13.1,0.92,0.6667017233110794,0.7692712192050916,1065.0
gobp,MAPK Cascade (GO:0000165),83,5,5.6,0.89,0.6684021474685393,0.7703985790627644,1065.0
gobp,Nervous System Development (GO:0007399),257,16,17.4,0.92,0.6701126670771478,0.7709257750336617,1065.0
gobp,Negative Regulation Of Multicellular Organismal Process (GO:0051241),179,11,12.1,0.91,0.6717122570240711,0.7709257750336617,1065.0
gobp,Negative Regulation Of Cell Cycle (GO:0045786),67,4,4.5,0.88,0.6718674625092719,0.7709257750336617,1065.0
kegg,Glioma,67,4,4.5,0.88,0.6718674625092719,0.8070132164622864,209.0
gobp,Positive Regulation Of Protein Localization To Nucleus (GO:1900182),67,4,4.5,0.88,0.6718674625092719,0.7709257750336617,1065.0
gobp,Vesicle-Mediated Transport (GO:0016192),335,21,22.6,0.93,0.6724789154988466,0.7709257750336617,1065.0
gobp,Positive Regulation Of Cell Growth (GO:0030307),84,5,5.7,0.88,0.6787225466566089,0.7765311549561188,1065.0
