feature,lfc_early,p_early,q_early,lfc_late,p_late,q_late,lfc_prog,p_prog,prog_sign_stable,class,ratio_early_late
NGFR,0.8515138019831285,0.07907705738692244,0.2674780321998646,-1.0938315498089421,0.15438346320886773,0.3941425305701979,-1.9453453517920707,0.013033175548338143,True,sign_reversal,-0.7784688621679098
NPY1R,1.395215799646862,0.08031180897670777,0.26942328937732146,-0.797014759510887,0.37140117930428307,0.6016746396899926,-2.192230559157749,0.011326316263573385,True,sign_reversal,-1.7505520230303888
NPY5R,1.5977574779147685,0.057001666694087925,0.2260962445878515,-0.9895172828455464,0.35813740412523776,0.5911695225688223,-2.587274760760315,0.0064887177384995364,True,sign_reversal,-1.61468375097008
NXPH2,0.7664689333874593,0.3827624565811696,0.6175897722072201,-1.407469076155159,0.12445521456888971,0.3534991182926957,-2.173938009542618,0.029894026446071042,True,sign_reversal,-0.5445724857282506
OLFM1,0.6426753559326093,0.3593875551725425,0.5953897541909109,-0.8788446067943774,0.33313022485202326,0.5711284831909982,-1.5215199627269866,0.028704344640048306,True,sign_reversal,-0.7312730270676572
PLK5,0.7288641111036724,0.40540739140832316,0.6365255811556557,-1.2706615487308186,0.25161400849087684,0.49930262607225,-1.999525659834491,0.025625226457807595,True,sign_reversal,-0.5736099528876808
PLPPR4,0.8704557547048835,0.24923408100755692,0.49095351143096927,-0.7763052523165024,0.2029637585424748,0.4504065095783844,-1.6467610070213858,0.03331701220943578,True,sign_reversal,-1.121280259417845
PLXNB3,0.6626505166131071,0.1884657373087879,0.4232577833911834,-0.6463174428563221,0.33443939610530515,0.5722163241443118,-1.3089679594694292,0.01967489772496985,True,sign_reversal,-1.0252709778102274
POU6F2,1.1353997219973242,0.09202515195149055,0.28900284235622936,-0.7759096932530678,0.2760675831310053,0.5212371743335467,-1.9113094152503922,0.021986866611504445,True,sign_reversal,-1.4633142643663384
PRELP,0.5951773069007684,0.11857309631173843,0.3293769034554786,-0.6563023132237893,0.07539212882971331,0.2784155885829171,-1.2514796201245577,0.009192477501668874,True,sign_reversal,-0.9068645575500537
PRR30,-1.31586465891554,0.03188362261452695,0.17321543108881074,1.4487265454387548,0.07132944669475783,0.272265255897444,2.7645912043542946,0.0004506253568747094,True,sign_reversal,-0.9082905694373283
PTGS2,1.4410438865448243,0.16413098232431766,0.3920806927155934,-1.0289496018511346,0.3321011517918304,0.5705327752102745,-2.469993488395959,0.013708305691448692,True,sign_reversal,-1.4004999700202132
PTPRT,-1.089421615601372,0.1335456001882343,0.35122147770435364,1.0325559759194183,0.19031936082147782,0.43591906288037663,2.1219775915207904,0.009054784719697444,True,sign_reversal,-1.0550726943702196
RAB6B,-0.7932579414753057,0.24016201679885313,0.4822327815464918,1.0006015130779868,0.2228687657388059,0.47098253859089223,1.7938594545532927,0.033347126356489086,True,sign_reversal,-0.7927810732917403
RANBP3L,1.9040033455028604,0.2078681391841145,0.4463116438495164,-1.4457141482419846,0.45527131070710836,0.6676764094683076,-3.349717493744845,0.018949462576690886,True,sign_reversal,-1.3169984867466118
RGS5,0.8038531015642079,0.13634843287929535,0.35440513309560573,-0.7106789023819378,0.2717111090347755,0.5174890444866251,-1.5145320039461456,0.0004251404652853872,True,sign_reversal,-1.1311059029190031
RHBDL2,-0.8206945291600671,0.2329316142171769,0.4740291861175206,1.2552594561887456,0.11487894617624646,0.3425501701704599,2.0759539853488125,0.00155135666612064,True,sign_reversal,-0.653804697597645
RIBC2,-0.7153489817172723,0.22946316133064412,0.46967989556877404,1.1031615854160184,0.08956536499344742,0.30325610569658157,1.8185105671332908,0.008571149288020427,True,sign_reversal,-0.6484534914687985
RYR3,-1.6053141990128867,0.12860111983141956,0.3440973375109435,0.9293848022487042,0.4919338350526843,0.6945582388241661,2.534699001261591,0.03222014098234464,True,sign_reversal,-1.727286905411762
SCRG1,-1.244448672313991,0.10722767046472877,0.31169932311215043,2.2331622416347146,0.011589982548991462,0.1272980313492465,3.4776109139487055,0.0015211177391463208,True,sign_reversal,-0.557258514008831
SDSL,-0.7180320360966732,0.1663978692012853,0.39551553309917836,0.7020444494496907,0.2683409842776526,0.5147131604197354,1.420076485546364,0.0009721971508315885,True,sign_reversal,-1.0227728980116781
SEPTIN3,1.363410355256058,0.215922232265659,0.45525268885510506,-1.124498237034834,0.3548319806688267,0.588508402919172,-2.487908592290892,0.020304553600585782,True,sign_reversal,-1.212461087401263
SLC14A2,4.096503612818331,0.07518900195806713,0.2600625151236827,-1.3209090819887308,0.6417122840116952,0.7970354208955698,-5.417412694807062,0.00763138936165858,True,sign_reversal,-3.101275983847979
