,lfc,t,p,s2,s2_post,df_total,n_a,n_b,q
CEBPD,-0.7499332961418127,-3.1734086222552484,0.005516942089994993,0.19457398811263563,0.2168144842216803,17.125622076805527,11,6,0.9561573610520071
CTSK,-1.109286408464253,-3.1663189512154384,0.005601884439155615,0.4910717974463675,0.47651116093566115,17.125622076805527,11,6,0.9561573610520071
ASIC2,-1.0718689418495708,-3.166269944298405,0.005602476040003793,0.45500459381028974,0.4449205972694284,17.125622076805527,11,6,0.9561573610520071
PLCL1,1.388469629078564,3.164280695976209,0.005626541614380317,0.8004748962123783,0.7475113301952566,17.125622076805527,11,6,0.9561573610520071
RALGPS2,0.8512431130905526,3.162964200319772,0.005642524073101224,0.2680822487313791,0.2811989430364357,17.125622076805527,11,6,0.9561573610520071
GPC4,1.2178300765281953,3.16212188403622,0.0056527732716781815,0.6044905173961914,0.5758524164893223,17.125622076805527,11,6,0.9561573610520071
PIM1,0.5383554590346028,3.1602321634715795,0.005675833630715893,0.0756675278777109,0.11266662345932438,17.125622076805527,11,6,0.9561573610520071
LOC109494820,-0.6655150460588225,-3.159647922829864,0.005682981802747635,0.143682651426084,0.17223975012590917,17.125622076805527,11,6,0.9561573610520071
FBXO16,-0.7915256691264845,-3.157858873800575,0.005704925732582689,0.22551555868848627,0.24391560536964468,17.125622076805527,11,6,0.9561573610520071
PCDH15,1.8989108115177757,3.157434217495106,0.005710146627020802,1.5502459019495476,1.4042212024333913,17.125622076805527,11,6,0.9561573610520071
ZFP42,-1.2036100848885507,-3.15635725683207,0.005723408228596104,0.5915744815133853,0.5645395113362599,17.125622076805527,11,6,0.9561573610520071
OXCT1,1.4840762721986462,3.1548164907212155,0.005742433614622974,0.9279116715159418,0.8591307283683837,17.125622076805527,11,6,0.9561573610520071
UBAP2,-0.39150228483068755,-3.1535009225396107,0.005758727320785568,0.015352756363238983,0.05983808568945211,17.125622076805527,11,6,0.9561573610520071
LOC102899281,1.1527683853721202,3.1457026570620097,0.005856245890128348,0.5422844190276062,0.5213673022351352,17.125622076805527,11,6,0.9561573610520071
DKKL1,-0.8348583058575013,-3.1380487803493127,0.005953532013398196,0.26076528973634194,0.27479016066150497,17.125622076805527,11,6,0.9561573610520071
SRGAP3,-1.1735564494552448,-3.1211703043549424,0.006173698596945211,0.573682390464969,0.5488681760397902,17.125622076805527,11,6,0.9561573610520071
ST6GALNAC5,-2.0370996178040004,-3.1131563152442823,0.006281007027925731,1.8449327866446508,1.66233172540314,17.125622076805527,11,6,0.9561573610520071
TTC23,-0.6275603058902286,-3.1104808659208567,0.00631723651196213,0.1274639743373114,0.15803412563877997,17.125622076805527,11,6,0.9561573610520071
CYSLTR1,1.0164091431784685,3.104153010657429,0.006403740647602694,0.42226200574432876,0.4162419998563394,17.125622076805527,11,6,0.9561573610520071
DTD1,-0.648410608527862,-3.093097860547905,0.006557657613832945,0.14182349233664346,0.17061134876235357,17.125622076805527,11,6,0.9561573610520071
NIPSNAP2,0.5539996239406905,3.079212487796775,0.006756111217603067,0.0905145864852941,0.1256708739393916,17.125622076805527,11,6,0.9561573610520071
NECTIN4,-1.1033692982652115,-3.0679901599333954,0.006920781991561578,0.5203378136227826,0.5021446965046134,17.125622076805527,11,6,0.9561573610520071
LOC123386050,0.8411245703930752,3.0627928074165642,0.00699836749187085,0.28133446213422103,0.2928062995547053,17.125622076805527,11,6,0.9561573610520071
WNT5B,-1.2499403083106797,-3.0528107901202057,0.007149767154131838,0.6901036795731145,0.6508393236448368,17.125622076805527,11,6,0.9561573610520071
HOXB9,-1.4568193646959788,-3.045355321119802,0.007264927131663025,0.9613798603753111,0.8884448654338317,17.125622076805527,11,6,0.9561573610520071
SPTBN2,-1.3197173370494892,-3.041656778001898,0.007322725934294355,0.781468263282276,0.7308637892958422,17.125622076805527,11,6,0.9561573610520071
S100A16,-0.6926577233512926,-3.0400241501268384,0.007348382249899635,0.17714402138377666,0.20154791464772104,17.125622076805527,11,6,0.9561573610520071
RUFY4,-0.8324147120722317,-3.0296097458543056,0.007514117596905495,0.2816584650378787,0.29309008740971393,17.125622076805527,11,6,0.9561573610520071
NMS,-0.7989976939354706,-3.0294614588540654,0.0075165035680545495,0.2553612338239402,0.27005685297069626,17.125622076805527,11,6,0.9561573610520071
GREB1L,2.0593532526586906,3.0266650869457354,0.007561636381118353,1.999062155353929,1.7973306480858027,17.125622076805527,11,6,0.9561573610520071
RCE1,-1.0337174654077959,-3.022828348184881,0.007623990652697182,0.4653895949634349,0.45401661822554623,17.125622076805527,11,6,0.9561573610520071
GLB1L,-0.48417902158189385,-3.0169909597627673,0.007719821724233218,0.06119514539472326,0.09999054452501052,17.125622076805527,11,6,0.9561573610520071
FGF2,0.8808508650459788,3.0158146689142127,0.007739274242838223,0.32516899981991665,0.3312001203652181,17.125622076805527,11,6,0.9561573610520071
NAALADL1,-0.7133679532452746,-3.0142327670486546,0.007765509743279097,0.19530483230454793,0.21745461646502415,17.125622076805527,11,6,0.9561573610520071
CAMK4,2.274733936726792,3.013720888864511,0.007774017674820516,2.4722902925393684,2.2118219889519253,17.125622076805527,11,6,0.9561573610520071
ZC4H2,-0.5352726829115896,-3.0126145744454695,0.007792436774277242,0.08696586531545503,0.1225626179409318,17.125622076805527,11,6,0.9561573610520071
F11R,-0.907327794064893,-3.012289055257765,0.007797864455299479,0.34918251550984236,0.352233092699504,17.125622076805527,11,6,0.9561573610520071
PLEKHA6,0.7700096132918599,3.010870404046134,0.00782156196845552,0.2369418453804555,0.25392366811976635,17.125622076805527,11,6,0.9561573610520071
ADORA1,-0.9555716768612932,-3.010522467889585,0.007827384688451722,0.39360858061025145,0.39114502089209663,17.125622076805527,11,6,0.9561573610520071
