,lfc,t,p,s2,s2_post,df_total,n_a,n_b,q
LOC109502036,-1.5833381802196396,-3.2414079714669732,0.007767390780936703,0.7492100399087788,0.6507415637905172,11.100032182358945,5,6,0.4593041911210709
LOC109502062,0.9873455653044874,1.1128983341522136,0.28927263125393965,2.594136840756277,2.146623822043464,11.100032182358945,5,6,0.8139104805991191
LOC109502063,-0.502329987962959,-0.36214281143446575,0.7240455790932234,6.4184813402439005,5.2474346962759,11.100032182358945,5,6,0.9514941654492093
LOC109502126,-0.03637169641986859,-0.09370719861622576,0.9270118265178139,0.453373821133634,0.4108750548259935,11.100032182358945,5,6,0.9902734408638134
LOC109502269,-0.15641752690633082,-0.5368931027364127,0.6019369381487758,0.2321260341850643,0.23148547740641193,11.100032182358945,5,6,0.9264719908223646
LOC109502313,-0.46322013276884233,-1.3178187831623318,0.2141142909959288,0.3622247532397599,0.3369706194542998,11.100032182358945,5,6,0.7709583167707402
LOC109502318,-0.698173587688534,-1.9254553113823931,0.08016587259782103,0.3888788950306956,0.35858202311308107,11.100032182358945,5,6,0.6308671608799616
LOC109502393,0.15911250459888637,0.44566859666906733,0.6644040672128605,0.3753672920277282,0.34762670108978366,11.100032182358945,5,6,0.9405759774264649
LOC109502478,0.4365625494515655,0.9523197467013106,0.36121210553949934,0.6534933948644802,0.573133698223445,11.100032182358945,5,6,0.8487762633444543
LOC109502516,0.014969577837806725,0.05092947110425703,0.9602866661503225,0.23722341415618184,0.23561847621095305,11.100032182358945,5,6,0.9953704756585167
LOC109502555,0.30088284607432403,0.4621225540729057,0.6529194101474388,1.372532216600476,1.156136457972984,11.100032182358945,5,6,0.9397997741950358
LOC109502560,0.8819238205113566,3.5549766543024983,0.0044509241630983735,0.1536400795494856,0.16784840139479154,11.100032182358945,5,6,0.4593041911210709
LOC109502579,-0.6773554597005416,-2.1571056346324466,0.05375915318761547,0.27829229050441157,0.2689174685977947,11.100032182358945,5,6,0.5954845320538921
LOC109502626,-2.036308250051341,-4.15772286424053,0.0015651389314571833,0.7534643022110437,0.6541909556563565,11.100032182358945,5,6,0.43372609554783853
LOC109502671,-0.5983831982264647,-1.5504892863171467,0.14905058785154185,0.4476193150437459,0.40620925260505014,11.100032182358945,5,6,0.715216255950814
LOC109502672,-0.43776992954435556,-1.0866293765742505,0.3002342088481723,0.4925593511290768,0.4426470140568393,11.100032182358945,5,6,0.8166522784375454
LOC109502720,0.3588737870983599,0.5557368799276178,0.5894164840809895,1.3492958954708014,1.1372962522211996,11.100032182358945,5,6,0.924383648959256
LOC109502747,-0.14120553469860697,-0.7278046553611441,0.481803736319926,0.07324113601217339,0.10266025779771283,11.100032182358945,5,6,0.8946146336615511
