,lfc,t,p,s2,s2_post,df_total,n_a,n_b,q
Rarres1,0.6035732175920219,5.008812852787681,0.0001931858250521291,0.03411506287081087,0.040211424573373844,13.955855331682496,4,9,0.01232071574449604
Mfsd1,-0.2919557087592555,-2.02762383832584,0.06213795795366947,0.05594029874406508,0.057414067399627115,13.955855331682496,4,9,0.2051460149967449
1110032F04Rik,-0.3494618793277733,-1.5835313976585144,0.1356924986122551,0.15420581377765719,0.1348669099291433,13.955855331682496,4,9,0.3186273944852288
Ift80,-0.08444846662251848,-0.8200488018714506,0.425973073740911,0.020356906125658367,0.02936725052600413,13.955855331682496,4,9,0.6158857143523645
Gm18588,-0.6888004242283929,-2.6674467852591457,0.0184308841047344,0.21736908501997806,0.1846521769122574,13.955855331682496,4,9,0.11165481726151051
Smc4,-0.072281319650918,-0.500650357162078,0.6244199231481229,0.05633112274131185,0.05772211472940666,13.955855331682496,4,9,0.7714332218773606
Trim59,0.34224620793450833,2.543348919732834,0.02346161172260888,0.04671747809127089,0.050144643579331225,13.955855331682496,4,9,0.1262759315562233
Kpna4,-0.0524349292373576,-0.39077325521886913,0.7018651835171434,0.04635614014302822,0.04985983714244835,13.955855331682496,4,9,0.8238445119628814
Gm22009,0.2394641340701269,1.105824518916842,0.28750149998061936,0.14785054450779228,0.12985768904607714,13.955855331682496,4,9,0.49248908797141333
Ppm1l,-0.16629155543125873,-1.3040821689301478,0.21330523695464831,0.040226836812139885,0.045028722528734216,13.955855331682496,4,9,0.4144716990433463
B3galnt1,-0.17062268253839585,-1.058302544303313,0.30789231683391505,0.07442054641721796,0.07198019176630714,13.955855331682496,4,9,0.5119905286699498
Nmd3,-0.025417562936767446,-0.2696932526580356,0.7913430041329441,0.014305156786197313,0.02459726393958929,13.955855331682496,4,9,0.8813888090531451
Sptssb,0.10732953440994852,0.239476688189441,0.814217319320802,0.6888223240161896,0.5562514451552533,13.955855331682496,4,9,0.8951502362348236
Pdcd10,-0.20093417062416474,-1.5646759464225823,0.14004607573974043,0.04103868974282485,0.04566862470780459,13.955855331682496,4,9,0.32410518065077215
Serpini1,0.6206249030405167,3.6253764946328086,0.0027690637138746937,0.0860598147048956,0.08115425871681475,13.955855331682496,4,9,0.043029049139232216
Golim4,0.007151961555178943,0.0604295501175318,0.952670372656836,0.03231066037963355,0.03878919519859015,13.955855331682496,4,9,0.9757274120189725
Gm9762,-0.16670000960035503,-0.904567994334984,0.3810447123912273,0.10241784648685118,0.0940476533046059,13.955855331682496,4,9,0.5774982228582055
Rapgef2,-0.08338785984627206,-0.6408434288918746,0.532007256750354,0.042585622197122634,0.04688791629494547,13.955855331682496,4,9,0.7025525282580992
Fnip2,-0.23394681342545942,-0.9929740380091635,0.33762805632963355,0.1781192713910851,0.15371548835704782,13.955855331682496,4,9,0.5388796983449867
Ppid,-0.08678273195139408,-0.7470196741161261,0.46745157860316655,0.030514322222951664,0.03737332212926688,13.955855331682496,4,9,0.6518189867616396
Etfdh,-0.4699970373956459,-2.324232386914472,0.03572352769715687,0.12676428241209037,0.11323750507740615,13.955855331682496,4,9,0.1552455017106544
4930579G24Rik,0.039528241105984185,0.380197218067174,0.7095227526631067,0.021075206280384173,0.02993341444173679,13.955855331682496,4,9,0.8285974865012241
Tmem144,-0.19596853802651726,-1.2383435289207945,0.23601535498588533,0.07108421512069928,0.06935049667492924,13.955855331682496,4,9,0.4385350809890577
Fam198b,0.2760288201907266,1.7620179469330952,0.09994518111832404,0.06931887747312813,0.0679590581953974,13.955855331682496,4,9,0.26790938210835535
Pdgfc,-0.21847987333620322,-1.8334101823795474,0.08815437971036717,0.03298975534875123,0.03932445760155703,13.955855331682496,4,9,0.2505820422591862
