collection	pathway	n_genes	state	cos	ceiling	gap_to_ceiling	random_lo95	random_hi95	above_random
KEGG	Prion disease	99	IRI_72h	0.7978	0.9028	0.1049	0.3376	0.7126	True
KEGG	Prion disease	99	IRI_7d	0.7676	0.9583	0.1906	0.2362	0.7152	True
KEGG	Prion disease	99	IRI_14d	0.7137	0.9439	0.2302	0.1911	0.6496	True
KEGG	Prion disease	99	IRI_28d	0.8348	0.9395	0.1047	0.1991	0.6838	True
KEGG	Prion disease	99	IRI_12mo	0.5191	0.9037	0.3846	0.0924	0.662	False
KEGG	Propanoate metabolism	30	cat_CKD12	0.952	0.7926	-0.1594	0.7733	0.97	False
KEGG	Propanoate metabolism	30	cat_CKD34	1.0	0.9261	-0.0739	1.0	1.0	False
KEGG	Propanoate metabolism	30	cat_med_CKD12	0.9217	0.9453	0.0235	0.5473	0.953	False
KEGG	Propanoate metabolism	30	cat_med_CKD34	0.9504	0.8637	-0.0866	0.6682	0.9477	True
KEGG	Propanoate metabolism	30	mouse_5D	0.6385	0.9333	0.2947	-0.11	0.7222	False
KEGG	Propanoate metabolism	30	mouse_2W	0.8199	0.9564	0.1366	0.112	0.7656	True
KEGG	Propanoate metabolism	30	mouse_3W	0.8403	0.9004	0.0601	0.0825	0.7801	True
KEGG	Propanoate metabolism	30	IRI_2h	0.572	0.9221	0.35	-0.1979	0.5625	True
KEGG	Propanoate metabolism	30	IRI_4h	0.7131	0.9206	0.2075	-0.1049	0.68	True
KEGG	Propanoate metabolism	30	IRI_24h	0.879	0.9472	0.0682	0.1401	0.7889	True
KEGG	Propanoate metabolism	30	IRI_48h	0.812	0.9438	0.1318	0.1794	0.776	True
KEGG	Propanoate metabolism	30	IRI_72h	0.8122	0.9141	0.1019	0.2199	0.8135	False
KEGG	Propanoate metabolism	30	IRI_7d	0.8256	0.9523	0.1267	0.1642	0.8143	True
KEGG	Propanoate metabolism	30	IRI_14d	0.717	0.9408	0.2238	0.1012	0.781	False
KEGG	Propanoate metabolism	30	IRI_28d	0.8044	0.9233	0.1189	0.0234	0.7997	True
KEGG	Propanoate metabolism	30	IRI_12mo	0.7277	0.8905	0.1627	-0.0106	0.7887	False
KEGG	Proteasome	32	cat_CKD12	0.9188	0.6599	-0.2588	0.7733	0.97	False
KEGG	Proteasome	32	cat_CKD34	1.0	0.7756	-0.2244	1.0	1.0	False
KEGG	Proteasome	32	cat_med_CKD12	0.8822	0.7691	-0.1131	0.5473	0.953	False
KEGG	Proteasome	32	cat_med_CKD34	0.4864	0.7708	0.2844	0.6682	0.9477	False
KEGG	Proteasome	32	mouse_5D	-0.1414	0.8622	1.0035	-0.11	0.7222	False
KEGG	Proteasome	32	mouse_2W	0.1991	0.876	0.6769	0.112	0.7656	False
KEGG	Proteasome	32	mouse_3W	0.0935	0.8504	0.757	0.0825	0.7801	False
KEGG	Proteasome	32	IRI_2h	0.3234	0.837	0.5137	-0.1979	0.5625	False
KEGG	Proteasome	32	IRI_4h	-0.2202	0.7163	0.9365	-0.1049	0.68	False
KEGG	Proteasome	32	IRI_24h	-0.1231	0.8582	0.9813	0.1401	0.7889	False
KEGG	Proteasome	32	IRI_48h	0.0312	0.8391	0.808	0.1794	0.776	False
KEGG	Proteasome	32	IRI_72h	0.3077	0.607	0.2993	0.2199	0.8135	False
KEGG	Proteasome	32	IRI_7d	0.5251	0.8508	0.3257	0.1642	0.8143	False
KEGG	Proteasome	32	IRI_14d	0.582	0.8248	0.2428	0.1012	0.781	False
KEGG	Proteasome	32	IRI_28d	0.7449	0.6944	-0.0505	0.0234	0.7997	False
KEGG	Proteasome	32	IRI_12mo	0.3184	0.8457	0.5274	-0.0106	0.7887	False
KEGG	Protein processing in endoplasmic reticulum	59	cat_CKD12	0.8552	0.7688	-0.0864	0.7683	0.9607	False
KEGG	Protein processing in endoplasmic reticulum	59	cat_CKD34	1.0	0.887	-0.113	1.0	1.0	False
KEGG	Protein processing in endoplasmic reticulum	59	cat_med_CKD12	0.6468	0.8153	0.1685	0.6132	0.9292	False
KEGG	Protein processing in endoplasmic reticulum	59	cat_med_CKD34	0.6993	0.6998	0.0006	0.7046	0.9424	False
KEGG	Protein processing in endoplasmic reticulum	59	mouse_5D	0.1126	0.8604	0.7478	-0.0554	0.6564	False
KEGG	Protein processing in endoplasmic reticulum	59	mouse_2W	0.2778	0.9297	0.6519	0.2149	0.7213	False
KEGG	Protein processing in endoplasmic reticulum	59	mouse_3W	0.3331	0.8293	0.4962	0.1529	0.7198	False
KEGG	Protein processing in endoplasmic reticulum	59	IRI_2h	-0.0469	0.8652	0.9121	-0.1588	0.47	False
KEGG	Protein processing in endoplasmic reticulum	59	IRI_4h	-0.1493	0.9267	1.0761	-0.0217	0.6035	False
KEGG	Protein processing in endoplasmic reticulum	59	IRI_24h	0.3723	0.9297	0.5574	0.2369	0.7239	False
KEGG	Protein processing in endoplasmic reticulum	59	IRI_48h	0.4784	0.9029	0.4245	0.2149	0.7277	False
KEGG	Protein processing in endoplasmic reticulum	59	IRI_72h	0.451	0.8177	0.3667	0.2557	0.7616	False
KEGG	Protein processing in endoplasmic reticulum	59	IRI_7d	0.3734	0.9267	0.5533	0.1777	0.7544	False
KEGG	Protein processing in endoplasmic reticulum	59	IRI_14d	0.3535	0.8958	0.5424	0.108	0.6979	False
KEGG	Protein processing in endoplasmic reticulum	59	IRI_28d	0.3479	0.8325	0.4846	0.0395	0.746	False
KEGG	Protein processing in endoplasmic reticulum	59	IRI_12mo	0.4233	0.7601	0.3368	-0.0007	0.7354	False
KEGG	Proteoglycans in cancer	47	cat_CKD12	0.9393	0.921	-0.0183	0.7683	0.9607	False
KEGG	Proteoglycans in cancer	47	cat_CKD34	1.0	0.9547	-0.0453	1.0	1.0	True
KEGG	Proteoglycans in cancer	47	cat_med_CKD12	0.8357	0.8786	0.0429	0.6132	0.9292	False
KEGG	Proteoglycans in cancer	47	cat_med_CKD34	0.7677	0.8473	0.0795	0.7046	0.9424	False
KEGG	Proteoglycans in cancer	47	mouse_5D	0.6956	0.9621	0.2665	-0.0554	0.6564	True
KEGG	Proteoglycans in cancer	47	mouse_2W	0.7618	0.9756	0.2138	0.2149	0.7213	True
KEGG	Proteoglycans in cancer	47	mouse_3W	0.7457	0.9556	0.2099	0.1529	0.7198	True
KEGG	Proteoglycans in cancer	47	IRI_2h	0.4683	0.8816	0.4133	-0.1588	0.47	False
KEGG	Proteoglycans in cancer	47	IRI_4h	0.4873	0.9304	0.4431	-0.0217	0.6035	False
KEGG	Proteoglycans in cancer	47	IRI_24h	0.6629	0.9703	0.3074	0.2369	0.7239	False
KEGG	Proteoglycans in cancer	47	IRI_48h	0.7741	0.9622	0.1881	0.2149	0.7277	True
KEGG	Proteoglycans in cancer	47	IRI_72h	0.8111	0.9525	0.1413	0.2557	0.7616	True
KEGG	Proteoglycans in cancer	47	IRI_7d	0.87	0.9718	0.1018	0.1777	0.7544	True
KEGG	Proteoglycans in cancer	47	IRI_14d	0.8633	0.9615	0.0983	0.108	0.6979	True
KEGG	Proteoglycans in cancer	47	IRI_28d	0.8902	0.9658	0.0756	0.0395	0.746	True
KEGG	Proteoglycans in cancer	47	IRI_12mo	0.8883	0.9567	0.0684	-0.0007	0.7354	True
KEGG	Purine metabolism	32	cat_CKD12	0.8743	0.6196	-0.2547	0.7733	0.97	False
KEGG	Purine metabolism	32	cat_CKD34	1.0	0.8604	-0.1396	1.0	1.0	False
KEGG	Purine metabolism	32	cat_med_CKD12	0.536	0.8238	0.2878	0.5473	0.953	False
KEGG	Purine metabolism	32	cat_med_CKD34	0.7937	0.6386	-0.1551	0.6682	0.9477	False
KEGG	Purine metabolism	32	mouse_5D	0.2844	0.9085	0.6241	-0.11	0.7222	False
KEGG	Purine metabolism	32	mouse_2W	0.3833	0.9235	0.5402	0.112	0.7656	False
KEGG	Purine metabolism	32	mouse_3W	0.3606	0.8722	0.5116	0.0825	0.7801	False
KEGG	Purine metabolism	32	IRI_2h	0.1651	0.7996	0.6345	-0.1979	0.5625	False
KEGG	Purine metabolism	32	IRI_4h	0.2951	0.7921	0.497	-0.1049	0.68	False
KEGG	Purine metabolism	32	IRI_24h	0.2475	0.9158	0.6683	0.1401	0.7889	False
KEGG	Purine metabolism	32	IRI_48h	0.34	0.8932	0.5533	0.1794	0.776	False
KEGG	Purine metabolism	32	IRI_72h	0.3531	0.8515	0.4983	0.2199	0.8135	False
KEGG	Purine metabolism	32	IRI_7d	0.3246	0.8994	0.5748	0.1642	0.8143	False
KEGG	Purine metabolism	32	IRI_14d	0.1799	0.8703	0.6904	0.1012	0.781	False
KEGG	Purine metabolism	32	IRI_28d	0.264	0.7135	0.4495	0.0234	0.7997	False
KEGG	Purine metabolism	32	IRI_12mo	0.2008	0.8703	0.6695	-0.0106	0.7887	False
KEGG	Pyruvate metabolism	33	cat_CKD12	0.9171	0.7555	-0.1616	0.7733	0.97	False
KEGG	Pyruvate metabolism	33	cat_CKD34	1.0	0.9034	-0.0966	1.0	1.0	False
KEGG	Pyruvate metabolism	33	cat_med_CKD12	0.7308	0.9144	0.1835	0.5473	0.953	False
KEGG	Pyruvate metabolism	33	cat_med_CKD34	0.9015	0.7302	-0.1714	0.6682	0.9477	False
KEGG	Pyruvate metabolism	33	mouse_5D	0.3671	0.8782	0.5111	-0.11	0.7222	False
KEGG	Pyruvate metabolism	33	mouse_2W	0.4888	0.9451	0.4564	0.112	0.7656	False
KEGG	Pyruvate metabolism	33	mouse_3W	0.4974	0.8588	0.3614	0.0825	0.7801	False
KEGG	Pyruvate metabolism	33	IRI_2h	0.4926	0.8766	0.3839	-0.1979	0.5625	False
KEGG	Pyruvate metabolism	33	IRI_4h	0.6306	0.8442	0.2136	-0.1049	0.68	False
KEGG	Pyruvate metabolism	33	IRI_24h	0.6093	0.9329	0.3236	0.1401	0.7889	False
KEGG	Pyruvate metabolism	33	IRI_48h	0.4982	0.9236	0.4254	0.1794	0.776	False
KEGG	Pyruvate metabolism	33	IRI_72h	0.5103	0.8872	0.3769	0.2199	0.8135	False
KEGG	Pyruvate metabolism	33	IRI_7d	0.4559	0.9371	0.4812	0.1642	0.8143	False
KEGG	Pyruvate metabolism	33	IRI_14d	0.3914	0.9175	0.5261	0.1012	0.781	False
KEGG	Pyruvate metabolism	33	IRI_28d	0.4532	0.8489	0.3956	0.0234	0.7997	False
KEGG	Pyruvate metabolism	33	IRI_12mo	0.3219	0.834	0.5121	-0.0106	0.7887	False
KEGG	RNA transport	46	cat_CKD12	0.8989	0.7397	-0.1592	0.7683	0.9607	False
KEGG	RNA transport	46	cat_CKD34	1.0	0.8531	-0.1469	1.0	1.0	False
KEGG	RNA transport	46	cat_med_CKD12	0.5902	0.684	0.0938	0.6132	0.9292	False
KEGG	RNA transport	46	cat_med_CKD34	0.6786	0.7271	0.0485	0.7046	0.9424	False
KEGG	RNA transport	46	mouse_5D	0.227	0.9042	0.6772	-0.0554	0.6564	False
KEGG	RNA transport	46	mouse_2W	0.1943	0.9206	0.7263	0.2149	0.7213	False
KEGG	RNA transport	46	mouse_3W	0.2259	0.8946	0.6687	0.1529	0.7198	False
KEGG	RNA transport	46	IRI_2h	0.1812	0.8753	0.6941	-0.1588	0.47	False
KEGG	RNA transport	46	IRI_4h	0.1412	0.8572	0.716	-0.0217	0.6035	False
KEGG	RNA transport	46	IRI_24h	0.2709	0.918	0.647	0.2369	0.7239	False
KEGG	RNA transport	46	IRI_48h	0.3832	0.8969	0.5136	0.2149	0.7277	False
KEGG	RNA transport	46	IRI_72h	0.3296	0.8453	0.5157	0.2557	0.7616	False
KEGG	RNA transport	46	IRI_7d	0.3301	0.9079	0.5779	0.1777	0.7544	False
KEGG	RNA transport	46	IRI_14d	0.3295	0.8823	0.5528	0.108	0.6979	False
KEGG	RNA transport	46	IRI_28d	0.1891	0.7748	0.5857	0.0395	0.746	False
KEGG	RNA transport	46	IRI_12mo	0.4452	0.7356	0.2904	-0.0007	0.7354	False
KEGG	Rap1 signaling pathway	31	cat_CKD12	0.8462	0.8367	-0.0095	0.7733	0.97	False
KEGG	Rap1 signaling pathway	31	cat_CKD34	1.0	0.9116	-0.0884	1.0	1.0	False
KEGG	Rap1 signaling pathway	31	cat_med_CKD12	0.7606	0.827	0.0665	0.5473	0.953	False
KEGG	Rap1 signaling pathway	31	cat_med_CKD34	0.8099	0.8248	0.0149	0.6682	0.9477	False
KEGG	Rap1 signaling pathway	31	mouse_5D	0.7207	0.9368	0.216	-0.11	0.7222	False
KEGG	Rap1 signaling pathway	31	mouse_2W	0.773	0.9533	0.1803	0.112	0.7656	True
KEGG	Rap1 signaling pathway	31	mouse_3W	0.786	0.9344	0.1483	0.0825	0.7801	True
KEGG	Rap1 signaling pathway	31	IRI_2h	0.459	0.8554	0.3964	-0.1979	0.5625	False
KEGG	Rap1 signaling pathway	31	IRI_4h	0.5601	0.9271	0.367	-0.1049	0.68	False
KEGG	Rap1 signaling pathway	31	IRI_24h	0.863	0.9507	0.0877	0.1401	0.7889	True
KEGG	Rap1 signaling pathway	31	IRI_48h	0.867	0.9415	0.0745	0.1794	0.776	True
KEGG	Rap1 signaling pathway	31	IRI_72h	0.8584	0.9269	0.0685	0.2199	0.8135	True
KEGG	Rap1 signaling pathway	31	IRI_7d	0.851	0.9485	0.0975	0.1642	0.8143	True
KEGG	Rap1 signaling pathway	31	IRI_14d	0.7715	0.9291	0.1576	0.1012	0.781	False
KEGG	Rap1 signaling pathway	31	IRI_28d	0.8084	0.9341	0.1257	0.0234	0.7997	True
KEGG	Rap1 signaling pathway	31	IRI_12mo	0.8435	0.907	0.0634	-0.0106	0.7887	True
KEGG	Regulation of actin cytoskeleton	62	cat_CKD12	0.8832	0.8443	-0.0389	0.7683	0.9607	False
KEGG	Regulation of actin cytoskeleton	62	cat_CKD34	1.0	0.9153	-0.0847	1.0	1.0	False
KEGG	Regulation of actin cytoskeleton	62	cat_med_CKD12	0.7617	0.7501	-0.0116	0.6132	0.9292	False
KEGG	Regulation of actin cytoskeleton	62	cat_med_CKD34	0.5903	0.7513	0.1611	0.7046	0.9424	False
KEGG	Regulation of actin cytoskeleton	62	mouse_5D	0.5563	0.9351	0.3788	-0.0554	0.6564	False
KEGG	Regulation of actin cytoskeleton	62	mouse_2W	0.6413	0.9552	0.3139	0.2149	0.7213	False
KEGG	Regulation of actin cytoskeleton	62	mouse_3W	0.631	0.9161	0.2851	0.1529	0.7198	False
KEGG	Regulation of actin cytoskeleton	62	IRI_2h	0.4629	0.836	0.3731	-0.1588	0.47	False
KEGG	Regulation of actin cytoskeleton	62	IRI_4h	0.4153	0.9168	0.5015	-0.0217	0.6035	False
KEGG	Regulation of actin cytoskeleton	62	IRI_24h	0.5949	0.9497	0.3548	0.2369	0.7239	False
KEGG	Regulation of actin cytoskeleton	62	IRI_48h	0.6498	0.9442	0.2944	0.2149	0.7277	False
KEGG	Regulation of actin cytoskeleton	62	IRI_72h	0.6964	0.9202	0.2238	0.2557	0.7616	False
KEGG	Regulation of actin cytoskeleton	62	IRI_7d	0.7722	0.9495	0.1773	0.1777	0.7544	True
KEGG	Regulation of actin cytoskeleton	62	IRI_14d	0.7794	0.9326	0.1531	0.108	0.6979	True
KEGG	Regulation of actin cytoskeleton	62	IRI_28d	0.7607	0.9359	0.1752	0.0395	0.746	True
KEGG	Regulation of actin cytoskeleton	62	IRI_12mo	0.767	0.904	0.1371	-0.0007	0.7354	True
KEGG	Retrograde endocannabinoid signaling	40	cat_CKD12	0.9471	0.8547	-0.0925	0.7733	0.97	False
KEGG	Retrograde endocannabinoid signaling	40	cat_CKD34	1.0	0.9617	-0.0383	1.0	1.0	False
KEGG	Retrograde endocannabinoid signaling	40	cat_med_CKD12	0.9651	0.9396	-0.0255	0.5473	0.953	True
KEGG	Retrograde endocannabinoid signaling	40	cat_med_CKD34	0.9186	0.8302	-0.0885	0.6682	0.9477	False
KEGG	Retrograde endocannabinoid signaling	40	mouse_5D	0.2404	0.9003	0.6599	-0.11	0.7222	False
KEGG	Retrograde endocannabinoid signaling	40	mouse_2W	0.644	0.9766	0.3326	0.112	0.7656	False
KEGG	Retrograde endocannabinoid signaling	40	mouse_3W	0.3697	0.8556	0.4858	0.0825	0.7801	False
KEGG	Retrograde endocannabinoid signaling	40	IRI_2h	-0.0283	0.8641	0.8923	-0.1979	0.5625	False
KEGG	Retrograde endocannabinoid signaling	40	IRI_4h	0.1802	0.8704	0.6902	-0.1049	0.68	False
KEGG	Retrograde endocannabinoid signaling	40	IRI_24h	0.7726	0.9744	0.2018	0.1401	0.7889	False
KEGG	Retrograde endocannabinoid signaling	40	IRI_48h	0.2683	0.9069	0.6386	0.1794	0.776	False
KEGG	Retrograde endocannabinoid signaling	40	IRI_72h	0.6036	0.7927	0.1891	0.2199	0.8135	False
KEGG	Retrograde endocannabinoid signaling	40	IRI_7d	0.5971	0.9456	0.3484	0.1642	0.8143	False
KEGG	Retrograde endocannabinoid signaling	40	IRI_14d	0.597	0.9374	0.3404	0.1012	0.781	False
KEGG	Retrograde endocannabinoid signaling	40	IRI_28d	0.7722	0.9085	0.1363	0.0234	0.7997	False
KEGG	Retrograde endocannabinoid signaling	40	IRI_12mo	-0.1626	0.7815	0.9441	-0.0106	0.7887	False
KEGG	Ribosome	66	cat_CKD12	0.9019	0.6684	-0.2336	0.7683	0.9607	False
KEGG	Ribosome	66	cat_CKD34	1.0	0.7216	-0.2784	1.0	1.0	False
KEGG	Ribosome	66	cat_med_CKD12	0.6146	0.0	-0.6146	0.6132	0.9292	False
KEGG	Ribosome	66	cat_med_CKD34	0.7598	0.8122	0.0525	0.7046	0.9424	False
KEGG	Ribosome	66	mouse_5D	0.5076	0.807	0.2994	-0.0554	0.6564	False
KEGG	Ribosome	66	mouse_2W	0.5925	0.8444	0.2519	0.2149	0.7213	False
KEGG	Ribosome	66	mouse_3W	0.5637	0.8391	0.2754	0.1529	0.7198	False
KEGG	Ribosome	66	IRI_2h	0.2347	0.6517	0.4169	-0.1588	0.47	False
KEGG	Ribosome	66	IRI_4h	0.3597	0.6583	0.2986	-0.0217	0.6035	False
KEGG	Ribosome	66	IRI_24h	0.6238	0.8462	0.2224	0.2369	0.7239	False
KEGG	Ribosome	66	IRI_48h	0.6036	0.8461	0.2425	0.2149	0.7277	False
KEGG	Ribosome	66	IRI_72h	0.625	0.842	0.217	0.2557	0.7616	False
KEGG	Ribosome	66	IRI_7d	0.6204	0.8468	0.2264	0.1777	0.7544	False
KEGG	Ribosome	66	IRI_14d	0.6871	0.8082	0.1211	0.108	0.6979	False
KEGG	Ribosome	66	IRI_28d	0.6291	0.8132	0.1841	0.0395	0.746	False
KEGG	Ribosome	66	IRI_12mo	0.6226	0.8401	0.2175	-0.0007	0.7354	False
KEGG	Salmonella infection	79	cat_CKD12	0.9395	0.8894	-0.0501	0.8359	0.95	False
KEGG	Salmonella infection	79	cat_CKD34	1.0	0.9183	-0.0817	1.0	1.0	False
KEGG	Salmonella infection	79	cat_med_CKD12	0.8213	0.8814	0.0601	0.6496	0.8933	False
KEGG	Salmonella infection	79	cat_med_CKD34	0.791	0.819	0.028	0.7463	0.9208	False
KEGG	Salmonella infection	79	mouse_5D	0.6543	0.9433	0.289	0.1002	0.5549	True
KEGG	Salmonella infection	79	mouse_2W	0.6553	0.956	0.3007	0.2545	0.6667	False
KEGG	Salmonella infection	79	mouse_3W	0.6877	0.9374	0.2497	0.2121	0.667	True
KEGG	Salmonella infection	79	IRI_2h	0.1999	0.8839	0.684	-0.0219	0.4034	False
KEGG	Salmonella infection	79	IRI_4h	0.3805	0.924	0.5434	0.0513	0.5267	False
KEGG	Salmonella infection	79	IRI_24h	0.6511	0.9535	0.3024	0.2857	0.6843	False
KEGG	Salmonella infection	79	IRI_48h	0.7031	0.9474	0.2443	0.2951	0.6625	True
KEGG	Salmonella infection	79	IRI_72h	0.7458	0.9247	0.1788	0.3376	0.7126	True
KEGG	Salmonella infection	79	IRI_7d	0.7803	0.9519	0.1716	0.2362	0.7152	True
KEGG	Salmonella infection	79	IRI_14d	0.6386	0.9277	0.2891	0.1911	0.6496	False
KEGG	Salmonella infection	79	IRI_28d	0.7343	0.9345	0.2003	0.1991	0.6838	True
KEGG	Salmonella infection	79	IRI_12mo	0.7475	0.899	0.1515	0.0924	0.662	True
KEGG	Shigellosis	51	cat_CKD12	0.9196	0.9132	-0.0064	0.7683	0.9607	False
KEGG	Shigellosis	51	cat_CKD34	1.0	0.9283	-0.0717	1.0	1.0	False
KEGG	Shigellosis	51	cat_med_CKD12	0.8436	0.8954	0.0517	0.6132	0.9292	False
KEGG	Shigellosis	51	cat_med_CKD34	0.8475	0.8673	0.0198	0.7046	0.9424	False
KEGG	Shigellosis	51	mouse_5D	0.6295	0.9413	0.3119	-0.0554	0.6564	False
KEGG	Shigellosis	51	mouse_2W	0.7112	0.9614	0.2502	0.2149	0.7213	False
KEGG	Shigellosis	51	mouse_3W	0.6721	0.9349	0.2628	0.1529	0.7198	False
KEGG	Shigellosis	51	IRI_2h	-0.0276	0.8752	0.9027	-0.1588	0.47	False
KEGG	Shigellosis	51	IRI_4h	0.5017	0.8636	0.3619	-0.0217	0.6035	False
KEGG	Shigellosis	51	IRI_24h	0.6218	0.9565	0.3347	0.2369	0.7239	False
KEGG	Shigellosis	51	IRI_48h	0.6139	0.9405	0.3266	0.2149	0.7277	False
KEGG	Shigellosis	51	IRI_72h	0.6769	0.9066	0.2297	0.2557	0.7616	False
KEGG	Shigellosis	51	IRI_7d	0.7723	0.9559	0.1836	0.1777	0.7544	True
KEGG	Shigellosis	51	IRI_14d	0.6471	0.9326	0.2855	0.108	0.6979	False
KEGG	Shigellosis	51	IRI_28d	0.766	0.9376	0.1716	0.0395	0.746	True
KEGG	Shigellosis	51	IRI_12mo	0.7671	0.9126	0.1455	-0.0007	0.7354	True
KEGG	Spinocerebellar ataxia	44	cat_CKD12	0.8983	0.6215	-0.2768	0.7683	0.9607	False
KEGG	Spinocerebellar ataxia	44	cat_CKD34	1.0	0.7545	-0.2455	1.0	1.0	False
KEGG	Spinocerebellar ataxia	44	cat_med_CKD12	0.5405	0.7822	0.2416	0.6132	0.9292	False
KEGG	Spinocerebellar ataxia	44	cat_med_CKD34	0.3705	0.59	0.2196	0.7046	0.9424	False
KEGG	Spinocerebellar ataxia	44	mouse_5D	-0.0353	0.8447	0.88	-0.0554	0.6564	False
KEGG	Spinocerebellar ataxia	44	mouse_2W	0.0026	0.8604	0.8579	0.2149	0.7213	False
KEGG	Spinocerebellar ataxia	44	mouse_3W	-0.0788	0.8255	0.9043	0.1529	0.7198	False
KEGG	Spinocerebellar ataxia	44	IRI_2h	0.3752	0.8008	0.4256	-0.1588	0.47	False
KEGG	Spinocerebellar ataxia	44	IRI_4h	0.4814	0.7868	0.3054	-0.0217	0.6035	False
KEGG	Spinocerebellar ataxia	44	IRI_24h	-0.0053	0.8529	0.8583	0.2369	0.7239	False
KEGG	Spinocerebellar ataxia	44	IRI_48h	-0.1742	0.8153	0.9895	0.2149	0.7277	False
KEGG	Spinocerebellar ataxia	44	IRI_72h	0.2706	0.717	0.4465	0.2557	0.7616	False
KEGG	Spinocerebellar ataxia	44	IRI_7d	0.2887	0.8368	0.5481	0.1777	0.7544	False
KEGG	Spinocerebellar ataxia	44	IRI_14d	0.3497	0.7959	0.4462	0.108	0.6979	False
KEGG	Spinocerebellar ataxia	44	IRI_28d	0.5055	0.5742	0.0687	0.0395	0.746	False
KEGG	Spinocerebellar ataxia	44	IRI_12mo	0.0205	0.7787	0.7581	-0.0007	0.7354	False
KEGG	Spliceosome	52	cat_CKD12	0.8184	0.5337	-0.2847	0.7683	0.9607	False
KEGG	Spliceosome	52	cat_CKD34	1.0	0.7291	-0.2709	1.0	1.0	True
KEGG	Spliceosome	52	cat_med_CKD12	0.3192	0.6262	0.307	0.6132	0.9292	False
KEGG	Spliceosome	52	cat_med_CKD34	0.6533	0.6896	0.0363	0.7046	0.9424	False
KEGG	Spliceosome	52	mouse_5D	0.302	0.8268	0.5248	-0.0554	0.6564	False
KEGG	Spliceosome	52	mouse_2W	0.1942	0.849	0.6548	0.2149	0.7213	False
KEGG	Spliceosome	52	mouse_3W	0.2659	0.8107	0.5448	0.1529	0.7198	False
KEGG	Spliceosome	52	IRI_2h	-0.2712	0.7679	1.0391	-0.1588	0.47	False
KEGG	Spliceosome	52	IRI_4h	-0.1029	0.8203	0.9231	-0.0217	0.6035	False
KEGG	Spliceosome	52	IRI_24h	0.3209	0.8454	0.5244	0.2369	0.7239	False
KEGG	Spliceosome	52	IRI_48h	0.395	0.8294	0.4344	0.2149	0.7277	False
KEGG	Spliceosome	52	IRI_72h	0.3569	0.7525	0.3957	0.2557	0.7616	False
KEGG	Spliceosome	52	IRI_7d	0.2085	0.8408	0.6323	0.1777	0.7544	False
KEGG	Spliceosome	52	IRI_14d	-0.0365	0.7618	0.7983	0.108	0.6979	False
KEGG	Spliceosome	52	IRI_28d	-0.1038	0.5702	0.674	0.0395	0.746	False
KEGG	Spliceosome	52	IRI_12mo	0.2569	0.6707	0.4138	-0.0007	0.7354	False
KEGG	Thermogenesis	60	cat_CKD12	0.929	0.784	-0.145	0.7683	0.9607	False
KEGG	Thermogenesis	60	cat_CKD34	1.0	0.9419	-0.0581	1.0	1.0	False
KEGG	Thermogenesis	60	cat_med_CKD12	0.9008	0.9261	0.0253	0.6132	0.9292	False
KEGG	Thermogenesis	60	cat_med_CKD34	0.9016	0.7941	-0.1075	0.7046	0.9424	False
KEGG	Thermogenesis	60	mouse_5D	-0.0794	0.9291	1.0086	-0.0554	0.6564	False
KEGG	Thermogenesis	60	mouse_2W	0.5079	0.9654	0.4575	0.2149	0.7213	False
KEGG	Thermogenesis	60	mouse_3W	0.243	0.8633	0.6203	0.1529	0.7198	False
KEGG	Thermogenesis	60	IRI_2h	0.2911	0.872	0.5809	-0.1588	0.47	False
KEGG	Thermogenesis	60	IRI_4h	0.5102	0.8647	0.3545	-0.0217	0.6035	False
KEGG	Thermogenesis	60	IRI_24h	0.6485	0.9586	0.3101	0.2369	0.7239	False
KEGG	Thermogenesis	60	IRI_48h	0.2071	0.8854	0.6783	0.2149	0.7277	False
KEGG	Thermogenesis	60	IRI_72h	0.4233	0.8162	0.3929	0.2557	0.7616	False
KEGG	Thermogenesis	60	IRI_7d	0.5695	0.9338	0.3642	0.1777	0.7544	False
KEGG	Thermogenesis	60	IRI_14d	0.6526	0.9095	0.2569	0.108	0.6979	False
KEGG	Thermogenesis	60	IRI_28d	0.7645	0.8749	0.1104	0.0395	0.746	True
KEGG	Thermogenesis	60	IRI_12mo	-0.1069	0.8492	0.9561	-0.0007	0.7354	False
KEGG	Tight junction	47	cat_CKD12	0.916	0.8702	-0.0458	0.7683	0.9607	False
KEGG	Tight junction	47	cat_CKD34	1.0	0.9049	-0.0951	1.0	1.0	False
KEGG	Tight junction	47	cat_med_CKD12	0.8184	0.8549	0.0365	0.6132	0.9292	False
KEGG	Tight junction	47	cat_med_CKD34	0.818	0.8074	-0.0105	0.7046	0.9424	False
KEGG	Tight junction	47	mouse_5D	0.4657	0.9373	0.4716	-0.0554	0.6564	False
KEGG	Tight junction	47	mouse_2W	0.5774	0.9492	0.3718	0.2149	0.7213	False
KEGG	Tight junction	47	mouse_3W	0.5564	0.907	0.3505	0.1529	0.7198	False
KEGG	Tight junction	47	IRI_2h	0.0912	0.8591	0.7679	-0.1588	0.47	False
KEGG	Tight junction	47	IRI_4h	0.318	0.907	0.589	-0.0217	0.6035	False
KEGG	Tight junction	47	IRI_24h	0.5175	0.9444	0.4269	0.2369	0.7239	False
KEGG	Tight junction	47	IRI_48h	0.5428	0.9382	0.3954	0.2149	0.7277	False
