groupA_gene	groupB_gene	groupA_expr_rank	groupB_expr_rank
NDUFA7	GUCD1	0.836909	0.843553
COA3	FBXW5	0.836922	0.843572
ACAD9	SRP14	0.83719	0.843637
KLC4	SH3BP5	0.837235	0.843674
HNRNPH1	CDIPT	0.837243	0.843766
LETM1	EMC3	0.837243	0.844081
MAPK3	NR2F6	0.838045	0.844348
ACTR1A	THNSL2	0.838154	0.84462
TMED10	FURIN	0.838473	0.844948
GAA	REN	0.838656	0.844963
PSME3	MAGED1	0.838747	0.844977
ACMSD	PKD2	0.840049	0.845159
ANP32B	OAZ2	0.840734	0.845806
SEC31A	UBE2R2	0.840924	0.845893
RALY	ABHD2	0.841478	0.84605
NQO1	GRAMD1B	0.84149	0.846415
AHSA1	BAG6	0.841593	0.84643
SAR1B	DDR1	0.841759	0.846453
SNX2	PAPOLA	0.841884	0.846573
ACLY	YIPF3	0.842106	0.846683
CISD1	BHLHE40	0.842142	0.84682
COASY	GPR137B	0.842158	0.846873
CHCHD3	GINM1	0.842178	0.847193
AP1B1	DCAF8	0.842239	0.847267
RBM47	UCK1	0.842758	0.847305
CORO1B	NISCH	0.842979	0.847707
ATOX1	JAK1	0.843045	0.847801
NAGA	DEF8	0.84305	0.847912
PSMA2	HMGN1	0.843338	0.848426
SPAG9	PTPRF	0.843363	0.848487
PSMA1	GJB1	0.843585	0.848754
HNRNPA3	NDUFB3	0.844348	0.848942
NDUFA5	TMEM252	0.844436	0.848951
ACSL5	UBE2D3	0.844939	0.849006
MPDU1	MSRB1	0.845014	0.849551
IK	UBL5	0.845049	0.849562
FKBP9	DNAJC22	0.845191	0.849949
UBE2M	PIGQ	0.845334	0.850267
MTCH2	CHTOP	0.845369	0.851014
SEC61A1	ROMO1	0.845695	0.851066
FABP3	NCOA4	0.845848	0.851339
SUMO1	SCOC	0.846052	0.851657
ACE2	SRSF6	0.846102	0.851659
ADD1	TMEM106A	0.8464	0.85216
SERPINH1	USP8	0.846478	0.853157
H6PD	RSRP1	0.846581	0.853206
PSMD13	ABHD17A	0.846935	0.853406
ARPC5	MPC2	0.846938	0.854144
GLS	MAPKAPK2	0.847037	0.854172
ADD3	EPS8	0.847189	0.854325
PEX5	SET	0.847227	0.854422
MME	PDZD3	0.84771	0.855382
ARCN1	SLC44A4	0.847863	0.855596
RTN4	MAP1LC3B	0.847961	0.856487
MCCC1	MIA2	0.848175	0.856751
LAMTOR5	HOXD8	0.848298	0.857088
ATP6V1F	AAMP	0.848418	0.857695
VPS35	GRB7	0.84853	0.85801
RBBP7	OSBPL9	0.84888	0.858012
EIF3M	PDK2	0.84902	0.85802
NDUFA11	CHD4	0.849257	0.859084
ETF1	GLYR1	0.849461	0.859675
LPGAT1	CMTM6	0.849725	0.859788
GCLC	F11R	0.849737	0.85984
DAG1	TFCP2L1	0.849784	0.859966
COBLL1	COPE	0.849893	0.860008
SDF4	TOMM22	0.850269	0.860143
EPS8L2	STARD7	0.850566	0.8605
RENBP	RAB11A	0.850789	0.861128
AMDHD2	ENPP5	0.851176	0.861191
HSD17B10	PGPEP1	0.85124	0.861202
ACSS1	RHOB	0.851443	0.861767
RPS15A	DDC	0.851733	0.862147
FAHD1	GALNS	0.85243	0.862867
FKBP2	TMBIM4	0.852497	0.863001
PLIN2	MAF1	0.852548	0.863516
PSMB6	MGRN1	0.853359	0.863683
OCIAD1	S100A11	0.853686	0.863712
AUP1	CXXC5	0.854087	0.863832
CSRP1	PANK1	0.854122	0.864414
POR	JUND	0.855035	0.864465
SF3B1	TGOLN2	0.855066	0.864842
APEH	VAMP8	0.855684	0.865003
ACAT2	ID2	0.856367	0.865158
SNX9	PAIP2	0.856779	0.865545
GSPT1	ATXN10	0.857129	0.865551
ENG	HIGD2A	0.857137	0.865724
VAPA	SLC25A30	0.857233	0.866493
MTOR	EVC	0.857562	0.86665
GFM1	SLC16A4	0.857743	0.86669
SCPEP1	SHISA5	0.857768	0.866914
C1QBP	CHMP2A	0.857961	0.866992
DCTN2	ADTRP	0.858022	0.867159
MSN	TMX2	0.858124	0.867555
DNAJA1	PI4KA	0.858368	0.867842
LASP1	PRR13	0.858511	0.868775
DDX1	BGN	0.858594	0.869357
GDI1	BRK1	0.859423	0.869762
NDRG2	RNF128	0.860212	0.870397
NAP1L1	NFE2L2	0.860291	0.870718
PDCD6IP	SPCS1	0.860314	0.871139
NDUFA6	NACA	0.860328	0.871278
STX7	WNK4	0.861004	0.871604
NUDC	TEX264	0.861403	0.87179
GPS1	LAPTM4B	0.861946	0.87208
PSMA7	RNF187	0.861957	0.872431
CRYAB	ESRRA	0.861994	0.872527
MYO1C	ITM2C	0.862019	0.872578
PSMD3	EPAS1	0.862328	0.873111
GM2A	TMPRSS2	0.862723	0.87334
GSR	SDC2	0.863001	0.87364
MTPN	RGL1	0.863133	0.873758
ETFDH	SSR3	0.863326	0.874091
ARPC1A	NINJ1	0.863476	0.874454
JUP	TEF	0.863927	0.874492
GLB1	ITFG1	0.864069	0.876234
HNRNPL	JTB	0.864413	0.876251
GLTP	AGPAT3	0.864523	0.877086
COL18A1	TOMM20	0.864931	0.877465
EIF3I	WLS	0.86569	0.877591
IDH3A	TMEM259	0.865749	0.877929
RAB5B	MCL1	0.866343	0.877952
SEC13	TMEM30A	0.86706	0.878666
COPB1	WWP1	0.867278	0.878791
COL4A2	SCNN1A	0.867767	0.878944
CCT7	MAF	0.868047	0.878969
SNX5	EI24	0.868569	0.8801
SCAMP2	MPC1	0.868632	0.88045
FAM162A	CREG1	0.868737	0.880469
MYH9	G0S2	0.868974	0.880861
SYAP1	KIDINS220	0.869219	0.882014
CSNK2B	EMC10	0.869485	0.882383
EIF3A	GPAM	0.869582	0.882744
HSPA4	LY6E	0.869971	0.883008
MPST	TBC1D13	0.869995	0.883085
GTF2I	KL	0.870211	0.883414
NDUFS6	ERRFI1	0.870218	0.884291
GIPC2	KXD1	0.870692	0.885437
GLDC	ATF4	0.871142	0.885464
HNRNPUL2	WNK1	0.87116	0.885609
ANXA5	NFE2L1	0.871175	0.885809
GNPAT	SLC7A7	0.871438	0.88601
SPR	FGF1	0.871517	0.886297
PTBP1	UNC119B	0.871742	0.88663
ARPC3	CHMP4B	0.872033	0.887939
GCAT	TMEM37	0.872063	0.887965
ASPDH	SRSF5	0.87247	0.888213
SF3B2	HNF1B	0.872838	0.888261
TPM3	CTDSP2	0.873233	0.88872
GNB2	GLIS2	0.873912	0.888811
ALAD	PLEKHB2	0.874034	0.889172
KMO	BRI3	0.874311	0.889618
TLN1	ARF3	0.874654	0.889623
MYL9	SLC7A8	0.874674	0.889839
RNH1	DEGS1	0.874904	0.890981
MFN2	NDUFA1	0.874932	0.891159
NCL	DDRGK1	0.875404	0.89162
DNAJA3	TCEA3	0.875607	0.891711
ENPP6	ADI1	0.875645	0.892197
MCFD2	CLDN10	0.875858	0.892269
CDH1	NDUFB11	0.875956	0.892493
DDX17	XBP1	0.87629	0.893244
CCT3	SERP1	0.876521	0.893827
GSN	GHR	0.876851	0.894246
TXN2	NDUFC2	0.877266	0.894459
PYROXD2	RAD21	0.877269	0.894714
CSRP2	TCF25	0.878026	0.895008
SLC25A10	CTDSP1	0.878218	0.895132
HMGB1	KDELR1	0.878264	0.895641
DCTN3	SMDT1	0.878533	0.896135
DHRS1	ERGIC3	0.878664	0.896184
GSS	CLPTM1L	0.879021	0.896847
NDUFV3	TM7SF3	0.879229	0.897783
ACTR3	SLC67A1	0.879624	0.897916
NDUFA12	RABAC1	0.879668	0.898916
CTTN	PXMP4	0.879926	0.899924
GPRC5C	CDKL1	0.880435	0.900136
HSDL2	SARAF	0.880498	0.90016
STIP1	SGK2	0.880699	0.900232
REEP5	ENPP2	0.881365	0.901196
EWSR1	RER1	0.881933	0.901776
PSMC1	SLC7A9	0.882778	0.901933
EIF3F	KRT8	0.882821	0.902465
PRPF8	COL4A1	0.882989	0.902618
TMED2	NDUFA3	0.883019	0.902856
MRPL28	SLC16A9	0.883956	0.903432
HSD17B12	VEGFA	0.884885	0.904655
EIF3E	LRP10	0.885094	0.905062
CAPZB	ADIPOR1	0.885153	0.905147
UPB1	TAX1BP1	0.886523	0.906423
SDCBP	AQP3	0.886585	0.906501
ACTR2	ARL6IP1	0.887443	0.907056
DNAJA2	HTRA1	0.888555	0.907933
SRSF2	NBR1	0.888593	0.907974
LONP2	KCNJ15	0.888652	0.908147
MYO6	CHP1	0.88878	0.908753
QPRT	FUCA2	0.889612	0.909593
GLG1	RPS27L	0.890068	0.909716
HNRNPAB	ATP6V0B	0.890397	0.910227
ITGB5	SLC31A1	0.890832	0.910753
CCT4	RHOC	0.890871	0.910758
HPD	APOE	0.891738	0.91155
ACSM5	EIF4EBP2	0.891977	0.911563
ADK	SLC6A6	0.892769	0.912055
TKT	SAMM50	0.892791	0.912367
ASAH1	MTCH1	0.892813	0.912397
NNT	PSMB7	0.893019	0.912443
M6PR	TMEM176B	0.893707	0.91318
UGP2	POLDIP2	0.894167	0.913454
SLC25A13	VDR	0.894535	0.91347
FKBP1A	CCND1	0.895797	0.914825
SUCLA2	OS9	0.896195	0.914916
PSMD8	MKNK2	0.896322	0.915221
PSMB1	MLF2	0.89659	0.915758
NFS1	RPL39	0.897623	0.915855
ATP6V1B1	CALM3	0.897878	0.916091
AHCYL1	PPDPF	0.898058	0.916456
RBM39	TMEM52B	0.898308	0.918222
NONO	ATP6AP2	0.898351	0.91833
CAPRIN1	UBC	0.898747	0.918573
APMAP	NDFIP1	0.899556	0.919325
NDUFB10	SSR2	0.90008	0.919326
PACSIN2	CYSTM1	0.900284	0.919508
HNRNPA1	SPARC	0.90142	0.920936
PPT1	HMGCL	0.901593	0.92154
GNAI2	PPP1CA	0.901838	0.921721
ACADSB	MGAT4B	0.902662	0.922622
YWHAQ	AMFR	0.903244	0.92293
NDUFS5	CYBA	0.903694	0.923587
ATP6V0D1	RPL35	0.905317	0.924416
SPTAN1	TSPAN3	0.905417	0.924799
CUBN	TPP1	0.905663	0.925214
GGT1	CALM2	0.906255	0.925409
CLUH	EEF1B2	0.906356	0.925469
NUCB1	GLUL	0.906505	0.925897
CCT2	UQCR10	0.906518	0.926047
ACSL1	MAL	0.90778	0.927735
TALDO1	RNF10	0.9081	0.927753
SURF4	WWC1	0.909119	0.928588
AADAT	SEC62	0.909297	0.92929
CTSH	SLC6A8	0.909855	0.929847
CCT8	TMEM147	0.911033	0.930202
RPL22	CDHR5	0.911318	0.930317
NDUFB8	TINAG	0.911411	0.930766
TCP1	KCNK5	0.911794	0.930831
RHOA	TSC22D1	0.912102	0.930856
ENPEP	FKBP8	0.912724	0.93132
PHB2	NADK	0.912923	0.931896
GANAB	IGFBP3	0.913133	0.932545
RAC1	RPS19	0.913382	0.933377
DECR1	SPINT2	0.914227	0.934217
MPP1	PTMS	0.914343	0.93431
TUBA4A	CALM1	0.914986	0.934465
NCKAP1	CHD3	0.915094	0.935036
HYKK	AQP2	0.915276	0.935143
CSDE1	WBP2	0.915426	0.935402
PSMB4	SERINC1	0.915475	0.93546
AIFM1	NOX4	0.91624	0.936169
PCCA	HERPUD1	0.917256	0.937222
PSMB5	SMIM24	0.918505	0.938331
GNG12	RAB11FIP3	0.918702	0.938517
COMT	ATP6AP1	0.9195	0.939364
GNB1	ODC1	0.91979	0.939623
IDH3B	LAPTM4A	0.921208	0.941149
ATP2A2	CCNG1	0.921573	0.94148
BCAP31	CTSA	0.921965	0.941961
SDHC	PKP4	0.922146	0.942098
HINT2	PRELID1	0.923624	0.943194
SUSD2	PRNP	0.924318	0.944273
ADH5	BNIP3	0.924473	0.944436
ECHS1	PRSS8	0.925487	0.945479
SLC25A1	ABCA3	0.925946	0.945791
DDB1	IGFBP5	0.926315	0.945866
IMMT	ENTPD5	0.926862	0.946303
CCT6A	MRFAP1	0.929935	0.949391
NDUFS1	ATP6V1G1	0.929949	0.949577
COQ9	SLC17A3	0.930871	0.950814
EIF3L	CERS2	0.931934	0.951814
ALDH3A2	FOLR1	0.932442	0.952237
VDAC2	GABARAPL1	0.934487	0.954354
SLC22A2	DAZAP2	0.934571	0.954368
EPN1	ATP6V0C	0.936905	0.955881
YWHAB	CD74	0.936954	0.956146
RPL34	SERINC3	0.93714	0.956482
EIF4G1	NUDT4	0.937173	0.956583
GRN	PLAU	0.937239	0.956875
TUBB4B	OAZ1	0.938421	0.958396
HSD11B2	TTC36	0.939105	0.958471
PROC	SDHD	0.939586	0.958563
HNRNPK	CD164	0.940633	0.95872
TECR	RPL37	0.940749	0.959063
NDUFA10	RPL38	0.940891	0.95996
CGNL1	FAH	0.940907	0.959973
NPM1	SLC6A19	0.941507	0.961133
CNBP	TMEM59	0.941588	0.961472
AP2M1	KCNJ16	0.942089	0.961896
EIF3H	PTTG1IP	0.943414	0.963154
SUCLG1	GALNT11	0.945255	0.964827
IDH3G	SLC25A39	0.945609	0.964901
HAGH	GAS6	0.945718	0.965295
EDF1	PINK1	0.947046	0.96593
CTNNA1	SAT1	0.947125	0.966257
RPS28	RPL29	0.947204	0.966619
HINT1	APLP2	0.947251	0.966874
RPLP2	C11ORF54	0.947608	0.966935
AK3	CCNI	0.947632	0.96732
ALDH4A1	SLC12A3	0.948983	0.967735
TXN	TMEM174	0.949248	0.968577
RPL36	RPL37A	0.949251	0.968792
HGD	CLDN2	0.949387	0.969348
RPL27A	RPS27	0.950153	0.970143
GDI2	EIF1	0.951023	0.97058
ATP6V1B2	TXNIP	0.951165	0.97099
PABPC1	PTH1R	0.951391	0.971083
DDAH1	HPN	0.951701	0.971153
GOT2	COX8A	0.952178	0.971411
CS	RPL11	0.95224	0.971467
RAB5C	SEPHS2	0.952294	0.971684
AK4	ACAA2	0.952592	0.972545
ABHD14B	IGFBP4	0.953119	0.972839
FKBP4	ATP11A	0.953811	0.973289
ECH1	SLC17A1	0.954003	0.973408
DAB2	RPS29	0.954034	0.973896
ALDH7A1	RPS14	0.955431	0.975061
AHCY	GRINA	0.955824	0.975274
CPT1A	CHCHD2	0.956998	0.976776
MLEC	FAU	0.95714	0.976852
DLD	DEFB1	0.957605	0.977441
ATP6V1A	SLC13A3	0.957881	0.977855
RPS27A	EGF	0.958769	0.978326
SLC25A4	SLC22A1	0.958976	0.978674
FCGRT	ACTB	0.961505	0.981235
RPS10	KIAA1191	0.961861	0.981738
DCXR	B2M	0.962948	0.981915
EEF1G	SQSTM1	0.963272	0.982265
EIF5A	GHITM	0.963441	0.982614
NDUFV1	HNF4A	0.963518	0.982854
CALB1	PTMA	0.96486	0.984648
DSTN	APP	0.965469	0.985225
ETFB	TIMP3	0.968418	0.988203
SLC4A4	RPS4X	0.968493	0.988455
GPD1	TCN2	0.96951	0.989484
HIBADH	SLC22A6	0.970488	0.99039
CD63	PDZK1IP1	0.97324	0.993171
HSP90AA1	UBB	0.974426	0.993697
ALDH9A1	KLK1	0.974627	0.993846
EZR	SLC25A5	0.974686	0.994408
GAPDH	ITM2B	0.975839	0.995778
EIF4G2	FXYD2	0.976526	0.996308
BCKDHA	TMBIM6	0.977867	0.997853
LDHA	FTH1	0.979387	0.999226
SOD1	SLC34A1	0.979498	0.999331
